Full Journal Title,JCR Abbreviated Title,ISSN,Total Cites,Journal Impact Factor,Impact Factor without Journal Self Cites,5-Year Impact Factor,Immediacy Index,Citable Items,Cited Half-Life,Citing Half-life,Eigenfactor Score,Article Influence Score,% Articles in Citable Items,Average Journal Impact Factor Percentile,Normalized Eigenfactor
HORMONES AND BEHAVIOR,HORM BEHAV,0018-506X,"12,125",3.587,3.23,4.304,1.357,182,9.7,10.1,0.0093,1.207,79.12,60.013,1.95033
Hormones-International Journal of Endocrinology and Metabolism,HORM-INT J ENDOCRINO,1109-3099,"1,641",2.885,2.811,2.826,0.825,103,5.6,8.6,0.0018,0.609,53.4,27.241,0.37856
Horticultura Brasileira,HORTIC BRAS,0102-0536,"1,396",0.845,0.743,0.98,0.061,66,8.9,8.9,0.00096,0.231,100,20.27,0.20229
Horticulturae,HORTICULTURAE,****-****,647,2.331,2.154,2.951,0.435,108,2.8,9.9,0.00094,0.454,91.67,79.73,0.19875
Horticultural Plant Journal,HORTIC PLANT J,2095-9885,418,3.032,2.661,Not Available,0.545,44,3,8.4,0.00078,Not Available,93.18,78.068,0.1655
HORTICULTURAL SCIENCE,HORTIC SCI,0862-867X,549,0.833,0.815,0.985,0.32,25,9.3,12.1,0.0002,0.151,96,17.568,0.04376
Horticultural Science & Technology,HORTIC SCI TECHNOL,1226-8763,233,0.869,0.656,0.912,0.127,79,2.6,11.6,0.00028,0.117,98.73,22.973,0.05999
Horticulture Environment and Biotechnology,HORTIC ENVIRON BIOTE,2211-3452,"1,509",1.842,1.718,2.083,0.393,112,5.2,11.6,0.00144,0.33,95.54,63.514,0.30206
Horticulture Journal,HORTICULT J,2189-0102,337,0.959,0.851,1.115,0.181,72,3.4,12.7,0.00054,0.196,91.67,33.784,0.1137
Horticulture Research,HORTIC RES-ENGLAND,2662-6810,"2,607",6.793,6.236,6.589,1.231,212,2.4,8.2,0.00461,1.418,94.34,93.92,0.96694
HORTSCIENCE,HORTSCIENCE,0018-5345,"12,336",1.455,1.216,1.617,0.549,266,12.8,10.7,0.0039,0.277,100,52.703,0.81857
HORTTECHNOLOGY,HORTTECHNOLOGY,1063-0198,"2,943",1.087,0.961,1.059,0.189,106,11.9,10.1,0.00106,0.184,98.11,36.486,0.22349
HOUILLE BLANCHE-REVUE INTERNATIONALE DE L EAU,HOUILLE BLANCHE,0018-6368,495,0.374,0.357,0.313,0.063,48,16.8,10.9,0.00026,0.081,100,2.551,0.05491
HOUSING POLICY DEBATE,HOUS POLICY DEBATE,1051-1482,"1,922",2.36,1.98,2.57,0.587,92,11,7.6,0.00193,0.816,97.83,43.193,0.40507
HOUSING STUDIES,HOUSING STUD,0267-3037,"3,865",3.516,2.623,4.018,1.092,184,8.6,8.6,0.00287,0.982,97.83,57.851,0.6015
Housing Theory & Society,HOUS THEORY SOC,1403-6096,"1,313",3.744,2.977,3.779,1.018,56,7.5,10.1,0.00106,0.914,94.64,65.318,0.22284
HOUSTON JOURNAL OF MATHEMATICS,HOUSTON J MATH,0362-1588,888,0.483,0.483,0.406,0.103,39,16.5,16.9,0.00116,0.303,100,9.545,0.24342
HPB,HPB,1365-182X,"6,923",3.647,3.43,4.482,1.212,208,5.5,7.4,0.0099,1.214,87.5,58.706,2.07433
HUMAN & EXPERIMENTAL TOXICOLOGY,HUM EXP TOXICOL,0960-3271,"4,990",2.903,2.815,2.712,0.751,209,8.5,8,0.00286,0.436,95.22,32.796,0.60126
HUMAN AND ECOLOGICAL RISK ASSESSMENT,HUM ECOL RISK ASSESS,1080-7039,"4,489",5.19,4.584,3.742,1.405,237,4.3,8,0.00344,0.508,98.31,75.73,0.72152
HUMAN BIOLOGY,HUM BIOL,0018-7143,"1,866",0.553,0.553,1,0,9,29,12.3,0.00047,0.497,100,8.448,0.09967
HUMAN BRAIN MAPPING,HUM BRAIN MAPP,1065-9471,"27,538",5.038,4.687,5.684,0.974,497,7.1,8.3,0.03548,1.844,95.77,78.129,7.43452
Human Cell,HUM CELL,0914-7470,"1,070",4.174,4.043,3.357,1.162,167,2.7,5.6,0.00104,0.592,92.81,43.333,0.21857
HUMAN COMMUNICATION RESEARCH,HUM COMMUN RES,0360-3989,"4,667",3,2.816,5.52,1.556,18,16.5,9.7,0.00275,2.178,88.89,63.298,0.57806
HUMAN DEVELOPMENT,HUM DEV,0018-716X,"2,160",4.452,4.452,4.37,0.889,9,14.8,12.4,0.00127,1.7,100,83.974,0.26767
HUMAN DIMENSIONS OF WILDLIFE,HUM DIMENS WILDL,1087-1209,"1,849",2.771,2.145,2.769,0.483,89,9.9,9.2,0.00117,0.546,100,53.993,0.24516
HUMAN ECOLOGY,HUM ECOL,0300-7839,"3,490",1.993,1.915,2.211,0.328,64,11.1,10.5,0.00215,0.631,98.44,45.721,0.45189
Human Ecology Review,HUM ECOL REV,1074-4827,796,0.581,0.581,1.152,Not Available,0,13.9,Not Available,0.00025,0.309,Not Available,5.866,0.05264
HUMAN FACTORS,HUM FACTORS,0018-7208,"7,807",2.888,2.547,4.173,1,184,12.6,10.2,0.00484,1.1,97.83,48.59,1.01592
Human Factors and Ergonomics in Manufacturing & Service Industries,HUM FACTOR ERGON MAN,1090-8471,679,1.722,1.481,1.805,0.373,51,5.1,9.7,0.00066,0.299,92.16,15.313,0.13857
Human Fertility,HUM FERTIL,1464-7273,867,2.767,2.667,2.435,0.878,82,5.5,8.2,0.00103,0.6,81.71,43.564,0.21745
HUMAN GENE THERAPY,HUM GENE THER,1043-0342,"7,074",5.695,5.446,5.268,1.487,115,8.5,7.2,0.00686,1.343,92.17,80.764,1.43761
Human Gene Therapy Clinical Development,HUM GENE THER CL DEV,2324-8637,488,5.032,5.032,3.657,Not Available,0,4.1,Not Available,0.00092,0.877,Not Available,70.198,0.19309
Human Gene Therapy Methods,HUM GENE THER METHOD,1946-6536,688,2.396,2.396,3.031,Not Available,0,5.3,Not Available,0.00117,0.882,Not Available,28.772,0.24545
HUMAN GENETICS,HUM GENET,0340-6717,"10,191",4.132,3.989,5.331,2.231,156,10,7,0.00965,1.839,56.41,64.286,2.02356
Human Genomics,HUM GENOMICS,1473-9542,"2,039",4.639,4.593,4.86,1.425,40,5.7,6.7,0.00303,1.423,77.5,73.429,0.63529
HUMAN HEREDITY,HUM HERED,0001-5652,975,0.444,0.444,0.965,0.231,13,13.3,10.4,0.00032,0.365,92.31,0.857,0.06778
HUMAN IMMUNOLOGY,HUM IMMUNOL,0198-8859,"6,042",2.85,2.6,2.591,0.958,119,8.7,8.2,0.00459,0.643,97.48,26.852,0.96328
HUMAN MOLECULAR GENETICS,HUM MOL GENET,0964-6906,"47,192",6.15,5.96,6.134,1.195,298,9.2,7.3,0.04752,2.1,90.27,83.085,9.95628
HUMAN MOVEMENT SCIENCE,HUM MOVEMENT SCI,0167-9457,"6,137",2.161,2.064,2.644,0.611,108,8.7,10.8,0.0055,0.686,97.22,30.411,1.15411
HUMAN MUTATION,HUM MUTAT,1059-7794,"16,381",4.878,4.603,5.805,1.369,206,8.9,7.4,0.01906,2.158,98.06,75.143,3.99513
HUMAN NATURE-AN INTERDISCIPLINARY BIOSOCIAL PERSPECTIVE,HUM NATURE-INT BIOS,1045-6767,"2,055",2.444,2.289,2.595,0.778,18,12.3,11.7,0.00179,1.443,100,68.933,0.37675
HUMAN ORGANIZATION,HUM ORGAN,0018-7259,"1,635",0.833,0.817,1.222,0.133,30,17.6,7.7,0.00073,0.454,100,25.057,0.15464
HUMAN PATHOLOGY,HUM PATHOL,0046-8177,"15,964",3.466,3.392,3.456,0.712,132,10.2,8.1,0.01257,0.904,96.97,65.584,2.63412
HUMAN PERFORMANCE,HUM PERFORM,0895-9285,"2,132",2.423,2.269,2.955,0.5,24,15.4,14.6,0.00082,0.91,100,36.747,0.17282
HUMAN PSYCHOPHARMACOLOGY-CLINICAL AND EXPERIMENTAL,HUM PSYCHOPHARM CLIN,0885-6222,"2,481",1.672,1.607,2.809,0.353,51,9.9,8.7,0.00157,0.681,88.24,16.694,0.33074
HUMAN RELATIONS,HUM RELAT,0018-7267,"13,972",5.732,5.138,7.11,1.684,133,13.6,11.9,0.00865,2.321,99.25,84.827,1.81266
HUMAN REPRODUCTION,HUM REPROD,0268-1161,"38,871",6.918,6.426,7.366,1.551,256,10.5,7.5,0.02824,1.997,98.83,92.52,5.91865
HUMAN REPRODUCTION UPDATE,HUM REPROD UPDATE,1355-4786,"12,334",15.61,15.247,18.961,3.6,45,8.6,8.3,0.01127,5.317,28.89,98.865,2.36318
Human Resource Development Quarterly,HUM RESOUR DEV Q,1044-8004,"2,055",4.077,3.641,4.529,0.618,34,11,11.8,0.0008,0.897,88.24,66.734,0.16842
Human Resource Development Review,HUM RESOUR DEV REV,1534-4843,"1,854",4.742,4.226,5.775,1.667,18,10.6,9.3,0.00114,1.252,44.44,59.956,0.24032
HUMAN RESOURCE MANAGEMENT,HUM RESOUR MANAGE-US,0090-4848,"6,243",5.078,4.287,6.55,1.313,64,9.1,12,0.00475,1.55,90.63,73.517,0.99625
Human Resource Management Journal,HUM RESOUR MANAG J,0954-5395,"2,448",5.039,4.382,7.21,1.333,72,5.3,10.5,0.00318,1.708,88.89,78.024,0.66693
HUMAN RESOURCE MANAGEMENT REVIEW,HUM RESOUR MANAGE R,1053-4822,"3,952",7.444,7.361,8.693,3.714,35,7.5,10.4,0.0041,2.263,74.29,85.619,0.8592
Human Resources for Health,HUM RESOUR HEALTH,****-****,"3,161",3.192,2.971,3.827,0.574,94,5.7,6.7,0.00536,1.221,78.72,65.777,1.12462
Human Rights Law Review,HUM RIGHTS LAW REV,1461-7781,639,1.569,1.276,1.601,0.032,31,7.6,7.2,0.00128,0.87,100,50.646,0.26838
HUMAN RIGHTS QUARTERLY,HUM RIGHTS QUART,0275-0392,"1,547",1.164,1.09,1.343,0.29,31,13.8,9,0.00119,0.7,100,27.529,0.25051
Human Service Organizations Management Leadership & Governance,HUM SERV ORG MANAGE,2330-3131,458,1.559,1.203,2.566,0.333,31,4.4,7.4,0.00094,0.58,100,28.856,0.19902
HUMAN STUDIES,HUM STUD,0163-8548,929,0.924,0.758,1.411,0.143,35,15.4,19,0.00111,0.715,100,23.852,0.23277
Human Vaccines & Immunotherapeutics,HUM VACC IMMUNOTHER,2164-5515,"9,472",3.452,2.992,3.483,1.047,590,4.2,5.8,0.01901,1.04,81.02,46.526,3.98319
Human-centric Computing and Information Sciences,HUM-CENT COMPUT INFO,****-****,919,5.9,5.2,4.082,1.189,53,2.6,4.2,0.00103,0.554,96.23,84.877,0.21751
HUMAN-COMPUTER INTERACTION,HUM-COMPUT INTERACT,0737-0024,"1,630",4.75,4.75,5.362,0.8,25,13.4,9.3,0.00114,1.606,92,86.255,0.23908
Human-Wildlife Interactions,HUM-WILDL INTERACT,1934-4392,454,2.119,1.91,1.63,0.618,34,4.7,10.3,0.00057,0.382,97.06,43.178,0.12036
HUMOR-INTERNATIONAL JOURNAL OF HUMOR RESEARCH,HUMOR,0933-1719,866,0.81,0.655,1.225,0.393,28,12.8,14.4,0.00058,0.439,100,13.214,0.12228
HYDROBIOLOGIA,HYDROBIOLOGIA,0018-8158,"29,566",2.694,2.414,2.781,0.898,381,13.9,11.8,0.01272,0.604,89.24,74.091,2.66615
HYDROGEOLOGY JOURNAL,HYDROGEOL J,1431-2174,"8,696",3.178,2.945,3.291,1.028,212,9.7,10.7,0.00558,0.681,99.06,61.41,1.17027
HYDROLOGICAL PROCESSES,HYDROL PROCESS,0885-6087,"25,735",3.565,3.088,4.129,0.883,411,10.3,9.7,0.0147,0.9,99.51,73.98,3.08127
HYDROLOGICAL SCIENCES JOURNAL-JOURNAL DES SCIENCES HYDROLOGIQUES,HYDROLOG SCI J,0262-6667,"9,133",3.787,3.338,3.502,1.118,228,9.3,8.5,0.00569,0.68,99.12,76.02,1.19364
Hydrologie und Wasserbewirtschaftung,HYDROL WASSERBEWIRTS,1439-1783,94,0.514,0.459,0.421,0.3,10,Not Available,7.8,0.00012,0.114,100,4.592,0.0264
HYDROLOGY AND EARTH SYSTEM SCIENCES,HYDROL EARTH SYST SC,1027-5606,"24,835",5.748,5.358,6.45,1.317,315,6.8,8.7,0.02584,1.58,99.37,92.538,5.41381
Hydrology Research,HYDROL RES,1998-9563,"1,969",2.419,2.297,2.257,0.729,96,4.2,8.5,0.00245,0.441,100,41.327,0.51475
HYDROMETALLURGY,HYDROMETALLURGY,0304-386X,"16,212",4.156,3.495,4.716,0.89,292,8.7,8.3,0.00813,0.672,97.6,85.625,1.70529
HYLE,HYLE,1433-5158,83,0.286,0.143,0.571,0,3,Not Available,8,0.00001,0.073,100,6.158,0.00331
Hypatia-A Journal of Feminist Philosophy,HYPATIA,0887-5367,"2,475",1.012,0.904,1.545,0.651,43,11.7,11.3,0.00291,1.169,97.67,30.682,0.61011
HYPERTENSION,HYPERTENSION,0194-911X,"44,350",10.19,9.453,8.802,3.333,366,9.6,6.9,0.04021,2.635,87.43,96.154,8.42637
HYPERTENSION IN PREGNANCY,HYPERTENS PREGNANCY,1064-1955,"1,515",2.108,2.062,2.274,0.515,66,8.7,7.9,0.00129,0.585,93.94,26.113,0.2714
HYPERTENSION RESEARCH,HYPERTENS RES,0916-9636,"6,915",3.872,2.958,3.61,2.021,190,7.8,7.3,0.00529,0.789,80.53,65.385,1.10914
HYSTRIX-Italian Journal of Mammalogy,HYSTRIX,0394-1914,"1,148",2.017,1.933,2.646,0.25,24,7.2,11.2,0.00107,0.647,100,69.429,0.2248
IAWA JOURNAL,IAWA J,0928-1541,"1,996",2.308,1.954,3.013,0.778,36,14.2,10.2,0.00108,0.69,97.22,69.403,0.22776
Iberica,IBERICA,1139-7241,272,0.816,0.789,0.918,0.067,15,8.6,11.7,0.00046,0.463,100,34.974,0.09681
IBIS,IBIS,0019-1019,"5,364",2.517,2.289,2.427,1.051,156,14.4,11.6,0.00273,0.677,96.79,98.214,0.57386
IBM JOURNAL OF RESEARCH AND DEVELOPMENT,IBM J RES DEV,0018-8646,"3,412",1.889,1.753,1.521,0.54,50,30.4,5.5,0.00101,0.42,98,41.733,0.21365
ICARUS,ICARUS,0019-1035,"26,342",3.508,2.901,3.456,1.448,366,10.4,11.3,0.02763,1.274,100,62.5,5.78932
Icelandic Agricultural Sciences,ICELAND AGR SCI,1670-567X,132,0.8,0.7,1.034,0,8,10.1,12.6,0.00006,0.21,100,28.448,0.01312
ICES JOURNAL OF MARINE SCIENCE,ICES J MAR SCI,1054-3139,"13,985",3.593,3.229,4.037,1.515,260,9.1,9.2,0.01264,1.068,95,86.096,2.64835
ICGA JOURNAL,ICGA J,1389-6911,83,0.4,0.24,0.321,0.5,24,Not Available,11.6,0.00009,0.113,95.83,0.463,0.01895
ICHNOS-AN INTERNATIONAL JOURNAL FOR PLANT AND ANIMAL TRACES,ICHNOS,1042-0940,969,1.438,1.354,1.641,0.489,47,13.5,19.6,0.00052,0.434,93.62,34.259,0.10947
ICHTHYOLOGICAL EXPLORATION OF FRESHWATERS,ICHTHYOL EXPLOR FRES,0936-9902,782,1.682,1.273,1.306,0.462,26,12.6,13.8,0.00034,0.339,88.46,51.383,0.07157
ICHTHYOLOGICAL RESEARCH,ICHTHYOL RES,1341-8998,"1,125",1.105,0.874,1.203,0.628,78,10.2,16.3,0.00074,0.295,93.59,27.848,0.15656
ICON-INTERNATIONAL JOURNAL OF CONSTITUTIONAL LAW,ICON-INT J CONST LAW,1474-2640,929,1.09,0.865,1.323,0.636,33,7.8,7.1,0.00209,0.82,81.82,40.066,0.43889
ICSID Review-Foreign Investment Law Journal,ICSID REV,0258-3690,262,0.655,0.655,0.799,Not Available,0,6.3,Not Available,0.00081,0.531,Not Available,17.55,0.17058
ICT Express,ICT EXPRESS,2405-9595,789,4.317,4.248,3.481,0.794,68,2.5,4.9,0.0014,0.648,98.53,74.144,0.29335
Ideggyogyaszati Szemle-Clinical Neuroscience,IDEGGYOGY SZEMLE,0019-1442,215,0.427,0.388,0.363,0.135,52,6.4,8.5,0.00017,0.067,82.69,1.242,0.03736
IDENTITIES-GLOBAL STUDIES IN CULTURE AND POWER,IDENTITIES-GLOB STUD,1070-289X,"1,084",1.333,1.298,1.858,0.587,75,7.4,11,0.00205,0.948,100,42.917,0.43135
Idojaras,IDOJARAS,0324-6329,268,0.86,0.737,0.837,0.241,29,6.7,10.2,0.00017,0.13,100,5.851,0.03623
IDS BULLETIN-INSTITUTE OF DEVELOPMENT STUDIES,IDS BULL-I DEV STUD,0265-5012,"1,466",0.855,0.855,0.91,0.179,28,12.7,8.6,0.00081,0.322,100,19.047,0.17021
IEEE Access,IEEE ACCESS,2169-3536,"105,968",3.367,2.454,3.671,0.651,"17,835",1.9,5,0.15396,0.592,98.24,62.308,32.25771
IEEE AEROSPACE AND ELECTRONIC SYSTEMS MAGAZINE,IEEE AERO EL SYS MAG,0885-8985,"1,681",1.594,1.516,2.044,0.473,55,9.2,7.6,0.0014,0.462,94.55,43.054,0.29413
IEEE ANNALS OF THE HISTORY OF COMPUTING,IEEE ANN HIST COMPUT,1058-6180,273,0.351,0.189,0.581,0,15,13,17,0.00025,0.266,100,8.222,0.05334
IEEE ANTENNAS AND PROPAGATION MAGAZINE,IEEE ANTENN PROPAG M,1045-9243,"3,438",2.593,2.496,3.258,0.729,59,8.7,9.7,0.00298,0.923,94.92,47.802,0.62515
IEEE Antennas and Wireless Propagation Letters,IEEE ANTENN WIREL PR,1536-1225,"19,356",3.834,3.426,4.073,0.454,509,4.8,6,0.02651,0.907,100,71.429,5.55574
IEEE Circuits and Systems Magazine,IEEE CIRC SYST MAG,1531-636X,"1,060",3.071,3.036,4.343,0.462,13,10.6,7.5,0.00091,1.275,84.62,61.355,0.19255
IEEE COMMUNICATIONS LETTERS,IEEE COMMUN LETT,1089-7798,"15,715",3.436,3.216,3.26,0.738,627,4.4,4.7,0.02461,0.771,100,63.187,5.1565
IEEE COMMUNICATIONS MAGAZINE,IEEE COMMUN MAG,0163-6804,"24,517",9.619,9.515,10.359,1.735,155,5.1,3,0.03598,2.509,100,95.055,7.54003
IEEE Communications Surveys and Tutorials,IEEE COMMUN SURV TUT,****-****,"22,146",25.249,24.359,28.005,6.345,87,4.2,4.3,0.03684,6.344,100,99.571,7.71871
IEEE Computational Intelligence Magazine,IEEE COMPUT INTELL M,1556-603X,"2,039",11.356,11.267,10.663,1.857,21,5.6,6.7,0.00285,2.829,90.48,95.357,0.59806
IEEE Computer Architecture Letters,IEEE COMPUT ARCHIT L,1556-6056,423,1.269,1.24,1.321,0.171,41,4.7,4.7,0.00084,0.376,100,16.038,0.17682
IEEE COMPUTER GRAPHICS AND APPLICATIONS,IEEE COMPUT GRAPH,0272-1716,"2,766",2.088,1.961,2.481,0.314,51,15.5,6.3,0.00179,0.728,100,56.019,0.3752
IEEE Consumer Electronics Magazine,IEEE CONSUM ELECTR M,2162-2248,"1,193",3.789,3.184,3.329,1.38,71,2.8,4.1,0.00183,0.576,98.59,70.349,0.38513
IEEE CONTROL SYSTEMS MAGAZINE,IEEE CONTR SYST MAG,1066-033X,"4,501",11.119,11.095,9.672,0.833,18,12.9,10,0.00501,4.094,100,96.032,1.05113
IEEE Design & Test,IEEE DES TEST,2168-2356,"1,338",1.527,1.527,2.249,0.722,54,9.1,5,0.00145,0.641,100,29.422,0.30559
IEEE ELECTRICAL INSULATION MAGAZINE,IEEE ELECTR INSUL M,0883-7554,"2,099",3.217,2.957,2.855,0.654,26,10.8,9.5,0.00096,0.716,100,63.187,0.20235
IEEE ELECTRON DEVICE LETTERS,IEEE ELECTR DEVICE L,0741-3106,"18,708",4.187,3.726,3.967,1.01,417,6.5,5.6,0.01963,0.898,100,79.67,4.11395
IEEE Embedded Systems Letters,IEEE EMBED SYST LETT,1943-0663,375,2.169,2.136,1.865,0.576,33,3.8,6.6,0.00085,0.592,100,53.455,0.18012
IEEE Geoscience and Remote Sensing Letters,IEEE GEOSCI REMOTE S,1545-598X,"15,414",3.966,3.673,3.986,1.468,425,5.1,6,0.02106,0.944,100,71.045,4.41304
IEEE Geoscience and Remote Sensing Magazine,IEEE GEOSC REM SEN M,2473-2397,"1,848",8.225,7.875,13.069,2.276,29,4.2,8.5,0.00365,3.482,75.86,92.426,0.76623
IEEE Industrial Electronics Magazine,IEEE IND ELECTRON M,1932-4529,"1,945",6.625,6.281,11.494,0.9,30,6.2,5.5,0.00248,3.134,96.67,90.293,0.52061
IEEE INDUSTRY APPLICATIONS MAGAZINE,IEEE IND APPL MAG,1077-2618,763,0.671,0.608,1.058,0.196,46,10.7,10.2,0.00057,0.268,97.83,6.593,0.11963
IEEE INSTRUMENTATION & MEASUREMENT MAGAZINE,IEEE INSTRU MEAS MAG,1094-6969,840,1.505,1.242,1.758,0.224,76,6.6,5.8,0.00058,0.277,97.37,26.218,0.12348
IEEE INTELLIGENT SYSTEMS,IEEE INTELL SYST,1541-1672,"3,738",3.405,3.365,4.945,1.296,54,8.6,4.8,0.00265,1.093,100,64.492,0.55659
IEEE Intelligent Transportation Systems Magazine,IEEE INTEL TRANSP SY,1939-1390,"1,331",3.419,3.376,4.374,0.974,39,4.6,7,0.0019,0.989,100,60.765,0.39887
IEEE INTERNET COMPUTING,IEEE INTERNET COMPUT,1089-7801,"2,320",2.341,2.212,3.236,0.351,37,8.5,3.7,0.00192,0.737,94.59,60.648,0.40389
IEEE Internet of Things Journal,IEEE INTERNET THINGS,2327-4662,"21,151",9.471,8.135,10.127,2.339,928,2.2,4.2,0.03208,1.794,99.03,95.083,6.722
IEEE Journal of Biomedical and Health Informatics,IEEE J BIOMED HEALTH,2168-2194,"7,850",5.772,5.456,6.018,1.566,346,3.5,5.8,0.01284,1.248,99.13,87.217,2.69163
IEEE Journal of Emerging and Selected Topics in Power Electronics,IEEE J EM SEL TOP P,2168-6777,"6,409",4.472,4.002,6.036,1.515,355,3.7,5.9,0.01395,1.677,98.87,82.234,2.92381
IEEE JOURNAL OF OCEANIC ENGINEERING,IEEE J OCEANIC ENG,0364-9059,"5,236",3.554,3.342,3.218,1.675,120,11.5,11.1,0.00334,0.73,100,78.635,0.7007
IEEE Journal of Photovoltaics,IEEE J PHOTOVOLT,2156-3381,"6,429",3.887,3.404,3.492,0.847,236,4.3,5.9,0.00928,0.724,98.73,60.166,1.94455
IEEE JOURNAL OF QUANTUM ELECTRONICS,IEEE J QUANTUM ELECT,0018-9197,"8,976",2.318,2.229,2.208,1.058,103,23.6,7.7,0.00261,0.545,100,44.449,0.54866
IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,IEEE J-STARS,1939-1404,"13,046",3.784,3.291,3.734,0.66,512,4.6,6,0.02119,0.895,99.22,65.818,4.44134
IEEE JOURNAL OF SELECTED TOPICS IN QUANTUM ELECTRONICS,IEEE J SEL TOP QUANT,1077-260X,"11,366",4.544,4.379,4.081,2.547,170,6.8,6.2,0.01182,1.048,100,78.32,2.47646
IEEE Journal of Selected Topics in Signal Processing,IEEE J-STSP,1932-4553,"7,223",6.856,6.833,6.544,0.911,101,5.7,4.6,0.01376,2.391,99.01,91.026,2.88344
IEEE JOURNAL OF SOLID-STATE CIRCUITS,IEEE J SOLID-ST CIRC,0018-9200,"20,377",5.013,4.088,5.434,0.858,275,8.1,5.4,0.02082,1.477,100,85.531,4.36354
IEEE Journal of the Electron Devices Society,IEEE J ELECTRON DEVI,2168-6734,"1,694",2.484,2.27,2.452,0.399,198,2.7,6.7,0.00339,0.571,99.49,50,0.71141
IEEE Journal of Translational Engineering in Health and Medicine-JTEHM,IEEE J TRANSL ENG HE,2168-2372,851,3.316,3.137,3.192,0.966,58,2.9,7.2,0.00155,0.727,98.28,51.667,0.32621
IEEE Journal on Emerging and Selected Topics in Circuits and Systems,IEEE J EM SEL TOP C,2156-3357,"1,755",3.916,3.786,4.138,0.957,47,4.4,3.8,0.00426,1.465,100,75.641,0.89428
IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS,IEEE J SEL AREA COMM,0733-8716,"19,420",9.144,8.864,9.069,1.902,205,5.4,4.6,0.02762,2.421,100,93.59,5.78759
IEEE Latin America Transactions,IEEE LAT AM T,1548-0992,"1,792",0.729,0.616,0.675,0.37,173,4.3,7.2,0.00215,0.101,97.69,6.995,0.45057
IEEE Magnetics Letters,IEEE MAGN LETT,1949-307X,866,1.549,1.418,1.556,0.258,66,3.9,7.5,0.00176,0.409,100,25.622,0.3697
IEEE MICRO,IEEE MICRO,0272-1732,"1,781",4.175,4.144,3.502,0.552,58,6.9,3.3,0.00268,1.179,100,83.381,0.56206
IEEE MICROWAVE AND WIRELESS COMPONENTS LETTERS,IEEE MICROW WIREL CO,1531-1309,"9,118",2.862,2.558,2.76,0.498,303,5.9,5.9,0.01276,0.766,100,58.059,2.67405
IEEE MICROWAVE MAGAZINE,IEEE MICROW MAG,1527-3342,"2,277",2.714,2.5,3.007,0.732,71,7,7,0.00289,0.972,100,51.648,0.606
IEEE MULTIMEDIA,IEEE MULTIMEDIA,1070-986X,"1,152",5.633,5.49,4.08,0.379,29,6.8,3.8,0.00134,1.044,100,88.658,0.28143
IEEE NETWORK,IEEE NETWORK,0890-8044,"6,526",10.693,10.234,8.876,1.736,235,2.8,3.2,0.01189,2.208,99.57,97.041,2.49162
IEEE PERVASIVE COMPUTING,IEEE PERVAS COMPUT,1536-1268,"2,038",3.175,3.088,4.31,0.182,33,11.2,5.2,0.0013,1.003,100,58.51,0.27255
IEEE Photonics Journal,IEEE PHOTONICS J,1943-0655,"9,400",2.443,2.281,2.602,0.526,470,3.9,6.2,0.01577,0.568,100,49.462,3.30489
IEEE PHOTONICS TECHNOLOGY LETTERS,IEEE PHOTONIC TECH L,1041-1135,"17,260",2.468,2.347,2.314,0.527,374,7.6,5.8,0.0164,0.544,100,50.925,3.43715
IEEE Power & Energy Magazine,IEEE POWER ENERGY M,1540-7977,"2,166",2.81,2.81,4.293,0.273,44,7.5,Not Available,0.00282,1.339,100,56.96,0.59225
IEEE Pulse,IEEE PULSE,2154-2287,409,0.924,0.886,0.896,0.071,42,5.1,2.2,0.00065,0.253,100,6.111,0.13699
IEEE ROBOTICS & AUTOMATION MAGAZINE,IEEE ROBOT AUTOM MAG,1070-9932,"3,671",5.143,5,5.39,1.568,37,8.6,5.5,0.00276,1.343,100,80.456,0.57942
IEEE Robotics and Automation Letters,IEEE ROBOT AUTOM LET,2377-3766,"6,407",3.741,3.125,3.856,0.648,894,2.4,5.5,0.01499,0.965,100,69.643,3.14164
IEEE SECURITY & PRIVACY,IEEE SECUR PRIV,1540-7993,"2,067",3.573,3.5,2.665,0.643,42,8.6,3.9,0.00179,0.678,100,72.608,0.37595
IEEE SENSORS JOURNAL,IEEE SENS J,1530-437X,"27,960",3.301,2.843,3.441,0.848,"1,603",4.2,6.3,0.03365,0.612,98.25,66.829,7.05143
IEEE SIGNAL PROCESSING LETTERS,IEEE SIGNAL PROC LET,1070-9908,"13,590",3.109,2.839,3.586,0.365,438,5.7,5.2,0.02152,1.059,100,61.722,4.50943
IEEE SIGNAL PROCESSING MAGAZINE,IEEE SIGNAL PROC MAG,1053-5888,"12,559",12.551,12.187,12.821,2.536,56,8.6,4.6,0.01306,4.734,100,98.718,2.73711
IEEE SOFTWARE,IEEE SOFTWARE,0740-7459,"3,005",2.967,2.699,3.41,0.683,60,9.1,5.7,0.00275,0.824,100,76.389,0.57622
IEEE SPECTRUM,IEEE SPECTRUM,0018-9235,"1,862",2.875,2.875,2.595,0.676,71,7.8,Not Available,0.0023,0.801,100,58.791,0.48239
IEEE Systems Journal,IEEE SYST J,1932-8184,"7,951",3.931,3.539,4.193,1.624,527,3,5.9,0.01173,0.85,99.05,70.401,2.4579
