Journal	JournalFullName	ISSN	2022IF	2022AI
J URBAN ETHNOL	JOURNAL OF URBAN ETHNOLOGY	1429-0618	0.1	0.006
J URBAN HEALTH	JOURNAL OF URBAN HEALTH-BULLETIN OF THE NEW YORK ACADEMY OF MEDICINE	1099-3460	6.6	1.846
J URBAN HIST	JOURNAL OF URBAN HISTORY	0096-1442	0.4	0.328
J URBAN MANAG	JOURNAL OF URBAN MANAGEMENT	2226-5856	6.1	0.879
J URBAN PLAN DEV	JOURNAL OF URBAN PLANNING AND DEVELOPMENT	0733-9488	2.5	0.373
J URBAN REG ANAL	JOURNAL OF URBAN AND REGIONAL ANALYSIS	2067-4082	0.7	0.095
J URBAN TECHNOL	JOURNAL OF URBAN TECHNOLOGY	1063-0732	4.8	1.33
J UROL SURG	JOURNAL OF UROLOGICAL SURGERY	2148-9580	0.3	0.057
J UROLOGY	JOURNAL OF UROLOGY	0022-5347	6.6	2.016
J USABILITY STUD	JOURNAL OF USABILITY STUDIES	1931-3357	1.4	0.376
J VAC SCI TECHNOL A	JOURNAL OF VACUUM SCIENCE & TECHNOLOGY A	0734-2101	2.9	0.506
J VAC SCI TECHNOL B	JOURNAL OF VACUUM SCIENCE & TECHNOLOGY B	2166-2746	1.4	0.281
J VACAT MARK	JOURNAL OF VACATION MARKETING	1356-7667	5.1	0.657
J VALUE INQUIRY	JOURNAL OF VALUE INQUIRY	0022-5363	0.4	0.376
J VAS SURG CASES IN	JOURNAL OF VASCULAR SURGERY CASES INNOVATIONS AND TECHNIQUES	2468-4287	0.7	0.19
J VASC ACCESS	JOURNAL OF VASCULAR ACCESS	1129-7298	1.9	0.327
J VASC INTERV RADIOL	JOURNAL OF VASCULAR AND INTERVENTIONAL RADIOLOGY	1051-0443	2.9	0.893
J VASC NURS	JOURNAL OF VASCULAR NURSING	1062-0303	1.0	0.401
J VASC RES	JOURNAL OF VASCULAR RESEARCH	1018-1172	1.7	0.376
J VASC SURG	JOURNAL OF VASCULAR SURGERY	0741-5214	4.3	1.323
J VASC SURG-VENOUS L	JOURNAL OF VASCULAR SURGERY-VENOUS AND LYMPHATIC DISORDERS	2213-333X	3.2	0.777
J VECTOR DIS	JOURNAL OF VECTOR BORNE DISEASES	0972-9062	0.5	0.279
J VECTOR ECOL	JOURNAL OF VECTOR ECOLOGY	1081-1710	1.7	0.436
J VEG SCI	JOURNAL OF VEGETATION SCIENCE	1100-9233	2.8	0.785
J VENOM ANIM TOXINS	JOURNAL OF VENOMOUS ANIMALS AND TOXINS INCLUDING TROPICAL DISEASES	1678-9199	2.4	0.597
J VERIF VALID UNCERT	JOURNAL OF VERIFICATION, VALIDATION AND UNCERTAINTY QUANTIFICATION	2377-2158	0.6	0.0
J VERTEBR BIOL	JOURNAL OF VERTEBRATE BIOLOGY	2694-7684	1.5	0.363
J VERTEBR PALEONTOL	JOURNAL OF VERTEBRATE PALEONTOLOGY	0272-4634	1.4	0.608
J VESTIBUL RES-EQUIL	JOURNAL OF VESTIBULAR RESEARCH-EQUILIBRIUM & ORIENTATION	0957-4271	2.3	0.823
J VET BEHAV	JOURNAL OF VETERINARY BEHAVIOR-CLINICAL APPLICATIONS AND RESEARCH	1558-7878	1.8	0.411
J VET CARDIOL	JOURNAL OF VETERINARY CARDIOLOGY	1760-2734	1.2	0.296
J VET DENT	JOURNAL OF VETERINARY DENTISTRY	0898-7564	1.0	0.194
J VET DIAGN INVEST	JOURNAL OF VETERINARY DIAGNOSTIC INVESTIGATION	1040-6387	1.5	0.351
J VET EMERG CRIT CAR	JOURNAL OF VETERINARY EMERGENCY AND CRITICAL CARE	1479-3261	1.3	0.31
J VET INTERN MED	JOURNAL OF VETERINARY INTERNAL MEDICINE	0891-6640	2.6	0.612
J VET MED EDUC	JOURNAL OF VETERINARY MEDICAL EDUCATION	0748-321X	1.0	0.208
J VET MED SCI	JOURNAL OF VETERINARY MEDICAL SCIENCE	0916-7250	1.2	0.253
J VET PHARMACOL THER	JOURNAL OF VETERINARY PHARMACOLOGY AND THERAPEUTICS	0140-7783	1.3	0.235
J VET RES	JOURNAL OF VETERINARY RESEARCH	2450-7393	1.8	0.354
J VET SCI	JOURNAL OF VETERINARY SCIENCE	1229-845X	1.8	0.317
J VIB ACOUST	JOURNAL OF VIBRATION AND ACOUSTICS-TRANSACTIONS OF THE ASME	1048-9002	1.7	0.451
J VIB CONTROL	JOURNAL OF VIBRATION AND CONTROL	1077-5463	2.8	0.475
J VIB ENG TECHNOL	JOURNAL OF VIBRATION ENGINEERING & TECHNOLOGIES	2523-3920	2.7	0.287
J VIBROENG	JOURNAL OF VIBROENGINEERING	1392-8716	1.0	0.166
J VICT CULT	JOURNAL OF VICTORIAN CULTURE	1355-5502	0.3	0.395
J VIETNAM STUD	JOURNAL OF VIETNAMESE STUDIES	1559-372X	0.3	0.29
J VINYL ADDIT TECHN	JOURNAL OF VINYL & ADDITIVE TECHNOLOGY	1083-5601	2.7	0.226
J VIRAL HEPATITIS	JOURNAL OF VIRAL HEPATITIS	1352-0504	2.5	0.754
J VIROL	JOURNAL OF VIROLOGY	0022-538X	5.4	1.328
J VIROL METHODS	JOURNAL OF VIROLOGICAL METHODS	0166-0934	3.1	0.539
J VIRUS ERAD	JOURNAL OF VIRUS ERADICATION	2055-6640	5.5	0.981
J VIS ART DES	JOURNAL OF VISUAL ART AND DESIGN	2337-5795	0.2	0.032
J VIS COMMUN IMAGE R	JOURNAL OF VISUAL COMMUNICATION AND IMAGE REPRESENTATION	1047-3203	2.6	0.505
J VIS COMMUN MED	JOURNAL OF VISUAL COMMUNICATION IN MEDICINE	1745-3054	1.4	0.247
J VIS CULT	JOURNAL OF VISUAL CULTURE	1470-4129	1.4	0.671
J VISC SURG	JOURNAL OF VISCERAL SURGERY	1878-7886	2.1	0.571
J VISION	JOURNAL OF VISION	1534-7362	1.8	0.751
J VISUAL IMPAIR BLIN	JOURNAL OF VISUAL IMPAIRMENT & BLINDNESS	0145-482X	1.1	0.262
J VISUAL-JAPAN	JOURNAL OF VISUALIZATION	1343-8875	1.7	0.468
J VITREORETINAL DIS	JOURNAL OF VITREORETINAL DISEASES	2474-1264	0.6	0.0
J VOCAT BEHAV	JOURNAL OF VOCATIONAL BEHAVIOR	0001-8791	11.1	2.712
J VOCAT EDUC TRAIN	JOURNAL OF VOCATIONAL EDUCATION AND TRAINING	1363-6820	1.9	0.506
J VOCAT REHABIL	JOURNAL OF VOCATIONAL REHABILITATION	1052-2263	0.9	0.289
J VOICE	JOURNAL OF VOICE	0892-1997	2.2	0.427
J VOLCANOL GEOTH RES	JOURNAL OF VOLCANOLOGY AND GEOTHERMAL RESEARCH	0377-0273	2.9	0.905
J VOLCANOL SEISMOL+	JOURNAL OF VOLCANOLOGY AND SEISMOLOGY	0742-0463	0.7	0.167
J WAR CULT STUD	JOURNAL OF WAR & CULTURE STUDIES	1752-6272	0.4	0.232
J WARBURG COURTAULD	JOURNAL OF THE WARBURG AND COURTAULD INSTITUTES	0075-4390	0.2	0.167
J WATER CHEM TECHNO+	JOURNAL OF WATER CHEMISTRY AND TECHNOLOGY	1063-455X	0.6	0.075
J WATER CLIM CHANGE	JOURNAL OF WATER AND CLIMATE CHANGE	2040-2244	2.8	0.381
J WATER HEALTH	JOURNAL OF WATER AND HEALTH	1477-8920	2.3	0.425
J WATER MANAG MODELL	JOURNAL OF WATER MANAGEMENT MODELING	2292-6062	1.2	0.13
J WATER PROCESS ENG	JOURNAL OF WATER PROCESS ENGINEERING	2214-7144	7.0	0.788
J WATER RES PLAN MAN	JOURNAL OF WATER RESOURCES PLANNING AND MANAGEMENT	0733-9496	3.1	0.517
J WATER REUSE DESAL	JOURNAL OF WATER REUSE AND DESALINATION	2220-1319	2.3	0.42
J WATER SANIT HYG DE	JOURNAL OF WATER SANITATION AND HYGIENE FOR DEVELOPMENT	2043-9083	1.7	0.313
J WATER SUPPLY RES T	JOURNAL OF WATER SUPPLY RESEARCH AND TECHNOLOGY-AQUA	0003-7214	4.3	0.381
J WATERW PORT COAST	JOURNAL OF WATERWAY PORT COASTAL AND OCEAN ENGINEERING	0733-950X	2.2	0.496
J WEB ENG	JOURNAL OF WEB ENGINEERING	1540-9589	0.8	0.104
J WEB LIBRARIANSH	JOURNAL OF WEB LIBRARIANSHIP	1932-2909	1.5	0.268
J WEB SEMANT	JOURNAL OF WEB SEMANTICS	1570-8268	2.5	0.596
J WEST	JOURNAL OF THE WEST	0022-5169	0.2	0.046
J WILDLIFE BIODIVERS	JOURNAL OF WILDLIFE AND BIODIVERSITY	2588-3526	0.7	0.0
J WILDLIFE DIS	JOURNAL OF WILDLIFE DISEASES	0090-3558	1.3	0.303
J WILDLIFE MANAGE	JOURNAL OF WILDLIFE MANAGEMENT	0022-541X	2.3	0.562
J WIND ENG IND AEROD	JOURNAL OF WIND ENGINEERING AND INDUSTRIAL AERODYNAMICS	0167-6105	4.8	0.845
J WINE ECON	JOURNAL OF WINE ECONOMICS	1931-4361	1.4	0.277
J WOMEN AGING	JOURNAL OF WOMEN & AGING	0895-2841	1.5	0.393
J WOMEN POLIT POLICY	JOURNAL OF WOMEN POLITICS & POLICY	1554-477X	1.1	0.937
J WOMENS HEALTH	JOURNAL OF WOMENS HEALTH	1540-9996	3.5	1.255
J WOMENS HIST	JOURNAL OF WOMENS HISTORY	1042-7961	0.3	0.367
J WOOD CHEM TECHNOL	JOURNAL OF WOOD CHEMISTRY AND TECHNOLOGY	0277-3813	2.0	0.32
J WOOD SCI	JOURNAL OF WOOD SCIENCE	1435-0211	2.9	0.466
J WORK ORGAN PSYCHOL	JOURNAL OF WORK AND ORGANIZATIONAL PSYCHOLOGY-REVISTA DE PSICOLOGIA DEL TRABAJO Y DE LAS ORGANIZACIONES	1576-5962	3.1	0.617
J WORKPLACE BEHAV HE	JOURNAL OF WORKPLACE BEHAVIORAL HEALTH	1555-5240	1.5	0.363
J WORKPLACE LEARN	JOURNAL OF WORKPLACE LEARNING	1366-5626	1.9	0.41
J WORLD AQUACULT SOC	JOURNAL OF THE WORLD AQUACULTURE SOCIETY	0893-8849	2.8	0.453
J WORLD BUS	JOURNAL OF WORLD BUSINESS	1090-9516	8.9	2.441
J WORLD CHRISTIANITY	JOURNAL OF WORLD CHRISTIANITY	2377-8784	0.2	0.196
J WORLD ENERGY LAW B	JOURNAL OF WORLD ENERGY LAW & BUSINESS	1754-9957	0.5	0.193
J WORLD FED ORTHOD	JOURNAL OF THE WORLD FEDERATION OF ORTHODONTISTS	2212-4438	2.1	0.279
J WORLD HIST	JOURNAL OF WORLD HISTORY	1045-6007	0.9	1.118
J WORLD INTELLECT PR	JOURNAL OF WORLD INTELLECTUAL PROPERTY	1422-2213	0.5	0.178
J WORLD INVEST TRADE	JOURNAL OF WORLD INVESTMENT & TRADE	1660-7112	1.1	0.463
J WORLD LIT	JOURNAL OF WORLD LITERATURE	2405-6472	0.2	0.0
J WORLD POP MUS	JOURNAL OF WORLD POPULAR MUSIC	2052-4900	0.0	0.17
J WORLD PREHIST	JOURNAL OF WORLD PREHISTORY	0892-7537	2.0	1.656
J WORLD SYST RES	JOURNAL OF WORLD-SYSTEMS RESEARCH	1076-156X	1.1	0.484
J WORLD TRADE	JOURNAL OF WORLD TRADE	1011-6702	0.8	0.307
J WOUND CARE	JOURNAL OF WOUND CARE	0969-0700	1.9	0.417
J WOUND OSTOMY CONT	JOURNAL OF WOUND OSTOMY AND CONTINENCE NURSING	1071-5754	2.6	0.404
J WRIST SURG	JOURNAL OF WRIST SURGERY	2163-3916	0.7	0.285
J WRIT RES	JOURNAL OF WRITING RESEARCH	2030-1006	4.1	0.967
J WUHAN UNIV TECHNOL	JOURNAL OF WUHAN UNIVERSITY OF TECHNOLOGY-MATERIALS SCIENCE EDITION	1000-2413	1.6	0.186
J XENOBIOTICS	JOURNAL OF XENOBIOTICS	2039-4705	6.0	0.633
J X-RAY SCI TECHNOL	JOURNAL OF X-RAY SCIENCE AND TECHNOLOGY	0895-3996	3.0	0.269
J YOUNG PHARM	JOURNAL OF YOUNG PHARMACISTS	0975-1483	0.4	0.081
J YOUTH ADOLESCENCE	JOURNAL OF YOUTH AND ADOLESCENCE	0047-2891	4.9	1.778
J YOUTH DEV	JOURNAL OF YOUTH DEVELOPMENT	2325-4017	0.9	0.226
J YOUTH STUD	JOURNAL OF YOUTH STUDIES	1367-6261	1.9	0.714
J ZHEJIANG UNIV-SC A	JOURNAL OF ZHEJIANG UNIVERSITY-SCIENCE A	1673-565X	3.2	0.456
J ZHEJIANG UNIV-SC B	JOURNAL OF ZHEJIANG UNIVERSITY-SCIENCE B	1673-1581	5.1	0.624
J ZOO AQUAR RES	JOURNAL OF ZOO AND AQUARIUM RESEARCH	2214-7594	1.3	0.249
J ZOO WILDLIFE MED	JOURNAL OF ZOO AND WILDLIFE MEDICINE	1042-7260	0.7	0.146
J ZOOL	JOURNAL OF ZOOLOGY	0952-8369	2.0	0.529
J ZOOL SYST EVOL RES	JOURNAL OF ZOOLOGICAL SYSTEMATICS AND EVOLUTIONARY RESEARCH	0947-5745	1.9	0.54
J19-J NINET-CENTURY	J19-THE JOURNAL OF NINETEENTH-CENTURY AMERICANISTS	2166-742X	0.1	0.255
JA CLIN REP	JA CLINICAL REPORTS	2363-9024	0.9	0.217
JAAPA-J AM ACAD PHYS	JAAPA-JOURNAL OF THE AMERICAN ACADEMY OF PHYSICIAN ASSISTANTS	1547-1896	1.1	0.235
JAC-ANTIMICROB RESIS	JAC-ANTIMICROBIAL RESISTANCE	2632-1823	3.4	0.904
JACC-BASIC TRANSL SC	JACC-BASIC TO TRANSLATIONAL SCIENCE	2452-302X	9.7	0.0
JACC-CARDIOONCOL	JACC: CARDIOONCOLOGY	2666-0873	11.1	3.782
JACC-CARDIOVASC IMAG	JACC-CARDIOVASCULAR IMAGING	1936-878X	14.0	5.3
JACC-CARDIOVASC INTE	JACC-CARDIOVASCULAR INTERVENTIONS	1936-8798	11.3	3.748
JACC-CLIN ELECTROPHY	JACC-CLINICAL ELECTROPHYSIOLOGY	2405-500X	7.0	0.0
JACC-HEART FAIL	JACC-HEART FAILURE	2213-1779	13.0	5.669
JACS AU	JACS AU	2691-3704	8.0	2.493
JAHRB INT GERMAN	JAHRBUCH FUR INTERNATIONALE GERMANISTIK	0449-5233	0.0	0.003
JAHRB NATL STAT	JAHRBUCHER FUR NATIONALOKONOMIE UND STATISTIK	0021-4027	1.3	0.953
JAHRB OESTERR BYZANT	JAHRBUCH DER OESTERREICHISCHEN BYZANTINISTIK	0378-8660	0.0	0.0
JAIDS-J ACQ IMM DEF	JAIDS-JOURNAL OF ACQUIRED IMMUNE DEFICIENCY SYNDROMES	1525-4135	3.6	1.345
JAMA CARDIOL	JAMA CARDIOLOGY	2380-6583	24.0	8.478
JAMA DERMATOL	JAMA DERMATOLOGY	2168-6068	10.9	3.36
JAMA INTERN MED	JAMA INTERNAL MEDICINE	2168-6106	39.0	12.483
JAMA NETW OPEN	JAMA NETWORK OPEN	2574-3805	13.8	5.43
JAMA NEUROL	JAMA NEUROLOGY	2168-6149	29.0	8.226
JAMA ONCOL	JAMA ONCOLOGY	2374-2437	28.4	11.492
JAMA OPHTHALMOL	JAMA OPHTHALMOLOGY	2168-6165	8.1	2.668
JAMA OTOLARYNGOL	JAMA OTOLARYNGOLOGY-HEAD & NECK SURGERY	2168-6181	7.8	2.285
JAMA PEDIATR	JAMA PEDIATRICS	2168-6203	26.1	9.027
JAMA PSYCHIAT	JAMA PSYCHIATRY	2168-622X	25.8	10.343
JAMA SURG	JAMA SURGERY	2168-6254	16.9	7.378
JAMA-HEALTH FORUM	JAMA HEALTH FORUM	2689-0186	11.5	7.617
JAMA-J AM MED ASSOC	JAMA-JOURNAL OF THE AMERICAN MEDICAL ASSOCIATION	0098-7484	120.7	33.068
JAMBA-J DISASTER RIS	JAMBA-JOURNAL OF DISASTER RISK STUDIES	1996-1421	1.4	0.419
JAMES JOYCE QUART	JAMES JOYCE QUARTERLY	0021-4183	0.1	0.326
JAMIA OPEN	JAMIA OPEN	2574-2531	2.1	0.98
JANUS	JANUS-ESTUDIOS SOBRE EL SIGLO DE ORO	2254-7290	0.0	0.116
JARO-J ASSOC RES OTO	JARO-JOURNAL OF THE ASSOCIATION FOR RESEARCH IN OTOLARYNGOLOGY	1525-3961	2.4	0.784
JARQ-JPN AGR RES Q	JARQ-JAPAN AGRICULTURAL RESEARCH QUARTERLY	0021-3551	0.4	0.088
JASA EXPRESS LETT	JASA EXPRESS LETTERS	2691-1191	1.0	0.295
JASSS-J ARTIF SOC S	JASSS-THE JOURNAL OF ARTIFICIAL SOCIETIES AND SOCIAL SIMULATION	1460-7425	4.2	0.916
JATI-J SE ASIAN STUD	JATI-JOURNAL OF SOUTHEAST ASIAN STUDIES	1823-4127	0.3	0.07
JAVMA-J AM VET MED A	JAVMA-JOURNAL OF THE AMERICAN VETERINARY MEDICAL ASSOCIATION	0003-1488	1.9	0.632
JAVNOST-PUBLIC	JAVNOST-THE PUBLIC	1318-3222	1.3	0.876
JAZZ RES J	JAZZ RESEARCH JOURNAL	1753-8637	0.0	0.0
JBI EVID IMPLEMENT	JBI EVIDENCE IMPLEMENTATION	2691-3321	2.3	0.0
JBI EVID SYNTH	JBI EVIDENCE SYNTHESIS	2689-8381	2.7	0.746
JBJS ESSENT SURG TEC	JBJS ESSENTIAL SURGICAL TECHNIQUES	2160-2204	1.3	0.749
JBJS REV	JBJS REVIEWS	2329-9185	2.3	0.914
JBMR PLUS	JBMR PLUS	2473-4039	3.8	1.113
JCI INSIGHT	JCI INSIGHT	2379-3708	8.0	2.893
JCMS-J CINE MEDIA ST	JCMS-JOURNAL OF CINEMA AND MEDIA STUDIES	2578-4900	0.5	0.52
JCMS-J COMMON MARK S	JCMS-JOURNAL OF COMMON MARKET STUDIES	0021-9886	2.2	1.162
JCO CLIN CANCER INFO	JCO CLINICAL CANCER INFORMATICS	2473-4276	4.2	1.392
JCO GLOB ONCOL	JCO GLOBAL ONCOLOGY	2687-8941	4.5	1.462
JCO ONCOL PRACT	JCO ONCOLOGY PRACTICE	2688-1527	4.0	1.641
JCO PRECIS ONCOL	JCO PRECISION ONCOLOGY	2473-4284	4.6	2.573
JCOM-J SCI COMMUN	JCOM-JOURNAL OF SCIENCE COMMUNICATION	1824-2049	1.8	0.497
JCPSP-J COLL PHYSICI	JCPSP-JOURNAL OF THE COLLEGE OF PHYSICIANS AND SURGEONS PAKISTAN	1022-386X	1.0	0.184
JCR-J CLIN RHEUMATOL	JCR-JOURNAL OF CLINICAL RHEUMATOLOGY	1076-1608	3.4	0.854
JDR CLIN TRANSL RES	JDR CLINICAL & TRANSLATIONAL RESEARCH	2380-0844	3.0	0.0
JEBAT	JEBAT-MALAYSIAN JOURNAL OF HISTORY POLITICS AND STRATEGIC STUDIES	0126-5644	0.2	0.059
JEMDSA	JOURNAL OF ENDOCRINOLOGY METABOLISM AND DIABETES OF SOUTH AFRICA	1608-9677	0.5	0.179
JETP LETT+	JETP LETTERS	0021-3640	1.3	0.239
JEU	JEU-REVUE DE THEATRE	0382-0335	0.0	0.051
JEUNESSE	JEUNESSE-YOUNG PEOPLE TEXTS CULTURES	1920-2601	0.0	0.157
JEW HIST	JEWISH HISTORY	0334-701X	0.3	0.411
JEW HIST STUD	JEWISH HISTORICAL STUDIES-TRANSACTIONS OF THE JEWISH HISTORICAL SOCIETY OF ENGLAND	0962-9696	0.2	0.185
JEW STUD Q	JEWISH STUDIES QUARTERLY	0944-5706	0.2	0.594
JEWISH QUART REV	JEWISH QUARTERLY REVIEW	0021-6682	0.1	0.409
JEWISH SOC STUD	JEWISH SOCIAL STUDIES	0021-6704	0.5	0.77
JEZIKOSLOVLJE	JEZIKOSLOVLJE	1331-7202	0.3	0.17
J-FOR	J-FOR-JOURNAL OF SCIENCE & TECHNOLOGY FOR FOREST PRODUCTS AND PROCESSES	1927-6311	2.0	0.078
JFR-J FAM RES	JFR-JOURNAL OF FAMILY RESEARCH	2699-2337	2.8	0.939
JGH OPEN	JGH OPEN	2397-9070	1.7	0.491
JHEP REP	JHEP REPORTS	2589-5559	8.3	0.0
JIMS8M-J INDIAN MANA	JIMS8M-THE JOURNAL OF INDIAN MANAGEMENT & STRATEGY	0973-9335	0.2	0.016
JIRSS-J IRAN STAT SO	JIRSS-JOURNAL OF THE IRANIAN STATISTICAL SOCIETY	1726-4057	0.4	0.147
JLIS.IT	JLIS.IT	2038-5366	0.2	0.088
JMIR AGING	JMIR AGING	2561-7605	4.9	0.0
JMIR CANCER	JMIR CANCER	2369-1999	2.8	0.699
JMIR FORM RES	JMIR FORMATIVE RESEARCH	2561-326X	2.2	0.0
JMIR HUM FACTORS	JMIR HUMAN FACTORS	2292-9495	2.7	0.0
JMIR MED EDUC	JMIR MEDICAL EDUCATION	2369-3762	3.6	0.0
JMIR MED INF	JMIR MEDICAL INFORMATICS	2291-9694	3.2	0.924
JMIR MENT HEALTH	JMIR MENTAL HEALTH	2368-7959	5.2	1.391
JMIR MHEALTH UHEALTH	JMIR MHEALTH AND UHEALTH	2291-5222	5.0	1.304
JMIR PEDIATR PARENT	JMIR PEDIATRICS AND PARENTING	2561-6722	3.7	0.758
JMIR PUBLIC HLTH SUR	JMIR PUBLIC HEALTH AND SURVEILLANCE	2369-2960	8.5	0.0
JMIR RES PROTOC	JMIR RESEARCH PROTOCOLS	1929-0748	1.7	0.568
JMIR SERIOUS GAMES	JMIR SERIOUS GAMES	2291-9279	4.0	0.787
JMM-INT J MEDIA MANA	JMM-INTERNATIONAL JOURNAL ON MEDIA MANAGEMENT	1424-1277	1.9	0.541
JNCI CANCER SPECT	JNCI CANCER SPECTRUM	2515-5091	4.4	2.213
JNCI-J NATL CANCER I	JNCI-JOURNAL OF THE NATIONAL CANCER INSTITUTE	0027-8874	10.3	5.141
JNP-J NURSE PRACT	JNP- THE JOURNAL FOR NURSE PRACTITIONERS	1555-4155	1.0	0.223
JOGNN-J OBST GYN NEO	JOGNN-JOURNAL OF OBSTETRIC GYNECOLOGIC AND NEONATAL NURSING	0884-2175	1.8	0.622
JOHNSON MATTHEY TECH	JOHNSON MATTHEY TECHNOLOGY REVIEW	2056-5135	2.3	0.544
JOINT BONE SPINE	JOINT BONE SPINE	1297-319X	4.2	1.07
JOINT DIS RELAT SURG	JOINT DISEASES AND RELATED SURGERY	2687-4792	1.6	0.213
JOKULL	JOKULL	0449-0576	0.9	0.161
JOM-US	JOM	1047-4838	2.6	0.484
JOR SPINE	JOR SPINE	2572-1143	3.7	0.672
JORD J MOD LANG LIT	JORDAN JOURNAL OF MODERN LANGUAGES & LITERATURE	1994-6953	0.2	0.0
JORDAN J CHEM	JORDAN JOURNAL OF CHEMISTRY	1814-9111	0.4	0.044
JORDAN J CIV ENG	JORDAN JOURNAL OF CIVIL ENGINEERING	1993-0461	1.1	0.083
JORDAN J COMPUT INFO	JORDANIAN JOURNAL OF COMPUTERS AND INFORMATION TECHNOLOGY	2413-9351	1.2	0.0
JORDAN J ELECTR ENG	JORDAN JOURNAL OF ELECTRICAL ENGINEERING	2409-9600	0.7	0.0
JORDAN J MATH STAT	JORDAN JOURNAL OF MATHEMATICS AND STATISTICS	2075-7905	0.3	0.096
JORDAN J MECH IND EN	JORDAN JOURNAL OF MECHANICAL AND INDUSTRIAL ENGINEERING	1995-6665	1.2	0.084
JORDAN J PHYS	JORDAN JOURNAL OF PHYSICS	1994-7607	0.7	0.102
JOULE	JOULE	2542-4351	39.8	12.911
JOURNAL PRACT	JOURNALISM PRACTICE	1751-2786	2.1	0.817
JOURNALISM	JOURNALISM	1464-8849	2.9	1.155
JOURNALISM STUD	JOURNALISM STUDIES	1461-670X	3.0	1.247
JOURNEYS	JOURNEYS-THE INTERNATIONAL JOURNAL OF TRAVEL AND TRAVEL WRITING	1465-2609	0.3	0.222
JOVE-J VIS EXP	JOVE-JOURNAL OF VISUALIZED EXPERIMENTS	1940-087X	1.2	0.432
JP J ALGEBR NUMBER T	JP JOURNAL OF ALGEBRA NUMBER THEORY AND APPLICATIONS	0972-5555	0.1	0.078
JP J BIOSTAT	JP JOURNAL OF BIOSTATISTICS	0973-5143	0.1	0.008
JPAD-J PREV ALZHEIM	JPAD-JOURNAL OF PREVENTION OF ALZHEIMERS DISEASE	2274-5807	6.4	1.481
JPC-J PLANAR CHROMAT	JPC-JOURNAL OF PLANAR CHROMATOGRAPHY-MODERN TLC	0933-4173	1.6	0.144
JPEN-PARENTER ENTER	JOURNAL OF PARENTERAL AND ENTERAL NUTRITION	0148-6071	3.4	0.864
JPN ACCOUNT REV	JAPANESE ACCOUNTING REVIEW	2185-4785	0.0	0.0
JPN ARCHIT REV	JAPAN ARCHITECTURAL REVIEW	2475-8876	0.9	0.16
JPN DENT SCI REV	JAPANESE DENTAL SCIENCE REVIEW	1882-7616	6.6	1.067
JPN ECON REV	JAPANESE ECONOMIC REVIEW	1352-4739	1.2	0.42
JPN FORUM	JAPAN FORUM	0955-5803	0.6	0.203
JPN J APPL ENTOMOL Z	JAPANESE JOURNAL OF APPLIED ENTOMOLOGY AND ZOOLOGY	0021-4914	0.5	0.083
JPN J APPL PHYS	JAPANESE JOURNAL OF APPLIED PHYSICS	0021-4922	1.5	0.239
JPN J CLIN ONCOL	JAPANESE JOURNAL OF CLINICAL ONCOLOGY	0368-2811	2.4	0.617
JPN J IND APPL MATH	JAPAN JOURNAL OF INDUSTRIAL AND APPLIED MATHEMATICS	0916-7005	0.9	0.286
JPN J INFECT DIS	JAPANESE JOURNAL OF INFECTIOUS DISEASES	1344-6304	2.2	0.416
JPN J MATH	JAPANESE JOURNAL OF MATHEMATICS	0289-2316	1.5	2.348
JPN J NURS SCI	JAPAN JOURNAL OF NURSING SCIENCE	1742-7932	1.7	0.4
JPN J OPHTHALMOL	JAPANESE JOURNAL OF OPHTHALMOLOGY	0021-5155	2.4	0.557
JPN J POLIT SCI	JAPANESE JOURNAL OF POLITICAL SCIENCE	1468-1099	1.0	0.481
JPN J RADIOL	JAPANESE JOURNAL OF RADIOLOGY	1867-1071	2.1	0.515
JPN J RELIG STUD	JAPANESE JOURNAL OF RELIGIOUS STUDIES	0304-1042	0.4	0.477
JPN J SOCIOL	JAPANESE JOURNAL OF SOCIOLOGY	2769-1365	0.0	0.0
JPN J STAT DATA SCI	JAPANESE JOURNAL OF STATISTICS AND DATA SCIENCE	2520-8756	1.3	0.403
JPN J VET RES	JAPANESE JOURNAL OF VETERINARY RESEARCH	0047-1917	0.4	0.099
JPN PSYCHOL RES	JAPANESE PSYCHOLOGICAL RESEARCH	0021-5368	0.8	0.295
JPN REV	JAPAN REVIEW	0915-0986	0.1	0.0
JPN STUD	JAPANESE STUDIES	1037-1397	0.5	0.203
JPN STUD RUSS	JAPANESE STUDIES IN RUSSIA	2500-2872	0.1	0.002
JPN WORLD ECON	JAPAN AND THE WORLD ECONOMY	0922-1425	1.3	0.399
JPRAS OPEN	JPRAS OPEN	2352-5878	1.4	0.0
JRSM CARDIOVASC DIS	JRSM CARDIOVASCULAR DISEASE	2048-0040	1.6	0.415
JSIAM LETT	JSIAM LETTERS	1883-0609	0.4	0.099
JSLS-J SOC LAPAROEND	JSLS-JOURNAL OF THE SOCIETY OF LAPAROENDOSCOPIC SURGEONS	1086-8089	1.5	0.565
JT COMM J QUAL PATIE	JOINT COMMISSION JOURNAL ON QUALITY AND PATIENT SAFETY	1553-7250	2.3	0.916
JTCVS TECHNIQUES	JTCVS TECHNIQUES	2666-2507	1.6	0.464
JUD BOHEM	JUDAICA BOHEMIAE	0022-5738	0.4	0.0
JUDGM DECIS MAK	JUDGMENT AND DECISION MAKING	1930-2975	2.5	1.242
