Full title,Abbreviation,Country,SCIE,SSCI,AHCI,ESCI
JOURNAL OF OBESITY & METABOLIC SYNDROME,J OBES METAB SYNDR,SOUTH KOREA,,,,X
JOURNAL OF OBJECT TECHNOLOGY,J OBJECT TECHNOL,SWITZERLAND,,,,X
JOURNAL OF OBSESSIVE-COMPULSIVE AND RELATED DISORDERS,J OBSESS-COMPULS REL,NETHERLANDS,X,X,,
JOURNAL OF OBSTETRIC ANAESTHESIA AND CRITICAL CARE,J OBSTET ANAESTH CRI,INDIA,,,,X
JOURNAL OF OBSTETRICS AND GYNAECOLOGY,J OBSTET GYNAECOL,ENGLAND,X,,,
JOURNAL OF OBSTETRICS AND GYNAECOLOGY CANADA,J OBSTET GYNAECOL CA,CANADA,,,,X
JOURNAL OF OBSTETRICS AND GYNAECOLOGY RESEARCH,J OBSTET GYNAECOL RE,JAPAN,X,,,
JOURNAL OF OBSTETRICS AND GYNECOLOGY OF INDIA,J OBSTET GYN INDIA,INDIA,,,,X
JOURNAL OF OCCUPATIONAL AND ENVIRONMENTAL HYGIENE,J OCCUP ENVIRON HYG,UNITED STATES,X,,,
JOURNAL OF OCCUPATIONAL AND ENVIRONMENTAL MEDICINE,J OCCUP ENVIRON MED,UNITED STATES,X,,,
JOURNAL OF OCCUPATIONAL AND ORGANIZATIONAL PSYCHOLOGY,J OCCUP ORGAN PSYCH,ENGLAND,,X,,
JOURNAL OF OCCUPATIONAL HEALTH,J OCCUP HEALTH,JAPAN,X,,,
JOURNAL OF OCCUPATIONAL HEALTH PSYCHOLOGY,J OCCUP HEALTH PSYCH,UNITED STATES,,X,,
JOURNAL OF OCCUPATIONAL MEDICINE AND TOXICOLOGY,J OCCUP MED TOXICOL,ENGLAND,X,,,
JOURNAL OF OCCUPATIONAL REHABILITATION,J OCCUP REHABIL,UNITED STATES,,X,,
JOURNAL OF OCCUPATIONAL SCIENCE,J OCCUP SCI,AUSTRALIA,,,,X
JOURNAL OF OCCUPATIONAL THERAPY SCHOOLS AND EARLY INTERVENTION,J OCC THER SCH EARLY,UNITED STATES,,,,X
JOURNAL OF OCEAN ENGINEERING AND MARINE ENERGY,J OCEAN ENG MAR ENER,UNITED STATES,,,,X
JOURNAL OF OCEAN ENGINEERING AND SCIENCE,J OCEAN ENG SCI,PEOPLES R CHINA,X,,,
JOURNAL OF OCEAN ENGINEERING AND TECHNOLOGY,J OCEAN ENG TECHNOL,SOUTH KOREA,,,,X
JOURNAL OF OCEAN UNIVERSITY OF CHINA,J OCEAN U CHINA,PEOPLES R CHINA,X,,,
JOURNAL OF OCEANOGRAPHY,J OCEANOGR,JAPAN,X,,,
JOURNAL OF OCEANOLOGY AND LIMNOLOGY,J OCEANOL LIMNOL,PEOPLES R CHINA,X,,,
JOURNAL OF OCULAR PHARMACOLOGY AND THERAPEUTICS,J OCUL PHARMACOL TH,UNITED STATES,X,,,
JOURNAL OF OFFENDER REHABILITATION,J OFFENDER REHABIL,UNITED STATES,,,,X
JOURNAL OF OFFICIAL STATISTICS,J OFF STAT,SWEDEN,X,X,,
JOURNAL OF OFFSHORE MECHANICS AND ARCTIC ENGINEERING-TRANSACTIONS OF THE ASME,J OFFSHORE MECH ARCT,UNITED STATES,X,,,
JOURNAL OF OIL PALM RESEARCH,J OIL PALM RES,MALAYSIA,X,,,
JOURNAL OF OLEO SCIENCE,J OLEO SCI,JAPAN,X,,,
JOURNAL OF ONCOLOGY PHARMACY PRACTICE,J ONCOL PHARM PRACT,ENGLAND,X,,,
JOURNAL OF OPEN ARCHAEOLOGY DATA,J OPEN ARCHAEOL DATA,ENGLAND,,,,X
JOURNAL OF OPEN HUMANITIES DATA,J OPEN HUMANIT DATA,ENGLAND,,,,X
JOURNAL OF OPERATIONAL METEOROLOGY,J OPER METEOROL,UNITED STATES,,,,X
JOURNAL OF OPERATIONAL OCEANOGRAPHY,J OPER OCEANOGR,ENGLAND,X,,,
JOURNAL OF OPERATIONAL RISK,J OPER RISK,ENGLAND,,X,,
JOURNAL OF OPERATIONS MANAGEMENT,J OPER MANAG,UNITED STATES,X,X,,
JOURNAL OF OPERATOR THEORY,J OPERAT THEOR,ROMANIA,X,,,
JOURNAL OF OPHTHALMIC & VISION RESEARCH,J OPHTHAL VIS RES,U ARAB EMIRATES,,,,X
JOURNAL OF OPHTHALMIC INFLAMMATION AND INFECTION,J OPHTHALMIC INFLAMM,GERMANY,,,,X
JOURNAL OF OPHTHALMOLOGY,J OPHTHALMOL,UNITED STATES,X,,,
JOURNAL OF OPTICAL COMMUNICATIONS AND NETWORKING,J OPT COMMUN NETW,UNITED STATES,X,,,
JOURNAL OF OPTICAL MICROSYSTEMS,J OPT MICROSYST,UNITED STATES,,,,X
JOURNAL OF OPTICAL TECHNOLOGY,J OPT TECHNOL+,RUSSIA,X,,,
JOURNAL OF OPTICS,J OPTICS-UK,ENGLAND,X,,,
JOURNAL OF OPTICS-INDIA,J OPT-INDIA,INDIA,,,,X
JOURNAL OF OPTIMIZATION THEORY AND APPLICATIONS,J OPTIMIZ THEORY APP,UNITED STATES,X,,,
JOURNAL OF OPTOELECTRONIC AND BIOMEDICAL MATERIALS,J OPTOELECTRON BIOME,ROMANIA,,,,X
JOURNAL OF OPTOELECTRONICS AND ADVANCED MATERIALS,J OPTOELECTRON ADV M,ROMANIA,X,,,
JOURNAL OF OPTOMETRY,J OPTOM,SPAIN,,,,X
JOURNAL OF ORAL & FACIAL PAIN AND HEADACHE,J ORAL FACIAL PAIN H,UNITED STATES,X,,,
JOURNAL OF ORAL AND MAXILLOFACIAL ANESTHESIA,J ORAL MAXIL ANESTH,HONG KONG,,,,X
JOURNAL OF ORAL AND MAXILLOFACIAL SURGERY,J ORAL MAXIL SURG,UNITED STATES,X,,,
JOURNAL OF ORAL AND MAXILLOFACIAL SURGERY MEDICINE AND PATHOLOGY,J ORAL MAX SURG MED,UNITED STATES,,,,X
JOURNAL OF ORAL BIOSCIENCES,J ORAL BIOSCI,JAPAN,,,,X
JOURNAL OF ORAL HEALTH AND ORAL EPIDEMIOLOGY,J ORAL HEALTH ORAL E,IRAN,,,,X
JOURNAL OF ORAL IMPLANTOLOGY,J ORAL IMPLANTOL,UNITED STATES,X,,,
JOURNAL OF ORAL MICROBIOLOGY,J ORAL MICROBIOL,ENGLAND,X,,,
JOURNAL OF ORAL PATHOLOGY & MEDICINE,J ORAL PATHOL MED,DENMARK,X,,,
JOURNAL OF ORAL REHABILITATION,J ORAL REHABIL,DENMARK,X,,,
JOURNAL OF ORAL RESEARCH AND REVIEW,J ORAL RES REV,INDIA,,,,X
JOURNAL OF ORAL SCIENCE,J ORAL SCI,JAPAN,X,,,
JOURNAL OF ORGANIC CHEMISTRY,J ORG CHEM,UNITED STATES,X,,,
JOURNAL OF ORGANISATIONAL STUDIES AND INNOVATION,J ORGAN STUD INNOV,ENGLAND,,,,X
JOURNAL OF ORGANIZATION DESIGN,J ORGAN DES,UNITED STATES,,,,X
JOURNAL OF ORGANIZATIONAL AND END USER COMPUTING,J ORGAN END USER COM,UNITED STATES,X,X,,
JOURNAL OF ORGANIZATIONAL BEHAVIOR,J ORGAN BEHAV,ENGLAND,,X,,
JOURNAL OF ORGANIZATIONAL BEHAVIOR MANAGEMENT,J ORGAN BEHAV MANAGE,UNITED STATES,,X,,
JOURNAL OF ORGANIZATIONAL CHANGE MANAGEMENT,J ORGAN CHANGE MANAG,ENGLAND,,X,,
JOURNAL OF ORGANIZATIONAL COMPUTING AND ELECTRONIC COMMERCE,J ORG COMP ELECT COM,UNITED STATES,X,,,
JOURNAL OF ORGANIZATIONAL EFFECTIVENESS-PEOPLE AND PERFORMANCE,J ORGAN EFF-PEOPLE P,ENGLAND,,,,X
JOURNAL OF ORGANIZATIONAL ETHNOGRAPHY,J ORGAN ETHNOGR,ENGLAND,,,,X
JOURNAL OF ORGANOMETALLIC CHEMISTRY,J ORGANOMET CHEM,SWITZERLAND,X,,,
JOURNAL OF ORNITHOLOGY,J ORNITHOL,GERMANY,X,,,
JOURNAL OF OROFACIAL ORTHOPEDICS-FORTSCHRITTE DER KIEFERORTHOPADIE,J OROFAC ORTHOP,GERMANY,X,,,
JOURNAL OF ORTHODONTICS,J ORTHOD,ENGLAND,,,,X
JOURNAL OF ORTHOPAEDIC & SPORTS PHYSICAL THERAPY,J ORTHOP SPORT PHYS,UNITED STATES,X,,,
JOURNAL OF ORTHOPAEDIC RESEARCH,J ORTHOP RES,UNITED STATES,X,,,
JOURNAL OF ORTHOPAEDIC SCIENCE,J ORTHOP SCI,JAPAN,X,,,
JOURNAL OF ORTHOPAEDIC SURGERY,J ORTHOP SURG-HONG K,ENGLAND,X,,,
JOURNAL OF ORTHOPAEDIC SURGERY AND RESEARCH,J ORTHOP SURG RES,ENGLAND,X,,,
JOURNAL OF ORTHOPAEDIC TRANSLATION,J ORTHOP TRANSL,HONG KONG,X,,,
JOURNAL OF ORTHOPAEDIC TRAUMA,J ORTHOP TRAUMA,UNITED STATES,X,,,
JOURNAL OF ORTHOPAEDICS,J ORTHOP,INDIA,,,,X
JOURNAL OF ORTHOPAEDICS AND TRAUMATOLOGY,J ORTHOP TRAUMATOL,ITALY,X,,,
JOURNAL OF ORTHOPAEDICS TRAUMA AND REHABILITATION,J ORTHOP TRAUMA REHA,NETHERLANDS,,,,X
JOURNAL OF ORTHOPTERA RESEARCH,J ORTHOPTERA RES,UNITED STATES,,,,X
JOURNAL OF OSSEOINTEGRATION,J OSSEOINTEGRATION,ITALY,,,,X
JOURNAL OF OSTEOPATHIC MEDICINE,J OSTEOPATH MED,GERMANY,,,,X
JOURNAL OF OSTEOPOROSIS,J OSTEOPOROS,UNITED STATES,,,,X
JOURNAL OF OTOLARYNGOLOGY-HEAD & NECK SURGERY,J OTOLARYNGOL-HEAD N,CANADA,X,,,
JOURNAL OF OTOLOGY,J OTOL,SINGAPORE,,,,X
JOURNAL OF OUTDOOR AND ENVIRONMENTAL EDUCATION,J OUTDOOR ENVIRON ED,AUSTRALIA,,,,X
JOURNAL OF OUTDOOR RECREATION AND TOURISM-RESEARCH PLANNING AND MANAGEMENT,J OUTDOOR REC TOUR,NETHERLANDS,,X,,
JOURNAL OF OUTDOOR RECREATION EDUCATION AND LEADERSHIP,J OUTDOOR RECREAT ED,UNITED STATES,,,,X
JOURNAL OF OVARIAN RESEARCH,J OVARIAN RES,ENGLAND,X,,,
JOURNAL OF OVONIC RESEARCH,J OVONIC RES,ROMANIA,X,,,
JOURNAL OF PACIFIC ARCHAEOLOGY,J PAC ARCHAEOL,NEW ZEALAND,,,,X
JOURNAL OF PACIFIC HISTORY,J PAC HIST,ENGLAND,,,X,
JOURNAL OF PACIFIC RIM PSYCHOLOGY,J PAC RIM PSYCHOL,PEOPLES R CHINA,,X,,
JOURNAL OF PAEDIATRICS AND CHILD HEALTH,J PAEDIATR CHILD H,AUSTRALIA,X,,,
JOURNAL OF PAIN,J PAIN,UNITED STATES,X,,,
JOURNAL OF PAIN & PALLIATIVE CARE PHARMACOTHERAPY,J PAIN PALLIAT CARE,UNITED STATES,,,,X
JOURNAL OF PAIN AND SYMPTOM MANAGEMENT,J PAIN SYMPTOM MANAG,UNITED STATES,X,,,
JOURNAL OF PAIN RESEARCH,J PAIN RES,ENGLAND,X,,,
JOURNAL OF PALAEOGEOGRAPHY-ENGLISH,J PALAEOGEOG-ENGLISH,PEOPLES R CHINA,X,,,
JOURNAL OF PALEOLIMNOLOGY,J PALEOLIMNOL,NETHERLANDS,X,,,
JOURNAL OF PALEOLITHIC ARCHAEOLOGY,J PALEOLITH ARCHAEOL,UNITED STATES,,,,X
JOURNAL OF PALEONTOLOGY,J PALEONTOL,UNITED STATES,X,,,
JOURNAL OF PALESTINE STUDIES,J PALESTINE STUD,ENGLAND,,X,,
JOURNAL OF PALLIATIVE CARE,J PALLIAT CARE,CANADA,X,X,,
JOURNAL OF PALLIATIVE MEDICINE,J PALLIAT MED,UNITED STATES,X,,,
JOURNAL OF PANCREATOLOGY,J PANCREATOL,PEOPLES R CHINA,,,,X
JOURNAL OF PARALLEL AND DISTRIBUTED COMPUTING,J PARALLEL DISTR COM,UNITED STATES,X,,,
JOURNAL OF PARASITOLOGY,J PARASITOL,UNITED STATES,X,,,
JOURNAL OF PARASITOLOGY RESEARCH,J PARASITOL RES,ENGLAND,,,,X
JOURNAL OF PARENTERAL AND ENTERAL NUTRITION,JPEN-PARENTER ENTER,UNITED STATES,X,,,
JOURNAL OF PARK AND RECREATION ADMINISTRATION,J PARK RECREAT ADM,UNITED STATES,,,,X
JOURNAL OF PARKINSONS DISEASE,J PARKINSON DIS,NETHERLANDS,X,,,
JOURNAL OF PARTIAL DIFFERENTIAL EQUATIONS,J PARTIAL DIFFER EQ,PEOPLES R CHINA,,,,X
JOURNAL OF PASTORAL CARE & COUNSELING,J PASTOR CARE COUNS,UNITED STATES,,,,X
JOURNAL OF PASTORAL THEOLOGY,J PASTORAL THEOL,UNITED STATES,,,,X
JOURNAL OF PATHOLOGY,J PATHOL,ENGLAND,X,,,
JOURNAL OF PATHOLOGY AND TRANSLATIONAL MEDICINE,J PATHOL TRANSL MED,SOUTH KOREA,,,,X
JOURNAL OF PATHOLOGY CLINICAL RESEARCH,J PATHOL CLIN RES,ENGLAND,X,,,
JOURNAL OF PATIENT EXPERIENCE,J PATIENT EXPERIENCE,UNITED STATES,,,,X
JOURNAL OF PATIENT SAFETY,J PATIENT SAF,UNITED STATES,X,X,,
JOURNAL OF PATIENT SAFETY AND RISK MANAGEMENT,J PATIENT SAF RISK M,ENGLAND,,,,X
JOURNAL OF PATIENT-CENTERED RESEARCH AND REVIEWS,J PATIENT-CENTER RES,UNITED STATES,,,,X
JOURNAL OF PATIENT-REPORTED OUTCOMES,J PATIENT-REP OUTCOM,SWITZERLAND,,,,X
JOURNAL OF PEACE EDUCATION,J PEACE EDUC,ENGLAND,,,,X
JOURNAL OF PEACE RESEARCH,J PEACE RES,NORWAY,,X,,
JOURNAL OF PEACEBUILDING & DEVELOPMENT,J PEACEBUILD DEV,UNITED STATES,,,,X
JOURNAL OF PEASANT STUDIES,J PEASANT STUD,ENGLAND,,X,,
JOURNAL OF PEDIATRIC AND ADOLESCENT GYNECOLOGY,J PEDIATR ADOL GYNEC,UNITED STATES,X,,,
JOURNAL OF PEDIATRIC ENDOCRINOLOGY & METABOLISM,J PEDIATR ENDOCR MET,ENGLAND,X,,,
JOURNAL OF PEDIATRIC EPILEPSY,J PEDIATR EPILEPSY,GERMANY,,,,X
JOURNAL OF PEDIATRIC GASTROENTEROLOGY AND NUTRITION,J PEDIATR GASTR NUTR,UNITED STATES,X,,,
JOURNAL OF PEDIATRIC GENETICS,J PEDIATR GENET,GERMANY,,,,X
JOURNAL OF PEDIATRIC HEALTH CARE,J PEDIATR HEALTH CAR,UNITED STATES,X,X,,
JOURNAL OF PEDIATRIC HEMATOLOGY ONCOLOGY,J PEDIAT HEMATOL ONC,UNITED STATES,X,,,
JOURNAL OF PEDIATRIC HEMATOLOGY-ONCOLOGY NURSING,J PEDIAT HEMAT ONC N,UNITED STATES,X,X,,
JOURNAL OF PEDIATRIC INFECTION,J PEDIATR INFECT,TURKIYE,,,,X
JOURNAL OF PEDIATRIC INFECTIOUS DISEASES,J PEDIAT INF DIS-GER,GERMANY,X,,,
JOURNAL OF PEDIATRIC INTENSIVE CARE,J PEDIATR INTENSIVE,GERMANY,,,,X
JOURNAL OF PEDIATRIC NEUROLOGY,J PEDIATR NEUROL,GERMANY,,,,X
JOURNAL OF PEDIATRIC NEUROPSYCHOLOGY,J PEDIATR NEUROPSYCH,UNITED STATES,,,,X
JOURNAL OF PEDIATRIC NEUROSCIENCES,J PEDIATR NEUROSCI,INDIA,,,,X
JOURNAL OF PEDIATRIC NURSING-NURSING CARE OF CHILDREN & FAMILIES,J PEDIATR NURS,UNITED STATES,X,X,,
JOURNAL OF PEDIATRIC OPHTHALMOLOGY & STRABISMUS,J PEDIAT OPHTH STRAB,UNITED STATES,X,,,
JOURNAL OF PEDIATRIC ORTHOPAEDICS,J PEDIATR ORTHOPED,UNITED STATES,X,,,
JOURNAL OF PEDIATRIC ORTHOPAEDICS-PART B,J PEDIATR ORTHOP B,UNITED STATES,X,,,
JOURNAL OF PEDIATRIC PSYCHOLOGY,J PEDIATR PSYCHOL,UNITED STATES,,X,,
JOURNAL OF PEDIATRIC REHABILITATION MEDICINE,J PEDIATR REHAB MED,NETHERLANDS,,,,X
JOURNAL OF PEDIATRIC RESEARCH,J PEDIATR RES,TURKIYE,,,,X
JOURNAL OF PEDIATRIC SURGERY,J PEDIATR SURG,UNITED STATES,X,,,
JOURNAL OF PEDIATRIC SURGERY CASE REPORTS,J PEDIAT SURG CASE R,IRAQ,,,,X
JOURNAL OF PEDIATRIC SURGERY OPEN,J PEDIATR SURG OPEN,UNITED STATES,,,,X
JOURNAL OF PEDIATRIC UROLOGY,J PEDIATR UROL,ENGLAND,X,,,
JOURNAL OF PEDIATRICS,J PEDIATR-US,UNITED STATES,X,,,
JOURNAL OF PEDIATRICS REVIEW,J PEDIAT REV,IRAN,,,,X
JOURNAL OF PENAL LAW AND CRIMINOLOGY-CEZA HUKUKU VE KRIMINOLOJI DERGISI,J PENAL LAW CRIMINOL,TURKIYE,,,,X
JOURNAL OF PENSION ECONOMICS & FINANCE,J PENSION ECON FINAN,ENGLAND,,X,,
JOURNAL OF PENTECOSTAL THEOLOGY,J PENTECOSTAL THEOL,NETHERLANDS,,,,X
JOURNAL OF PEPTIDE SCIENCE,J PEPT SCI,ENGLAND,X,,,
JOURNAL OF PERFORMANCE OF CONSTRUCTED FACILITIES,J PERFORM CONSTR FAC,UNITED STATES,X,,,
JOURNAL OF PERIANESTHESIA NURSING,J PERIANESTH NURS,UNITED STATES,X,X,,
JOURNAL OF PERINATAL & NEONATAL NURSING,J PERINAT NEONAT NUR,UNITED STATES,X,X,,
JOURNAL OF PERINATAL EDUCATION,J PERINAT EDUC,UNITED STATES,,,,X
JOURNAL OF PERINATAL MEDICINE,J PERINAT MED,GERMANY,X,,,
JOURNAL OF PERINATOLOGY,J PERINATOL,UNITED STATES,X,,,
JOURNAL OF PERIODONTAL AND IMPLANT SCIENCE,J PERIODONTAL IMPLAN,SOUTH KOREA,X,,,
JOURNAL OF PERIODONTAL RESEARCH,J PERIODONTAL RES,DENMARK,X,,,
JOURNAL OF PERIODONTOLOGY,J PERIODONTOL,UNITED STATES,X,,,
JOURNAL OF PERIOPERATIVE PRACTICE,J PERIOPERATIVE PRAC,ENGLAND,,,,X
JOURNAL OF PERSIANATE STUDIES,J PERSIANATE STUD,NETHERLANDS,,,,X
JOURNAL OF PERSONAL SELLING & SALES MANAGEMENT,J PERS SELL SALES M,UNITED STATES,,,,X
JOURNAL OF PERSONALITY,J PERS,UNITED STATES,,X,,
JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,J PERS SOC PSYCHOL,UNITED STATES,,X,,
JOURNAL OF PERSONALITY ASSESSMENT,J PERS ASSESS,UNITED STATES,,X,,
JOURNAL OF PERSONALITY DISORDERS,J PERS DISORD,UNITED STATES,,X,,
JOURNAL OF PERSONNEL PSYCHOLOGY,J PERS PSYCHOL,GERMANY,,X,,
JOURNAL OF PEST SCIENCE,J PEST SCI,GERMANY,X,,,
JOURNAL OF PESTICIDE SCIENCE,J PESTIC SCI,JAPAN,X,,,
JOURNAL OF PETROLEUM EXPLORATION AND PRODUCTION TECHNOLOGY,J PET EXPLOR PROD TE,GERMANY,X,,,
JOURNAL OF PETROLEUM GEOLOGY,J PETROL GEOL,ENGLAND,X,,,
JOURNAL OF PETROLOGY,J PETROL,ENGLAND,X,,,
JOURNAL OF PHARMACEUTICAL ANALYSIS,J PHARM ANAL,PEOPLES R CHINA,X,,,
JOURNAL OF PHARMACEUTICAL AND BIOMEDICAL ANALYSIS,J PHARMACEUT BIOMED,NETHERLANDS,X,,,
JOURNAL OF PHARMACEUTICAL HEALTH CARE AND SCIENCES,J PHARM HEALTH CARE,ENGLAND,,,,X
JOURNAL OF PHARMACEUTICAL HEALTH SERVICES RESEARCH,J PHARM HEALTH SERV,ENGLAND,,,,X
JOURNAL OF PHARMACEUTICAL INNOVATION,J PHARM INNOV,UNITED STATES,X,,,
JOURNAL OF PHARMACEUTICAL INVESTIGATION,J PHARM INVEST,SOUTH KOREA,X,,,
JOURNAL OF PHARMACEUTICAL POLICY AND PRACTICE,J PHARM POLICY PRACT,ENGLAND,,,,X
JOURNAL OF PHARMACEUTICAL SCIENCES,J PHARM SCI-US,UNITED STATES,X,,,
JOURNAL OF PHARMACOKINETICS AND PHARMACODYNAMICS,J PHARMACOKINET PHAR,UNITED STATES,X,,,
JOURNAL OF PHARMACOLOGICAL AND TOXICOLOGICAL METHODS,J PHARMACOL TOX MET,UNITED STATES,X,,,
JOURNAL OF PHARMACOLOGICAL SCIENCES,J PHARMACOL SCI,JAPAN,X,,,
JOURNAL OF PHARMACOLOGY & PHARMACOTHERAPEUTICS,J PHARMACOL PHARMACO,INDIA,,,,X
JOURNAL OF PHARMACOLOGY AND EXPERIMENTAL THERAPEUTICS,J PHARMACOL EXP THER,UNITED STATES,X,,,
JOURNAL OF PHARMACOPUNCTURE,J PHARMACOPUNCT,SOUTH KOREA,,,,X
JOURNAL OF PHARMACY & PHARMACOGNOSY RESEARCH,J PHARM PHARMACOGN R,CHILE,,,,X
JOURNAL OF PHARMACY AND PHARMACEUTICAL SCIENCES,J PHARM PHARM SCI,CANADA,X,,,
JOURNAL OF PHARMACY AND PHARMACOLOGY,J PHARM PHARMACOL,ENGLAND,X,,,
JOURNAL OF PHARMACY PRACTICE,J PHARM PRACT,UNITED STATES,,,,X
JOURNAL OF PHARMACY PRACTICE AND RESEARCH,J PHARM PRACT RES,AUSTRALIA,,,,X
JOURNAL OF PHARMACY TECHNOLOGY,J PHARM TECHNOL,UNITED STATES,,,,X
JOURNAL OF PHASE EQUILIBRIA AND DIFFUSION,J PHASE EQUILIB DIFF,UNITED STATES,X,,,
JOURNAL OF PHILANTHROPY,J PHILANTHROPY,UNITED STATES,,,,X
JOURNAL OF PHILANTHROPY AND MARKETING,J PHILANTHROPY MARK,UNITED STATES,,,,X
JOURNAL OF PHILOSOPHICAL ECONOMICS,J PHILOS ECON,ROMANIA,,,,X
JOURNAL OF PHILOSOPHICAL LOGIC,J PHILOS LOGIC,NETHERLANDS,,,X,
JOURNAL OF PHILOSOPHICAL RESEARCH,J PHILOS RES,UNITED STATES,,,X,
JOURNAL OF PHILOSOPHY,J PHILOS,UNITED STATES,,,X,
JOURNAL OF PHILOSOPHY OF EDUCATION,J PHILOS EDUC,ENGLAND,,X,,
JOURNAL OF PHONETICS,J PHONETICS,ENGLAND,,X,X,
JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY A-CHEMISTRY,J PHOTOCH PHOTOBIO A,SWITZERLAND,X,,,
JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY B-BIOLOGY,J PHOTOCH PHOTOBIO B,SWITZERLAND,X,,,
JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY C-PHOTOCHEMISTRY REVIEWS,J PHOTOCH PHOTOBIO C,JAPAN,X,,,
JOURNAL OF PHOTONICS FOR ENERGY,J PHOTON ENERGY,UNITED STATES,X,,,
JOURNAL OF PHOTOPOLYMER SCIENCE AND TECHNOLOGY,J PHOTOPOLYM SCI TEC,JAPAN,X,,,
JOURNAL OF PHYCOLOGY,J PHYCOL,UNITED STATES,X,,,
JOURNAL OF PHYSICAL ACTIVITY & HEALTH,J PHYS ACT HEALTH,UNITED STATES,,X,,
JOURNAL OF PHYSICAL AND CHEMICAL REFERENCE DATA,J PHYS CHEM REF DATA,UNITED STATES,X,,,
JOURNAL OF PHYSICAL CHEMISTRY A,J PHYS CHEM A,UNITED STATES,X,,,
JOURNAL OF PHYSICAL CHEMISTRY B,J PHYS CHEM B,UNITED STATES,X,,,
JOURNAL OF PHYSICAL CHEMISTRY C,J PHYS CHEM C,UNITED STATES,X,,,
JOURNAL OF PHYSICAL CHEMISTRY LETTERS,J PHYS CHEM LETT,UNITED STATES,X,,,
JOURNAL OF PHYSICAL EDUCATION RECREATION AND DANCE,J PHYS EDUC RECREAT,ENGLAND,,,,X
JOURNAL OF PHYSICAL OCEANOGRAPHY,J PHYS OCEANOGR,UNITED STATES,X,,,
JOURNAL OF PHYSICAL ORGANIC CHEMISTRY,J PHYS ORG CHEM,ENGLAND,X,,,
JOURNAL OF PHYSICAL SCIENCE,J PHYS SCI,MALAYSIA,,,,X
JOURNAL OF PHYSICAL STUDIES,J PHYS STUD,UKRAINE,,,,X
JOURNAL OF PHYSICS A-MATHEMATICAL AND THEORETICAL,J PHYS A-MATH THEOR,ENGLAND,X,,,
JOURNAL OF PHYSICS AND CHEMISTRY OF SOLIDS,J PHYS CHEM SOLIDS,UNITED STATES,X,,,
JOURNAL OF PHYSICS B-ATOMIC MOLECULAR AND OPTICAL PHYSICS,J PHYS B-AT MOL OPT,ENGLAND,X,,,
JOURNAL OF PHYSICS COMMUNICATIONS,J PHYS COMMUN,UNITED STATES,,,,X
JOURNAL OF PHYSICS D-APPLIED PHYSICS,J PHYS D APPL PHYS,ENGLAND,X,,,
JOURNAL OF PHYSICS G-NUCLEAR AND PARTICLE PHYSICS,J PHYS G NUCL PARTIC,ENGLAND,X,,,
JOURNAL OF PHYSICS-COMPLEXITY,J PHYS-COMPLEXITY,ENGLAND,,,,X
JOURNAL OF PHYSICS-CONDENSED MATTER,J PHYS-CONDENS MAT,ENGLAND,X,,,
JOURNAL OF PHYSICS-ENERGY,J PHYS-ENERGY,ENGLAND,X,,,
JOURNAL OF PHYSICS-MATERIALS,J PHYS-MATER,ENGLAND,X,,,
JOURNAL OF PHYSICS-PHOTONICS,J PHYS-PHOTONICS,ENGLAND,,,,X
JOURNAL OF PHYSIOLOGICAL ANTHROPOLOGY,J PHYSIOL ANTHROPOL,JAPAN,X,,,
JOURNAL OF PHYSIOLOGICAL INVESTIGATION,J PHYSIOL INVESTIG,TAIWAN,X,,,
JOURNAL OF PHYSIOLOGICAL SCIENCES,J PHYSIOL SCI,JAPAN,X,,,
JOURNAL OF PHYSIOLOGY AND BIOCHEMISTRY,J PHYSIOL BIOCHEM,SPAIN,X,,,
JOURNAL OF PHYSIOLOGY AND PHARMACOLOGY,J PHYSIOL PHARMACOL,POLAND,X,,,
JOURNAL OF PHYSIOLOGY-LONDON,J PHYSIOL-LONDON,ENGLAND,X,,,
JOURNAL OF PHYSIOTHERAPY,J PHYSIOTHER,AUSTRALIA,X,,,
JOURNAL OF PHYTOPATHOLOGY,J PHYTOPATHOL,GERMANY,X,,,
JOURNAL OF PIDGIN AND CREOLE LANGUAGES,J PIDGIN CREOLE LANG,UNITED STATES,,X,X,
JOURNAL OF PINEAL RESEARCH,J PINEAL RES,DENMARK,X,,,
JOURNAL OF PIONEERING MEDICAL SCIENCES,J PIONEER MED SCI,PAKISTAN,,,,X
JOURNAL OF PIPELINE SCIENCE AND ENGINEERING,J PIPELINE SCI ENG,PEOPLES R CHINA,X,,,
JOURNAL OF PIPELINE SYSTEMS ENGINEERING AND PRACTICE,J PIPELINE SYST ENG,UNITED STATES,X,,,
JOURNAL OF PLACE MANAGEMENT AND DEVELOPMENT,J PLACE MANAG DEV,ENGLAND,,,,X
JOURNAL OF PLANKTON RESEARCH,J PLANKTON RES,ENGLAND,X,,,
JOURNAL OF PLANNING EDUCATION AND RESEARCH,J PLAN EDUC RES,UNITED STATES,,X,,
JOURNAL OF PLANNING HISTORY,J PLAN HIST,UNITED STATES,,,,X
JOURNAL OF PLANNING LITERATURE,J PLAN LIT,UNITED STATES,,X,,
