Journal	JournalFullName	ISSN	2024IF	2024AI
J HEPATOCELL CARCINO	JOURNAL OF HEPATOCELLULAR CARCINOMA	N/A	3.4	0.868
J HEPATOL	JOURNAL OF HEPATOLOGY	0168-8278	33.0	9.41
J HERB MED	JOURNAL OF HERBAL MEDICINE	2210-8033	1.9	0.31
J HERBS SPICES MED P	JOURNAL OF HERBS SPICES AND MEDICINAL PLANTS	1049-6475	1.2	0.0
J HERED	JOURNAL OF HEREDITY	0022-1503	2.5	0.888
J HERIT TOUR	JOURNAL OF HERITAGE TOURISM	1743-873X	2.2	0.587
J HERPETOL	JOURNAL OF HERPETOLOGY	0022-1511	0.8	0.28
J HETEROCYCLIC CHEM	JOURNAL OF HETEROCYCLIC CHEMISTRY	0022-152X	2.4	0.261
J HEURISTICS	JOURNAL OF HEURISTICS	1381-1231	1.4	0.449
J HIGH EDUC POLICY L	JOURNAL OF HIGHER EDUCATION POLICY AND LEADERSHIP STUDIES	N/A	0.7	0.177
J HIGH EDUC POLICY M	JOURNAL OF HIGHER EDUCATION POLICY AND MANAGEMENT	1360-080X	2.4	0.8
J HIGH EDUC-UK	JOURNAL OF HIGHER EDUCATION	0022-1546	2.4	1.245
J HIGH ENERGY ASTROP	JOURNAL OF HIGH ENERGY ASTROPHYSICS	2214-4048	10.5	3.139
J HIGH ENERGY PHYS	JOURNAL OF HIGH ENERGY PHYSICS	1029-8479	5.5	0.96
J HIGH SPEED NETW	JOURNAL OF HIGH SPEED NETWORKS	0926-6801	1.0	0.121
J HIMAL EARTH SCI	JOURNAL OF HIMALAYAN EARTH SCIENCES	1994-3237	0.4	0.109
J HINDU STUD	JOURNAL OF HINDU STUDIES	1756-4255	0.2	0.334
J HIP PRESERV SURG	JOURNAL OF HIP PRESERVATION SURGERY	2054-8397	1.1	0.523
J HIST ASTRON	JOURNAL FOR THE HISTORY OF ASTRONOMY	0021-8286	0.5	0.27
J HIST BEHAV SCI	JOURNAL OF THE HISTORY OF THE BEHAVIORAL SCIENCES	0022-5061	0.5	0.31
J HIST BIOL	JOURNAL OF THE HISTORY OF BIOLOGY	0022-5010	0.6	0.496
J HIST BLDG PLACES	JOURNAL OF HISTORIC BUILDINGS AND PLACES	2753-2453	0.1	0.0
J HIST COLLECT	JOURNAL OF THE HISTORY OF COLLECTIONS	0954-6650	0.2	0.313
J HIST ECON THOUGHT	JOURNAL OF THE HISTORY OF ECONOMIC THOUGHT	1053-8372	0.7	0.445
J HIST GEOGR	JOURNAL OF HISTORICAL GEOGRAPHY	0305-7488	1.1	0.625
J HIST IDEAS	JOURNAL OF THE HISTORY OF IDEAS	0022-5037	0.4	0.783
J HIST INT LAW	JOURNAL OF THE HISTORY OF INTERNATIONAL LAW	1388-199X	1.4	0.953
J HIST LINGUIST	JOURNAL OF HISTORICAL LINGUISTICS	2210-2116	0.7	0.373
J HIST MED ALL SCI	JOURNAL OF THE HISTORY OF MEDICINE AND ALLIED SCIENCES	0022-5045	0.4	0.48
J HIST MOD THEOL	JOURNAL FOR THE HISTORY OF MODERN THEOLOGY-ZEITSCHRIFT FUR NEUERE THEOLOGIEGESCHICHTE	0943-7592	0.2	0.007
J HIST NEUROSCI	JOURNAL OF THE HISTORY OF THE NEUROSCIENCES	0964-704X	0.5	0.217
J HIST PHILOS	JOURNAL OF THE HISTORY OF PHILOSOPHY	0022-5053	0.6	0.902
J HIST PRAGMAT	JOURNAL OF HISTORICAL PRAGMATICS	1566-5852	0.4	0.326
J HIST RES MARKETING	JOURNAL OF HISTORICAL RESEARCH IN MARKETING	1755-750X	0.6	0.146
J HIST RES MUSIC EDU	JOURNAL OF HISTORICAL RESEARCH IN MUSIC EDUCATION	1536-6006	0.5	0.195
J HIST SEXUALITY	JOURNAL OF THE HISTORY OF SEXUALITY	1043-4070	0.5	0.444
J HIST SOCIOL	JOURNAL OF HISTORICAL SOCIOLOGY	0952-1909	0.6	0.447
J HIST SOCIOLINGUIST	JOURNAL OF HISTORICAL SOCIOLINGUISTICS	2199-2894	0.4	0.268
J HIST-CAN	JOURNAL OF HISTORY	0008-4107	0.4	0.542
J HIST-NCCU	JOURNAL OF HISTORY-NCCU	0301-9667	0.0	0.0
J HISTOCHEM CYTOCHEM	JOURNAL OF HISTOCHEMISTRY & CYTOCHEMISTRY	0022-1554	1.5	0.863
J HISTOTECHNOL	JOURNAL OF HISTOTECHNOLOGY	0147-8885	1.8	0.391
J HIV-AIDS SOC SERV	JOURNAL OF HIV-AIDS & SOCIAL SERVICES	1538-1501	0.3	0.216
J HLTH ALL SCI-INDIA	JOURNAL OF HEALTH AND ALLIED SCIENCES NU	2582-4287	0.4	0.075
J HOLIST NURS	JOURNAL OF HOLISTIC NURSING	0898-0101	1.4	0.592
J HOLY LAND PALESTIN	JOURNAL OF HOLY LAND AND PALESTINE STUDIES	2054-1988	0.4	0.333
J HOMEL SECUR EMERG	JOURNAL OF HOMELAND SECURITY AND EMERGENCY MANAGEMENT	2194-6361	1.0	0.218
J HOMOSEXUAL	JOURNAL OF HOMOSEXUALITY	0091-8369	2.0	0.962
J HOMOTOPY RELAT STR	JOURNAL OF HOMOTOPY AND RELATED STRUCTURES	2193-8407	0.5	0.61
J HOPKINS APL TECH D	JOHNS HOPKINS APL TECHNICAL DIGEST	0270-5214	0.2	0.054
J HORTIC SCI BIOTECH	JOURNAL OF HORTICULTURAL SCIENCE & BIOTECHNOLOGY	1462-0316	2.1	0.335
J HORTIC SCI-INDIA	JOURNAL OF HORTICULTURAL SCIENCES	0973-354X	0.4	0.0
J HOSP INFECT	JOURNAL OF HOSPITAL INFECTION	0195-6701	3.1	0.892
J HOSP LEIS SPORT TO	JOURNAL OF HOSPITALITY LEISURE SPORT & TOURISM EDUCATION	1473-8376	4.1	0.558
J HOSP MANAG HLTH P	JOURNAL OF HOSPITAL MANAGEMENT AND HEALTH POLICY	2523-2533	1.0	0.0
J HOSP MARKET MANAG	JOURNAL OF HOSPITALITY MARKETING & MANAGEMENT	1936-8623	11.0	2.101
J HOSP MED	JOURNAL OF HOSPITAL MEDICINE	1553-5592	2.3	0.976
J HOSP PALLIAT NURS	JOURNAL OF HOSPICE & PALLIATIVE NURSING	1522-2179	1.3	0.406
J HOSP TOUR EDUC	JOURNAL OF HOSPITALITY & TOURISM EDUCATION	1096-3758	2.0	0.357
J HOSP TOUR INSIGHTS	JOURNAL OF HOSPITALITY AND TOURISM INSIGHTS	2514-9792	4.8	0.652
J HOSP TOUR MANAG	JOURNAL OF HOSPITALITY AND TOURISM MANAGEMENT	1447-6770	7.8	1.416
J HOSP TOUR RES	JOURNAL OF HOSPITALITY & TOURISM RESEARCH	1096-3480	5.3	0.94
J HOSP TOUR TECHNOL	JOURNAL OF HOSPITALITY AND TOURISM TECHNOLOGY	1757-9880	6.9	0.962
J HOUS BUILT ENVIRON	JOURNAL OF HOUSING AND THE BUILT ENVIRONMENT	1566-4910	2.1	0.489
J HOUS ECON	JOURNAL OF HOUSING ECONOMICS	1051-1377	2.4	0.921
J HUM BEHAV SOC ENVI	JOURNAL OF HUMAN BEHAVIOR IN THE SOCIAL ENVIRONMENT	1091-1359	1.2	0.391
J HUM CAPITAL	JOURNAL OF HUMAN CAPITAL	1932-8575	0.8	0.646
J HUM DEV CAPABIL	JOURNAL OF HUMAN DEVELOPMENT AND CAPABILITIES	1945-2829	1.3	0.761
J HUM EVOL	JOURNAL OF HUMAN EVOLUTION	0047-2484	3.1	0.951
J HUM GENET	JOURNAL OF HUMAN GENETICS	1434-5161	2.5	0.946
J HUM HYPERTENS	JOURNAL OF HUMAN HYPERTENSION	0950-9240	3.4	0.841
J HUM KINET	JOURNAL OF HUMAN KINETICS	1640-5544	2.8	0.661
J HUM LACT	JOURNAL OF HUMAN LACTATION	0890-3344	1.8	0.719
J HUM NUTR DIET	JOURNAL OF HUMAN NUTRITION AND DIETETICS	0952-3871	2.5	0.828
J HUM REPROD SCI	JOURNAL OF HUMAN REPRODUCTIVE SCIENCES	0974-1208	1.1	0.0
J HUM RESOUR	JOURNAL OF HUMAN RESOURCES	0022-166X	6.0	5.278
J HUM RIGHTS	JOURNAL OF HUMAN RIGHTS	1475-4835	1.6	0.731
J HUM RIGHTS ENVIRON	JOURNAL OF HUMAN RIGHTS AND THE ENVIRONMENT	1759-7188	3.5	0.0
J HUM RIGHTS PRACT	JOURNAL OF HUMAN RIGHTS PRACTICE	1757-9619	1.0	0.47
J HUM RIGHTS SOC WOR	JOURNAL OF HUMAN RIGHTS AND SOCIAL WORK	2365-1792	0.8	0.447
J HUM SPORT EXERC	JOURNAL OF HUMAN SPORT AND EXERCISE	1988-5202	0.8	0.108
J HUM VALUES	JOURNAL OF HUMAN VALUES	0971-6858	0.6	0.267
J HUMANIST COUNS	JOURNAL OF HUMANISTIC COUNSELING	2159-0311	0.9	0.227
J HUMANIST MATH	JOURNAL OF HUMANISTIC MATHEMATICS	2159-8118	0.3	0.104
J HUMANIST PSYCHOL	JOURNAL OF HUMANISTIC PSYCHOLOGY	0022-1678	1.1	0.43
J HUMANIT LOGIST SUP	JOURNAL OF HUMANITARIAN LOGISTICS AND SUPPLY CHAIN MANAGEMENT	2042-6747	2.8	0.527
J HUNGER ENVIRON NUT	JOURNAL OF HUNGER & ENVIRONMENTAL NUTRITION	1932-0248	1.0	0.387
J HUNTINGTONS DIS	JOURNAL OF HUNTINGTONS DISEASE	1879-6397	3.1	0.998
J HYDRAUL ENG	JOURNAL OF HYDRAULIC ENGINEERING	0733-9429	2.8	0.483
J HYDRAUL RES	JOURNAL OF HYDRAULIC RESEARCH	0022-1686	1.7	0.451
J HYDRODYN	JOURNAL OF HYDRODYNAMICS	1001-6058	3.5	0.545
J HYDRO-ENVIRON RES	JOURNAL OF HYDRO-ENVIRONMENT RESEARCH	1570-6443	2.3	0.432
J HYDROL	JOURNAL OF HYDROLOGY	0022-1694	6.3	1.282
J HYDROL ENG	JOURNAL OF HYDROLOGIC ENGINEERING	1084-0699	1.9	0.384
J HYDROL HYDROMECH	JOURNAL OF HYDROLOGY AND HYDROMECHANICS	0042-790X	2.4	0.413
J HYDROL X	JOURNAL OF HYDROLOGY X	N/A	3.1	1.057
J HYDROL-REG STUD	JOURNAL OF HYDROLOGY-REGIONAL STUDIES	N/A	5.0	1.02
J HYDROMETEOROL	JOURNAL OF HYDROMETEOROLOGY	1525-755X	2.9	1.125
J HYMENOPT RES	JOURNAL OF HYMENOPTERA RESEARCH	1070-9428	1.5	0.412
J HYPERBOL DIFFER EQ	JOURNAL OF HYPERBOLIC DIFFERENTIAL EQUATIONS	0219-8916	1.1	0.613
J HYPERTENS	JOURNAL OF HYPERTENSION	0263-6352	4.1	1.309
J HYPERTON	JOURNAL FUR HYPERTONIE	1028-2327	0.0	0.0
J I BREWING	JOURNAL OF THE INSTITUTE OF BREWING	0046-9750	2.0	0.37
J I ECON	JOURNAL OF INSTITUTIONAL ECONOMICS	1744-1374	2.5	0.819
J IBER GEOL	JOURNAL OF IBERIAN GEOLOGY	1698-6180	1.5	0.367
J IBER LAT AM RES	JOURNAL OF IBERIAN AND LATIN AMERICAN RESEARCH	1326-0219	0.3	0.087
J IBER LAT AM STUD	JOURNAL OF IBERIAN AND LATIN AMERICAN STUDIES	1470-1847	0.3	0.362
J ICHTHYOL+	JOURNAL OF ICHTHYOLOGY	0032-9452	0.8	0.12
J ICT RES APPL	JOURNAL OF ICT RESEARCH AND APPLICATIONS	2337-5787	0.6	0.133
J ILLUS	JOURNAL OF ILLUSTRATION	2052-0204	0.1	0.006
J ILM PEURADEUN	JURNAL ILMIAH PEURADEUN	2338-8617	0.7	0.027
J ILMU TEKNOL KELAUT	JURNAL ILMU DAN TEKNOLOGI KELAUTAN TROPIS	2087-9423	0.2	0.046
J ILMU TERNAK VET	JURNAL ILMU TERNAK DAN VETERINER	0853-7380	0.2	0.069
J IMAB	JOURNAL OF IMAB	1312-773X	0.2	0.035
J IMAGING	JOURNAL OF IMAGING	N/A	3.3	0.66
J IMAGING INFORM MED	JOURNAL OF IMAGING INFORMATICS IN MEDICINE	2948-2925	0.0	0.0
J IMAGING SCI TECHN	JOURNAL OF IMAGING SCIENCE AND TECHNOLOGY	1062-3701	0.5	0.185
J IMMERS CONTENT-BAS	JOURNAL OF IMMERSION AND CONTENT-BASED LANGUAGE EDUCATION	2212-8433	1.0	0.326
J IMMIGR MINOR HEALT	JOURNAL OF IMMIGRANT AND MINORITY HEALTH	1557-1912	1.8	0.804
J IMMIGR REFUG STUD	JOURNAL OF IMMIGRANT & REFUGEE STUDIES	1556-2948	1.5	0.689
J IMMUNOL	JOURNAL OF IMMUNOLOGY	0022-1767	3.4	1.345
J IMMUNOL METHODS	JOURNAL OF IMMUNOLOGICAL METHODS	0022-1759	1.6	0.525
J IMMUNOL RES	JOURNAL OF IMMUNOLOGY RESEARCH	2314-8861	3.6	0.886
J IMMUNOTHER	JOURNAL OF IMMUNOTHERAPY	1524-9557	2.9	1.139
J IMMUNOTHER CANCER	JOURNAL FOR IMMUNOTHERAPY OF CANCER	N/A	10.6	3.789
J IMMUNOTHER PRECIS	JOURNAL OF IMMUNOTHERAPY AND PRECISION ONCOLOGY	2666-2345	3.2	0.0
J IMMUNOTOXICOL	JOURNAL OF IMMUNOTOXICOLOGY	1547-691X	3.1	0.614
J IMP COMMONW HIST	JOURNAL OF IMPERIAL AND COMMONWEALTH HISTORY	0308-6534	0.5	0.617
J INCL PHENOM MACRO	JOURNAL OF INCLUSION PHENOMENA AND MACROCYCLIC CHEMISTRY	1388-3127	1.6	0.234
J IND BUS ECON	JOURNAL OF INDUSTRIAL AND BUSINESS ECONOMICS	0391-2078	2.5	0.764
J IND COMPET TRADE	JOURNAL OF INDUSTRY COMPETITION & TRADE	1566-1679	0.6	0.666
J IND ECOL	JOURNAL OF INDUSTRIAL ECOLOGY	1088-1980	5.4	1.549
J IND ECON	JOURNAL OF INDUSTRIAL ECONOMICS	0022-1821	1.0	0.0
J IND ENG CHEM	JOURNAL OF INDUSTRIAL AND ENGINEERING CHEMISTRY	1226-086X	6.0	0.797
J IND ENG MANAG-JIEM	JOURNAL OF INDUSTRIAL ENGINEERING AND MANAGEMENT-JIEM	2013-8423	2.1	0.383
J IND INF INTEGR	JOURNAL OF INDUSTRIAL INFORMATION INTEGRATION	2467-964X	11.6	1.918
J IND INTEGR MANAG	JOURNAL OF INDUSTRIAL INTEGRATION AND MANAGEMENT-INNOVATION AND ENTREPRENEURSHIP	2424-8622	3.3	0.511
J IND MANAG OPTIM	JOURNAL OF INDUSTRIAL AND MANAGEMENT OPTIMIZATION	1547-5816	1.6	0.289
J IND MICROBIOL BIOT	JOURNAL OF INDUSTRIAL MICROBIOLOGY & BIOTECHNOLOGY	1367-5435	3.2	0.752
J IND PROD ENG	JOURNAL OF INDUSTRIAL AND PRODUCTION ENGINEERING	2168-1015	4.6	0.463
J IND RELAT	JOURNAL OF INDUSTRIAL RELATIONS	0022-1856	2.6	1.087
J IND TEXT	JOURNAL OF INDUSTRIAL TEXTILES	1528-0837	2.0	0.411
J INDIAN ACAD ORAL M	JOURNAL OF INDIAN ACADEMY OF ORAL MEDICINE AND RADIOLOGY	0972-1363	0.3	0.082
J INDIAN ACAD WOOD S	JOURNAL OF THE INDIAN ACADEMY OF WOOD SCIENCE	0972-172X	1.2	0.159
J INDIAN ASSOC CHILD	JOURNAL OF INDIAN ASSOCIATION FOR CHILD AND ADOLESCENT MENTAL HEALTH	0973-1342	0.7	0.137
J INDIAN ASSOC PUB H	JOURNAL OF INDIAN ASSOCIATION OF PUBLIC HEALTH DENTISTRY	2319-5932	0.3	0.073
J INDIAN BUS RES	JOURNAL OF INDIAN BUSINESS RESEARCH	1755-4195	2.7	0.405
J INDIAN CHEM SOC	JOURNAL OF THE INDIAN CHEMICAL SOCIETY	0019-4522	3.4	0.266
J INDIAN COUNC PHILO	JOURNAL OF INDIAN COUNCIL OF PHILOSOPHICAL RESEARCH	0970-7794	0.1	0.05
J INDIAN GEOPHYS UNI	JOURNAL OF INDIAN GEOPHYSICAL UNION	0257-7968	0.2	0.033
J INDIAN I SCI	JOURNAL OF THE INDIAN INSTITUTE OF SCIENCE	0970-4140	2.3	0.61
J INDIAN OCEAN REG	JOURNAL OF THE INDIAN OCEAN REGION	1948-0881	1.3	0.319
J INDIAN PHILOS	JOURNAL OF INDIAN PHILOSOPHY	0022-1791	0.3	0.206
J INDIAN PROSTHODONT	JOURNAL OF INDIAN PROSTHODONTIC SOCIETY	0972-4052	1.0	0.265
J INDIAN SOC PROB ST	JOURNAL OF THE INDIAN SOCIETY FOR PROBABILITY AND STATISTICS	N/A	0.6	0.154
J INDIAN SOC REMOTE	JOURNAL OF THE INDIAN SOCIETY OF REMOTE SENSING	0255-660X	2.2	0.387
J INDIVID DIFFER	JOURNAL OF INDIVIDUAL DIFFERENCES	1614-0001	0.9	0.536
J INDO-EUR STUD	JOURNAL OF INDO-EUROPEAN STUDIES	0092-2323	0.1	0.089
J INDONES MATH SOC	JOURNAL OF THE INDONESIAN MATHEMATICAL SOCIETY	2086-8952	0.4	0.137
J INDONES TROP ANIM	JOURNAL OF THE INDONESIAN TROPICAL ANIMAL AGRICULTURE	2087-8273	0.3	0.056
J INEQUAL APPL	JOURNAL OF INEQUALITIES AND APPLICATIONS	1029-242X	1.8	0.379
J INEQUAL SPEC FUNCT	JOURNAL OF INEQUALITIES AND SPECIAL FUNCTIONS	2217-4303	0.3	0.169
J INF ASSUR SECUR	JOURNAL OF INFORMATION ASSURANCE AND SECURITY	1554-1010	0.5	0.061
J INF COMMUN ETHICS	JOURNAL OF INFORMATION COMMUNICATION & ETHICS IN SOCIETY	1477-996X	1.9	0.545
J INF COMMUN TECHNOL	JOURNAL OF INFORMATION AND COMMUNICATION TECHNOLOGY-MALAYSIA	1675-414X	1.3	0.129
J INF KNOWL MANAG	JOURNAL OF INFORMATION & KNOWLEDGE MANAGEMENT	0219-6492	1.0	0.14
J INF ORGAN SCI	JOURNAL OF INFORMATION AND ORGANIZATIONAL SCIENCES	1846-3312	0.5	0.077
J INF PROCESS SYST	JOURNAL OF INFORMATION PROCESSING SYSTEMS	1976-913X	0.5	0.139
J INF SCI	JOURNAL OF INFORMATION SCIENCE	0165-5515	1.7	0.48
J INF SCI ENG	JOURNAL OF INFORMATION SCIENCE AND ENGINEERING	1016-2364	1.1	0.136
J INF SECUR APPL	JOURNAL OF INFORMATION SECURITY AND APPLICATIONS	2214-2126	3.7	0.756
J INF SYST	JOURNAL OF INFORMATION SYSTEMS	0888-7985	2.0	0.646
J INF TECHNOL CONSTR	JOURNAL OF INFORMATION TECHNOLOGY IN CONSTRUCTION	1874-4753	3.8	0.616
J INF TECHNOL EDUC-I	JOURNAL OF INFORMATION TECHNOLOGY EDUCATION-INNOVATIONS IN PRACTICE	2165-3151	1.5	0.228
J INF TECHNOL EDUC-R	JOURNAL OF INFORMATION TECHNOLOGY EDUCATION-RESEARCH	1547-9714	2.2	0.527
J INF TECHNOL POLITI	JOURNAL OF INFORMATION TECHNOLOGY & POLITICS	1933-1681	2.4	0.992
J INF TECHNOL RES	JOURNAL OF INFORMATION TECHNOLOGY RESEARCH	1938-7857	0.5	0.092
J INF TECHNOL-UK	JOURNAL OF INFORMATION TECHNOLOGY	0268-3962	5.4	1.806
J INFECT CHEMOTHER	JOURNAL OF INFECTION AND CHEMOTHERAPY	1341-321X	1.5	0.436
J INFECT DEV COUNTR	JOURNAL OF INFECTION IN DEVELOPING COUNTRIES	1972-2680	1.2	0.294
J INFECT DIS	JOURNAL OF INFECTIOUS DISEASES	0022-1899	4.5	1.717
J INFECT PREVENT	JOURNAL OF INFECTION PREVENTION	1757-1774	1.0	0.0
J INFECT PUBLIC HEAL	JOURNAL OF INFECTION AND PUBLIC HEALTH	1876-0341	4.0	0.852
J INFECTION	JOURNAL OF INFECTION	0163-4453	11.9	2.864
J INFLAMM RES	JOURNAL OF INFLAMMATION RESEARCH	N/A	4.1	0.907
J INFLAMM-LOND	JOURNAL OF INFLAMMATION-LONDON	1476-9255	4.1	0.929
J INFORM DISPLAY	JOURNAL OF INFORMATION DISPLAY	1598-0316	3.4	0.714
J INFORM OPTIM SCI	JOURNAL OF INFORMATION & OPTIMIZATION SCIENCES	0252-2667	0.7	0.107
J INFORM POLICY	JOURNAL OF INFORMATION POLICY	2381-5892	0.7	0.431
J INFORM TELECOMMUN	JOURNAL OF INFORMATION AND TELECOMMUNICATION	2475-1839	1.7	0.401
J INFORMETR	JOURNAL OF INFORMETRICS	1751-1577	3.5	0.954
J INFRARED MILLIM TE	JOURNAL OF INFRARED MILLIMETER AND TERAHERTZ WAVES	1866-6892	2.5	0.465
J INFRARED MILLIM W	JOURNAL OF INFRARED AND MILLIMETER WAVES	1001-9014	0.6	0.081
J INFRASTRUCT SYST	JOURNAL OF INFRASTRUCTURE SYSTEMS	1076-0342	2.2	0.481
J INFUS NURS	JOURNAL OF INFUSION NURSING	1533-1458	1.2	0.574
J INHERIT METAB DIS	JOURNAL OF INHERITED METABOLIC DISEASE	0141-8955	3.8	1.506
J INNATE IMMUN	JOURNAL OF INNATE IMMUNITY	1662-811X	3.0	1.106
J INNOV ECON MANAG	JOURNAL OF INNOVATION ECONOMICS & MANAGEMENT	N/A	2.3	0.295
J INNOV KNOWL	JOURNAL OF INNOVATION & KNOWLEDGE	2530-7614	15.5	2.161
J INNOV OPT HEAL SCI	JOURNAL OF INNOVATIVE OPTICAL HEALTH SCIENCES	1793-5458	2.2	0.416
J INORG BIOCHEM	JOURNAL OF INORGANIC BIOCHEMISTRY	0162-0134	3.2	0.551
J INORG MATER	JOURNAL OF INORGANIC MATERIALS	1000-324X	1.6	0.19
J INORG ORGANOMET P	JOURNAL OF INORGANIC AND ORGANOMETALLIC POLYMERS AND MATERIALS	1574-1443	4.9	0.483
J INSECT BEHAV	JOURNAL OF INSECT BEHAVIOR	0892-7553	0.9	0.238
J INSECT BIODIVERS	JOURNAL OF INSECT BIODIVERSITY	2538-1318	0.6	0.0
J INSECT CONSERV	JOURNAL OF INSECT CONSERVATION	1366-638X	1.9	0.546
J INSECT PHYSIOL	JOURNAL OF INSECT PHYSIOLOGY	0022-1910	2.3	0.604
J INSECT SCI	JOURNAL OF INSECT SCIENCE	N/A	2.0	0.543
J INSECTS FOOD FEED	JOURNAL OF INSECTS AS FOOD AND FEED	N/A	3.5	0.675
J INST CONSERV	JOURNAL OF THE INSTITUTE OF CONSERVATION	1945-5224	1.0	0.174
J INST MATH JUSSIEU	JOURNAL OF THE INSTITUTE OF MATHEMATICS OF JUSSIEU	1474-7480	1.0	1.361
J INST STUD	JOURNAL OF INSTITUTIONAL STUDIES	2076-6297	0.5	0.075
J INST THEOR ECON	JOURNAL OF INSTITUTIONAL AND THEORETICAL ECONOMICS-ZEITSCHRIFT FUR DIE GESAMTE STAATSWISSENSCHAFT	0932-4569	0.2	0.18
J INSTRUM	JOURNAL OF INSTRUMENTATION	1748-0221	1.3	0.373
J INSUR ISS	JOURNAL OF INSURANCE ISSUES	1531-6076	0.4	0.131
J INT ACCOUNT AUDIT	JOURNAL OF INTERNATIONAL ACCOUNTING AUDITING AND TAXATION	1061-9518	3.7	0.541
J INT ACCOUNT RES	JOURNAL OF INTERNATIONAL ACCOUNTING RESEARCH	1542-6297	1.0	0.337
J INT ADV OTOL	JOURNAL OF INTERNATIONAL ADVANCED OTOLOGY	1308-7649	1.2	0.347
J INT AIDS SOC	JOURNAL OF THE INTERNATIONAL AIDS SOCIETY	N/A	4.9	2.001
J INT ARBITR	JOURNAL OF INTERNATIONAL ARBITRATION	0255-8106	0.2	0.124
J INT ASSOC PRO AIDS	JOURNAL OF THE INTERNATIONAL ASSOCIATION OF PROVIDERS OF AIDS CARE	2325-9574	2.1	0.656
J INT ASSOC SHELL SP	JOURNAL OF THE INTERNATIONAL ASSOCIATION FOR SHELL AND SPATIAL STRUCTURES	1028-365X	0.5	0.243
J INT BUS ENTREP DEV	JOURNAL FOR INTERNATIONAL BUSINESS AND ENTREPRENEURSHIP DEVELOPMENT	1549-9324	1.0	0.115
J INT BUS POLICY	JOURNAL OF INTERNATIONAL BUSINESS POLICY	2522-0691	4.4	2.109
J INT BUS STUD	JOURNAL OF INTERNATIONAL BUSINESS STUDIES	0047-2506	9.0	3.84
J INT CLIN DENT RES	JOURNAL OF THE INTERNATIONAL CLINICAL DENTAL RESEARCH ORGANIZATION	2231-0754	0.1	0.025
J INT COMMERCE E POL	JOURNAL OF INTERNATIONAL COMMERCE ECONOMICS AND POLICY	1793-9933	1.5	0.122
J INT COMP EDUC	JOURNAL OF INTERNATIONAL AND COMPARATIVE EDUCATION	2232-1802	0.4	0.138
J INT COMP LAW	JOURNAL OF INTERNATIONAL AND COMPARATIVE LAW	N/A	0.2	0.0
J INT CONSUM MARK	JOURNAL OF INTERNATIONAL CONSUMER MARKETING	0896-1530	2.8	0.483
J INT COUNC SMALL BU	JOURNAL OF THE INTERNATIONAL COUNCIL FOR SMALL BUSINESS	2643-7015	1.5	0.0
J INT CRIM JUSTICE	JOURNAL OF INTERNATIONAL CRIMINAL JUSTICE	1478-1387	1.3	0.501
J INT DEV	JOURNAL OF INTERNATIONAL DEVELOPMENT	0954-1748	1.7	0.484
J INT DISPUT SETTL	JOURNAL OF INTERNATIONAL DISPUTE SETTLEMENT	2040-3593	0.9	0.496
J INT ECON	JOURNAL OF INTERNATIONAL ECONOMICS	0022-1996	4.0	3.053
J INT ECON LAW	JOURNAL OF INTERNATIONAL ECONOMIC LAW	1369-3034	2.6	1.111
J INT EDUC BUS	JOURNAL OF INTERNATIONAL EDUCATION IN BUSINESS	2046-469X	2.5	0.319
J INT ENTREP	JOURNAL OF INTERNATIONAL ENTREPRENEURSHIP	1570-7385	2.9	0.596
J INT FIN MANAG ACC	JOURNAL OF INTERNATIONAL FINANCIAL MANAGEMENT & ACCOUNTING	0954-1314	8.2	1.126
J INT FINANC MARK I	JOURNAL OF INTERNATIONAL FINANCIAL MARKETS INSTITUTIONS & MONEY	1042-4431	6.1	0.952
J INT FOOD AGRIBUS M	JOURNAL OF INTERNATIONAL FOOD & AGRIBUSINESS MARKETING	0897-4438	2.7	0.0
J INT HUMANIT LEG ST	JOURNAL OF INTERNATIONAL HUMANITARIAN LEGAL STUDIES	1878-1373	0.6	0.207
J INT INTERCULT COMM	JOURNAL OF INTERNATIONAL AND INTERCULTURAL COMMUNICATION	1751-3057	2.2	0.757
J INT MANAG	JOURNAL OF INTERNATIONAL MANAGEMENT	1075-4253	4.9	1.352
J INT MARKETING	JOURNAL OF INTERNATIONAL MARKETING	1069-031X	4.2	1.186
J INT MED RES	JOURNAL OF INTERNATIONAL MEDICAL RESEARCH	0300-0605	1.5	0.397
J INT MIGR INTEGR	JOURNAL OF INTERNATIONAL MIGRATION AND INTEGRATION	1488-3473	1.8	0.663
J INT MONEY FINANC	JOURNAL OF INTERNATIONAL MONEY AND FINANCE	0261-5606	3.3	0.867
J INT NETW KOR LANG	JOURNAL OF THE INTERNATIONAL NETWORK FOR KOREAN LANGUAGE AND CULTURE	N/A	0.1	0.069
J INT NEUROPSYCH SOC	JOURNAL OF THE INTERNATIONAL NEUROPSYCHOLOGICAL SOCIETY	1355-6177	2.6	0.847
J INT ORAL HEALTH	JOURNAL OF INTERNATIONAL ORAL HEALTH	0976-7428	0.5	0.089
J INT PHON ASSOC	JOURNAL OF THE INTERNATIONAL PHONETIC ASSOCIATION	0025-1003	0.8	0.349
J INT POLIT THEORY	JOURNAL OF INTERNATIONAL POLITICAL THEORY	1755-0882	0.8	0.648
J INT RELAT DEV	JOURNAL OF INTERNATIONAL RELATIONS AND DEVELOPMENT	1408-6980	2.5	0.972
