Rank,Full Journal Title,JCR Abbreviated Title,ISSN,Total Cites,Journal Impact Factor,Impact Factor without Journal Self Cites,5-Year Impact Factor,Immediacy Index,Citable Items,Cited Half-Life,Citing Half-life,Eigenfactor Score,Article Influence Score,% Articles in Citable Items,Average Journal Impact Factor Percentile,Normalized Eigenfactor
8416,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,J OPER RES SOC,0160-5682,"7,680",2.175,2.065,2.108,0.688,154,13.2,10.3,0.00509,0.564,99.35,50.726,0.62173
8418,JOURNAL OF THE OPTICAL SOCIETY OF AMERICA A-OPTICS IMAGE SCIENCE AND VISION,J OPT SOC AM A,1084-7529,"13,928",1.791,1.573,1.746,0.577,291,16.2,9.8,0.00895,0.462,99.31,39.691,1.09295
8419,JOURNAL OF THE OPTICAL SOCIETY OF AMERICA B-OPTICAL PHYSICS,J OPT SOC AM B,0740-3224,"13,608",2.18,1.942,1.867,0.829,579,10.3,7.9,0.01307,0.514,98.96,52.062,1.59456
8420,JOURNAL OF THE PAKISTAN MEDICAL ASSOCIATION,J PAK MED ASSOC,0030-9982,"3,336",0.573,0.506,0.696,0.105,343,7.7,8.1,0.003,0.137,89.21,8.389,0.36696
8421,JOURNAL OF THE PALAEONTOLOGICAL SOCIETY OF INDIA,J PALAEONTOL SOC IND,0552-9360,401,0.55,0.4,0.653,0.043,23,14.8,24.2,0.00019,0.155,100,2.727,0.0241
8422,Journal of the Pediatric Infectious Diseases Society,J PEDIAT INF DIS SOC,2048-7193,"1,270",2.212,2.138,Not Available,1.058,86,3.5,7.4,0.00545,Not Available,87.21,50.431,0.66566
8423,JOURNAL OF THE PERIPHERAL NERVOUS SYSTEM,J PERIPHER NERV SYST,1085-9489,"1,666",2.466,2.205,2.686,0.711,45,8.8,7.1,0.00211,0.904,77.78,39.121,0.2575
8424,JOURNAL OF THE PHILOSOPHY OF SPORT,J PHILOS SPORT,0094-8705,459,0.867,0.511,0.814,0.111,27,13.3,11.9,0.0001,0.063,100,21.729,0.0125
8425,JOURNAL OF THE PHYSICAL SOCIETY OF JAPAN,J PHYS SOC JPN,0031-9015,"17,365",1.579,1.264,1.441,0.653,386,16.7,10.8,0.01214,0.45,99.48,46.471,1.48208
8426,JOURNAL OF THE POLYNESIAN SOCIETY,J POLYNESIAN SOC,0032-4000,340,0.313,0.25,0.346,0,9,29.7,20.5,0.00011,0.112,100,8.333,0.01345
8427,JOURNAL OF THE PROFESSIONAL ASSOCIATION FOR CACTUS DEVELOPMENT,J PROF ASSOC CACTUS,1938-663X,113,0.583,0.417,0.531,0,4,13.8,11.4,0.00002,0.057,75,15.278,0.00281
8428,Journal of the Ramanujan Mathematical Society,J RAMANUJAN MATH SOC,0970-1249,193,0.244,0.244,0.282,0.086,35,12,17.7,0.00045,0.309,100,2.315,0.05575
8429,JOURNAL OF THE RENIN-ANGIOTENSIN-ALDOSTERONE SYSTEM,J RENIN-ANGIO-ALDO S,1470-3203,918,1.417,1.396,1.336,0.158,19,6.3,9.5,0.00116,0.277,94.74,16.154,0.1421
8430,JOURNAL OF THE ROYAL ANTHROPOLOGICAL INSTITUTE,J ROY ANTHROPOL INST,1359-0987,"1,857",1.238,1.178,1.534,0.298,47,10.2,10.8,0.0028,0.849,87.23,62.778,0.3425
8431,Journal of the Royal Army Medical Corps,J ROY ARMY MED CORPS,0035-8665,785,0.994,0.822,0.805,0.652,92,6.2,8.5,0.00122,0.243,73.91,25.152,0.14991
8432,Journal of the Royal Society Interface,J R SOC INTERFACE,1742-5689,"13,762",3.748,3.636,4.251,0.505,279,6.4,9.2,0.02767,1.513,93.91,73.944,3.37632
8433,JOURNAL OF THE ROYAL SOCIETY OF MEDICINE,J ROY SOC MED,0141-0768,"4,214",5.238,3.905,3.405,5.938,16,14.8,7.9,0.00258,1.181,75,89.394,0.31485
8434,JOURNAL OF THE ROYAL SOCIETY OF NEW ZEALAND,J ROY SOC NEW ZEAL,0303-6758,848,0.862,0.741,1.118,1.667,30,18.7,8.3,0.00042,0.33,50,26.056,0.05189
8435,JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY,J R STAT SOC A STAT,0964-1998,"3,234",2.21,2.09,2.693,0.47,66,12.2,10.3,0.00501,1.718,100,78.846,0.61126
8437,JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES B-STATISTICAL METHODOLOGY,J R STAT SOC B,1369-7412,"25,492",3.965,3.843,5.244,0.353,34,24.3,10.9,0.01804,6.004,100,96.371,2.20119
8438,JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS,J R STAT SOC C-APPL,0035-9254,"4,269",1.59,1.547,1.693,0.592,76,27.2,10.2,0.0035,1.166,100,65.726,0.42749
8439,JOURNAL OF THE SCIENCE OF FOOD AND AGRICULTURE,J SCI FOOD AGR,0022-5142,"25,333",2.614,2.481,2.945,0.879,775,9.3,8.8,0.01833,0.534,96.77,73.256,2.23633
8440,JOURNAL OF THE SERBIAN CHEMICAL SOCIETY,J SERB CHEM SOC,0352-5139,"2,106",1.097,0.995,1.023,0.172,116,8.4,9.9,0.00107,0.143,98.28,22.316,0.13165
8441,Journal of the Society for Information Display,J SOC INF DISPLAY,1071-0922,"1,263",1.645,1.52,1.287,0.424,66,7.8,6.5,0.0016,0.327,100,33.117,0.1952
8442,Journal of the Society for Social Work and Research,J SOC SOC WORK RES,2334-2315,375,1.328,1.148,1.454,0.379,29,4.7,9.8,0.00077,0.434,93.1,62.5,0.09417
8443,JOURNAL OF THE SOCIETY OF LEATHER TECHNOLOGISTS AND CHEMISTS,J SOC LEATH TECH CH,0144-0322,401,0.427,0.236,0.483,0.095,42,12.4,9.2,0.00013,0.05,100,14.583,0.01623
8444,Journal of the South African Institution of Civil Engineering,J S AFR INST CIV ENG,1021-2019,167,0.54,0.54,0.593,0,24,6.2,12.1,0.00018,0.11,100,6.343,0.02284
8445,Journal of the South African Veterinary Association,J S AFR VET ASSOC,1019-9128,828,1.16,1.12,1.036,0.056,18,14.7,9.7,0.00055,0.313,100,51.761,0.06744
8446,Journal of the Southern African Institute of Mining and Metallurgy,J S AFR I MIN METALL,2225-6253,"1,874",0.643,0.596,0.713,0.074,121,11.7,10.1,0.00122,0.143,99.17,16.878,0.14942
8447,Journal of the Taiwan Institute of Chemical Engineers,J TAIWAN INST CHEM E,1876-1070,"11,890",4.794,4.482,4.446,1.192,443,3.4,5.2,0.01784,0.639,99.1,82.867,2.17717
8448,JOURNAL OF THE TEXTILE INSTITUTE,J TEXT I,0040-5000,"3,099",1.239,1.134,1.423,0.335,185,6.8,9.7,0.00239,0.206,98.38,60.417,0.29246
8449,JOURNAL OF THE TORREY BOTANICAL SOCIETY,J TORREY BOT SOC,1095-5674,702,0.573,0.547,0.753,0.1,30,12.7,15.6,0.00048,0.219,100,11.325,0.05878
8450,JOURNAL OF THE WORLD AQUACULTURE SOCIETY,J WORLD AQUACULT SOC,0893-8849,"2,616",1.451,1.291,1.418,0.671,73,11.4,12.3,0.00143,0.291,91.78,50,0.17497
8451,JOURNAL OF THEORETICAL & COMPUTATIONAL CHEMISTRY,J THEOR COMPUT CHEM,0219-6336,545,0.848,0.819,0.754,0.05,40,6,10.8,0.00055,0.124,100,17.232,0.06818
8452,Journal of Theoretical and Applied Electronic Commerce Research,J THEOR APPL EL COMM,0718-1876,361,1.906,1.688,1.901,0.792,24,6.1,9.2,0.00024,0.244,91.67,30.592,0.03049
8453,Journal of Theoretical and Applied Mechanics,J THEOR APP MECH-POL,1429-2955,"1,008",0.831,0.783,0.89,0.213,61,6.4,10.9,0.00095,0.148,100,11.397,0.11647
8454,Journal of Theoretical and Computational Acoustics,J THEOR COMPUT ACOUS,2591-7285,44,0.85,0.7,0.85,0.346,26,Not Available,14.2,0.00011,0.221,100,19.354,0.01364
8455,JOURNAL OF THEORETICAL BIOLOGY,J THEOR BIOL,0022-5193,"21,184",2.327,2.075,2.122,1.011,355,12.8,10.5,0.01679,0.623,99.15,65.318,2.04888
8456,JOURNAL OF THEORETICAL POLITICS,J THEOR POLIT,0951-6298,757,0.93,0.86,0.992,0.68,25,16.4,14,0.00138,0.875,100,32.5,0.16857
8457,JOURNAL OF THEORETICAL PROBABILITY,J THEOR PROBAB,0894-9840,922,0.682,0.623,0.717,0.271,85,10.5,14.5,0.00302,0.685,100,25.403,0.36919
8458,JOURNAL OF THERMAL ANALYSIS AND CALORIMETRY,J THERM ANAL CALORIM,1388-6150,"20,331",2.731,1.668,2.325,1.246,"1,067",5.5,6.8,0.01506,0.291,98.31,58.156,1.83797
8459,JOURNAL OF THERMAL BIOLOGY,J THERM BIOL,0306-4565,"4,157",2.361,1.997,2.411,0.418,232,7.4,11.2,0.00517,0.56,96.55,74.63,0.63117
8460,Journal of Thermal Science,J THERM SCI,1003-2169,"1,212",1.972,1.355,1.426,0.954,109,5.6,7.4,0.00117,0.255,93.58,51.397,0.14371
8461,Journal of Thermal Science and Engineering Applications,J THERM SCI ENG APPL,1948-5085,818,1.544,1.39,1.31,0.484,124,3.8,9.3,0.00123,0.249,100,31.46,0.15073
8462,Journal of Thermal Science and Technology,J THERM SCI TECH-JPN,1880-5566,308,0.781,0.781,0.72,0.208,24,7.1,8.4,0.00033,0.164,95.83,10.656,0.04144
8463,JOURNAL OF THERMAL SPRAY TECHNOLOGY,J THERM SPRAY TECHN,1059-9630,"5,434",2.522,2.143,2.587,0.503,145,8.2,9.4,0.00352,0.377,95.17,59.524,0.42944
8464,JOURNAL OF THERMAL STRESSES,J THERM STRESSES,0149-5739,"2,653",2.626,2.335,2.439,0.477,88,8.5,12.4,0.00236,0.435,98.86,67.656,0.28851
8465,JOURNAL OF THERMOPHYSICS AND HEAT TRANSFER,J THERMOPHYS HEAT TR,0887-8722,"2,671",1.307,1.089,1.259,0.617,81,13.4,12.2,0.0017,0.282,98.77,23.566,0.20772
8466,JOURNAL OF THERMOPLASTIC COMPOSITE MATERIALS,J THERMOPLAST COMPOS,0892-7057,"1,680",1.529,1.435,1.374,0.68,97,6.4,9.8,0.00122,0.185,93.81,32.692,0.14973
8467,JOURNAL OF THORACIC AND CARDIOVASCULAR SURGERY,J THORAC CARDIOV SUR,0022-5223,"28,491",4.451,3.615,4.488,3.23,313,8.9,6.1,0.0343,1.397,98.72,81.458,4.18542
8468,Journal of Thoracic Disease,J THORAC DIS,2072-1439,"8,818",2.046,1.798,2.191,0.294,707,3.1,6.1,0.0224,0.504,77.51,28.906,2.73393
8469,JOURNAL OF THORACIC IMAGING,J THORAC IMAG,0883-5993,"1,428",2.19,1.81,2.054,0.871,62,7.2,6.8,0.00194,0.593,64.52,46.241,0.23752
8470,Journal of Thoracic Oncology,J THORAC ONCOL,1556-0864,"18,136",13.357,12.317,10.089,3.608,186,4.5,4.1,0.0382,2.825,91.94,95.895,4.6615
8471,JOURNAL OF THROMBOSIS AND HAEMOSTASIS,J THROMB HAEMOST,1538-7933,"17,598",4.157,3.866,4.564,1.038,213,8.2,8.1,0.02519,1.586,87.32,76.786,3.07414
8472,JOURNAL OF THROMBOSIS AND THROMBOLYSIS,J THROMB THROMBOLYS,0929-5305,"2,794",2.054,1.881,2.123,0.582,170,4.7,6.3,0.00574,0.623,86.47,33.423,0.70099
8473,JOURNAL OF TIME SERIES ANALYSIS,J TIME SER ANAL,0143-9782,"1,720",0.817,0.753,1.117,0.262,65,15.4,10.5,0.0025,0.931,98.46,26.198,0.30533
8474,Journal of Tissue Engineering,J TISSUE ENG,2041-7314,834,5.352,5.028,Not Available,0.905,42,3,7.2,0.00146,Not Available,92.86,74.138,0.17822
8475,Journal of Tissue Engineering and Regenerative Medicine,J TISSUE ENG REGEN M,1932-6254,"5,194",3.078,2.984,3.174,0.776,170,3.7,7.8,0.00924,0.662,90.59,48.642,1.12756
8476,Journal of Tissue Viability,J TISSUE VIABILITY,0965-206X,624,2.41,2.179,2.338,0.314,35,4.7,7.1,0.00091,0.487,97.14,81.441,0.11104
8478,Journal of Topology,J TOPOL,1753-8416,597,1.642,1.612,1.714,0.324,34,5.4,13.1,0.00639,2.68,100,89.352,0.78032
8479,Journal of Topology and Analysis,J TOPOL ANAL,1793-5253,219,0.817,0.75,0.794,0.316,38,5.4,20.5,0.00182,1.104,100,51.389,0.22283
8480,Journal of Tourism and Cultural Change,J TOUR CULT CHANGE,1476-6825,357,1.327,1.236,1.461,0.558,43,5.2,11.6,0.00027,0.189,97.67,20.536,0.03349
8481,Journal of Toxicologic Pathology,J TOXICOL PATHOL,0914-9198,478,1.476,1.333,1.411,0.194,36,5.2,10.3,0.00078,0.322,94.44,17.858,0.09529
8482,JOURNAL OF TOXICOLOGICAL SCIENCES,J TOXICOL SCI,0388-1350,"1,850",1.737,1.628,1.79,0.38,79,6.9,9.9,0.00201,0.381,94.94,15.761,0.24593
8483,JOURNAL OF TOXICOLOGY AND ENVIRONMENTAL HEALTH-PART A-CURRENT ISSUES,J TOXICOL ENV HEAL A,1528-7394,"4,117",2.653,1.881,2.366,0.429,91,9.3,7.9,0.00288,0.4,100,57.341,0.35196
8484,JOURNAL OF TOXICOLOGY AND ENVIRONMENTAL HEALTH-PART B-CRITICAL REVIEWS,J TOXICOL ENV HEAL B,1093-7404,"1,802",6.105,5.895,6.41,0.182,11,9.4,9.1,0.00164,1.574,0,92.468,0.20124
8485,JOURNAL OF TRACE ELEMENTS IN MEDICINE AND BIOLOGY,J TRACE ELEM MED BIO,0946-672X,"4,182",3.245,3.039,3.449,0.789,175,4.6,8.3,0.00577,0.635,93.71,51.023,0.7049
8486,Journal of Traditional Chinese Medicine,J TRADIT CHIN MED,0255-2922,"1,414",0.676,0.657,1.146,0.028,108,6.4,8.1,0.00126,0.182,91.67,5.357,0.15381
8487,Journal of Transcultural Nursing,J TRANSCULT NURS,1043-6596,"1,266",1.441,1.299,1.658,0.311,61,7.8,6.5,0.00158,0.416,90.16,53.286,0.1929
8489,Journal of Translational Medicine,J TRANSL MED,****-****,"12,624",4.124,4.002,4.541,0.66,424,5,6.2,0.0221,1.058,91.51,67.754,2.69629
8490,Journal of Transport & Health,J TRANSP HEALTH,2214-1405,"1,421",2.418,1.897,3.002,0.979,140,2.8,7,0.00398,0.739,95.71,60.56,0.48582
8491,Journal of Transport and Land Use,J TRANSP LAND USE,1938-7849,729,1.536,1.345,2.324,0.342,38,5.1,7.7,0.00135,0.569,97.37,20.27,0.1648
8492,JOURNAL OF TRANSPORT ECONOMICS AND POLICY,J TRANSP ECON POLICY,0022-5258,"1,149",0.919,0.919,1.4,0.118,17,15.9,10.8,0.00071,0.475,100,17.866,0.08774
8493,Journal of Transport Geography,J TRANSP GEOGR,0966-6923,"8,942",3.834,3.325,4.969,0.898,166,6.7,7.1,0.01026,1.08,97.59,86.86,1.25261
8494,Journal of Transportation Engineering Part A-Systems,J TRANSP ENG A-SYST,2473-2907,224,0.989,0.879,0.995,0.443,79,1.9,8.8,0.00062,0.261,98.73,16.511,0.07646
8495,Journal of Transportation Engineering Part B-Pavements,J TRANSP ENG B-PAVE,****-****,115,1.085,1.049,1.085,0.491,53,1.5,9.8,0.00025,0.249,100,22.544,0.0315
8496,Journal of Transportation Safety & Security,J TRANSP SAF SECUR,1943-9962,333,1.642,1.552,1.461,0.611,36,3.8,9.8,0.00072,0.41,97.22,25.676,0.089
8497,Journal of Trauma & Dissociation,J TRAUMA DISSOCIATIO,1529-9732,971,1.859,1.526,2.127,0.686,35,7.4,11.6,0.00126,0.552,97.14,45.964,0.15389
8498,Journal of Trauma and Acute Care Surgery,J TRAUMA ACUTE CARE,2163-0755,"9,144",3.381,2.775,3.571,0.613,302,4.7,6.9,0.02419,1.132,88.41,74.861,2.95206
8499,Journal of Trauma Nursing,J TRAUMA NURS,1078-7496,410,0.875,0.798,1.039,0.044,45,5.2,6.4,0.00085,0.295,88.89,15.157,0.10449
8501,JOURNAL OF TRAUMATIC STRESS,J TRAUMA STRESS,0894-9867,"7,702",1.926,1.777,3.276,0.839,93,11.6,8.3,0.00602,1.097,94.62,47.409,0.7351
8502,Journal of Travel & Tourism Marketing,J TRAVEL TOUR MARK,1054-8408,"4,033",4.097,3.566,3.937,1.48,75,6.9,9.3,0.00245,0.489,96,81.25,0.30001
8503,JOURNAL OF TRAVEL MEDICINE,J TRAVEL MED,1195-1982,"2,659",7.089,4.852,4.473,3.116,43,3.9,4.3,0.00636,1.49,53.49,94.423,0.77605
8504,Journal of Travel Research,J TRAVEL RES,0047-2875,"9,816",7.027,6.24,7.81,2.069,87,10.2,10.7,0.00457,1.074,97.7,95.536,0.55772
8505,JOURNAL OF TRIBOLOGY-TRANSACTIONS OF THE ASME,J TRIBOL-T ASME,0742-4787,"5,512",1.829,1.579,1.887,0.451,153,14.3,10.4,0.00279,0.361,99.35,47.308,0.34102
8506,JOURNAL OF TROPICAL ECOLOGY,J TROP ECOL,0266-4674,"3,084",1.163,1.125,1.268,0.083,36,15,12.5,0.00115,0.359,100,22.321,0.14058
8507,JOURNAL OF TROPICAL FOREST SCIENCE,J TROP FOR SCI,0128-1283,794,0.496,0.455,0.711,0.022,46,9.6,12.8,0.00051,0.138,100,11.029,0.06251
8508,Journal of Tropical Medicine,J TROP MED-US,1687-9686,493,1.233,1.205,Not Available,0.108,37,6,7.6,0.00093,Not Available,97.3,26.278,0.11392
8509,Journal of Tropical Meteorology,J TROP METEOROL,1006-8775,479,0.75,0.455,0.78,0.239,46,7.3,11.5,0.00047,0.155,100,6.989,0.05747
8510,JOURNAL OF TROPICAL PEDIATRICS,J TROP PEDIATRICS,0142-6338,"1,855",0.94,0.927,1.239,0.459,85,10.5,8.9,0.00196,0.417,98.82,18.402,0.23918
8511,JOURNAL OF TURBOMACHINERY-TRANSACTIONS OF THE ASME,J TURBOMACH,0889-504X,"7,657",2.713,2.398,2.866,0.635,137,11.5,12.1,0.00376,0.471,100,69.615,0.45946
8512,JOURNAL OF TURBULENCE,J TURBUL,1468-5248,"1,398",1.573,1.5,1.717,0.303,33,8.8,11.5,0.00201,0.655,100,36.581,0.24626
8513,JOURNAL OF ULTRASOUND IN MEDICINE,J ULTRAS MED,0278-4297,"6,931",1.759,1.586,1.879,0.533,332,7.8,7.9,0.00834,0.486,94.58,46.446,1.0176
8514,JOURNAL OF UNIVERSAL COMPUTER SCIENCE,J UNIVERS COMPUT SCI,0948-695X,954,0.701,0.646,0.763,0.063,80,8.2,6.2,0.00053,0.103,97.5,13.889,0.06489
8515,JOURNAL OF URBAN AFFAIRS,J URBAN AFF,0735-2166,"1,616",1.619,1.458,2.004,0.946,56,9,10,0.00192,0.616,98.21,34.524,0.23444
8516,JOURNAL OF URBAN ECONOMICS,J URBAN ECON,0094-1190,"5,807",2.858,2.783,3.585,0.35,40,12.4,10.4,0.00633,2.024,100,78.942,0.7734
8517,JOURNAL OF URBAN HEALTH-BULLETIN OF THE NEW YORK ACADEMY OF MEDICINE,J URBAN HEALTH,1099-3460,"4,268",2.356,2.227,2.818,0.892,83,8.9,7.6,0.00559,1.075,92.77,62.542,0.68199
8518,JOURNAL OF URBAN HISTORY,J URBAN HIST,0096-1442,542,0.453,0.35,0.484,0.087,92,8.9,27.6,0.00064,0.149,52.17,19.888,0.07811
8519,JOURNAL OF URBAN PLANNING AND DEVELOPMENT,J URBAN PLAN DEV,0733-9488,"1,240",1.381,1.302,1.721,0.333,42,6.9,9.8,0.00135,0.335,100,23.559,0.16474
8521,JOURNAL OF URBAN TECHNOLOGY,J URBAN TECHNOL,1063-0732,"1,174",3.733,3.489,4.774,1.6,20,6.1,6.3,0.00104,0.716,85,86.905,0.1269
8522,JOURNAL OF UROLOGY,J UROLOGY,0022-5347,"46,545",5.925,5.41,5.137,1.727,245,12,6,0.03654,1.431,91.84,90,4.45829
8523,Journal of Vacation Marketing,J VACAT MARK,1356-7667,"1,471",1.94,1.82,2.58,0.588,34,10.6,11.6,0.0005,0.306,97.06,35.15,0.06165
8524,JOURNAL OF VACUUM SCIENCE & TECHNOLOGY A,J VAC SCI TECHNOL A,0734-2101,"9,552",2.166,1.793,1.898,0.514,218,15.5,9,0.00588,0.39,96.33,47.457,0.7177
8525,JOURNAL OF VACUUM SCIENCE & TECHNOLOGY B,J VAC SCI TECHNOL B,2166-2746,"7,740",1.511,1.445,1.324,0.518,137,12.6,8.9,0.00507,0.301,97.81,25.26,0.61879
8526,JOURNAL OF VALUE INQUIRY,J VALUE INQUIRY,0022-5363,298,0.431,0.333,0.429,0.037,27,13.6,13.3,0.00012,0.054,96.3,13.636,0.01534
8527,Journal of Vascular Access,J VASC ACCESS,1129-7298,"1,197",1.223,1.051,1.39,0.311,119,4.6,9.1,0.00242,0.34,94.12,8.462,0.29531
8528,JOURNAL OF VASCULAR AND INTERVENTIONAL RADIOLOGY,J VASC INTERV RADIOL,1051-0443,"9,045",3.037,2.584,3.092,0.55,229,7.9,6.9,0.00979,0.726,95.2,67.843,1.19518
8529,JOURNAL OF VASCULAR RESEARCH,J VASC RES,1018-1172,"1,551",1.725,1.71,2.017,0.286,28,9.2,9.6,0.00115,0.507,96.43,22.887,0.14142
8530,JOURNAL OF VASCULAR SURGERY,J VASC SURG,0741-5214,"26,553",3.405,2.719,3.689,0.914,441,9.3,8,0.02498,0.93,90.7,76.31,3.04872
8531,Journal of Vascular Surgery-Venous and Lymphatic Disorders,J VASC SURG-VENOUS L,2213-333X,"1,115",3.137,2.534,2.54,0.679,109,2.9,8.6,0.00226,0.507,92.66,73.636,0.27649
8532,JOURNAL OF VECTOR BORNE DISEASES,J VECTOR DIS,0972-9062,780,1.127,1.118,1.242,0.321,28,6.6,7.7,0.0012,0.344,57.14,21.083,0.14693
8533,JOURNAL OF VECTOR ECOLOGY,J VECTOR ECOL,1081-1710,"1,357",1.442,1.279,1.564,0.132,38,9,11.6,0.00145,0.476,100,57.921,0.17809
8534,JOURNAL OF VEGETATION SCIENCE,J VEG SCI,1100-9233,"8,371",2.698,2.488,3.177,0.459,111,12.9,10.5,0.00685,0.95,100,77.184,0.83605
8535,JOURNAL OF VENOMOUS ANIMALS AND TOXINS INCLUDING TROPICAL DISEASES,J VENOM ANIM TOXINS,****-****,977,2.262,1.964,2.144,0.31,29,6.1,7.7,0.00133,0.475,75.86,48.641,0.16255
8536,JOURNAL OF VERTEBRATE PALEONTOLOGY,J VERTEBR PALEONTOL,0272-4634,"5,863",1.863,1.642,2.13,0.261,92,12,16,0.00451,0.627,100,70,0.55084
8537,JOURNAL OF VESTIBULAR RESEARCH-EQUILIBRIUM & ORIENTATION,J VESTIBUL RES-EQUIL,0957-4271,"1,305",2.816,2.653,3.481,0.214,28,8.5,11.6,0.00164,0.993,96.43,67.06,0.20046
8538,Journal of Veterinary Behavior-Clinical Applications and Research,J VET BEHAV,1558-7878,"1,471",1.938,1.683,2.14,1.348,92,4.9,9.1,0.00203,0.449,92.39,55.83,0.24785
8539,Journal of Veterinary Cardiology,J VET CARDIOL,1760-2734,891,1.374,0.972,1.789,0.148,61,5.9,9.9,0.00124,0.402,91.8,63.028,0.15246
8540,JOURNAL OF VETERINARY DENTISTRY,J VET DENT,0898-7564,329,0.378,0.333,0.764,0.158,19,11.7,10.7,0.00022,0.17,94.74,15.845,0.02781
8541,JOURNAL OF VETERINARY DIAGNOSTIC INVESTIGATION,J VET DIAGN INVEST,1040-6387,"3,741",1.135,1.109,1.196,0.211,152,10.9,10.5,0.00285,0.344,94.74,50.352,0.34872
8542,JOURNAL OF VETERINARY EMERGENCY AND CRITICAL CARE,J VET EMERG CRIT CAR,1479-3261,"1,503",1.047,0.907,1.576,0.434,83,7,10.5,0.0018,0.367,95.18,45.423,0.21978
8543,JOURNAL OF VETERINARY INTERNAL MEDICINE,J VET INTERN MED,0891-6640,"8,941",2.194,1.779,2.533,0.536,278,9.1,9.9,0.00868,0.637,96.4,86.268,1.05994
8544,JOURNAL OF VETERINARY MEDICAL EDUCATION,J VET MED EDUC,0748-321X,"1,001",1.228,0.874,1.254,0.208,53,8,9.1,0.00102,0.286,92.45,45.676,0.12507
8545,JOURNAL OF VETERINARY MEDICAL SCIENCE,J VET MED SCI,0916-7250,"4,961",1.049,0.959,1.099,0.138,318,8.8,11,0.00535,0.273,99.06,46.127,0.65338
8546,JOURNAL OF VETERINARY PHARMACOLOGY AND THERAPEUTICS,J VET PHARMACOL THER,0140-7783,"2,655",1.473,1.215,1.498,0.326,92,11.5,11.7,0.00202,0.354,97.83,39.885,0.24731
8547,Journal of Veterinary Research,J VET RES,2450-7393,303,1.039,1,1.009,0.092,76,2.9,10.4,0.00052,0.184,72.37,44.718,0.06421
8548,Journal of Veterinary Science,J VET SCI,1229-845X,"1,528",1.561,1.526,1.617,0.176,85,6.8,9.5,0.00208,0.395,98.82,67.958,0.2542
8549,JOURNAL OF VIBRATION AND ACOUSTICS-TRANSACTIONS OF THE ASME,J VIB ACOUST,1048-9002,"4,074",2.343,1.931,2.117,0.517,118,9.1,10.4,0.00378,0.493,99.15,63.051,0.46217
8550,JOURNAL OF VIBRATION AND CONTROL,J VIB CONTROL,1077-5463,"5,084",2.169,1.967,2.171,0.661,218,4.7,7.6,0.0075,0.439,95.87,59.268,0.91577
8551,Journal of Vibration Engineering & Technologies,J VIB ENG TECHNOL,2523-3920,191,0.537,0.361,0.649,0.117,60,3.7,10,0.0002,0.057,96.67,4.873,0.0244
8552,Journal of Victorian Culture,J VICT CULT,1355-5502,133,0.304,0.283,0.375,0.069,29,7.2,26.8,0.00016,0.11,100,24.5,0.02036
8553,JOURNAL OF VINYL & ADDITIVE TECHNOLOGY,J VINYL ADDIT TECHN,1083-5601,878,1.55,1.36,1.569,0.446,65,6.3,9,0.00056,0.175,98.46,49.129,0.0687
8554,JOURNAL OF VIRAL HEPATITIS,J VIRAL HEPATITIS,1352-0504,"4,742",3.561,3.305,3.305,1.128,179,5.6,5.4,0.00994,1.126,92.18,63.602,1.21296
8555,JOURNAL OF VIROLOGICAL METHODS,J VIROL METHODS,0166-0934,"7,558",1.786,1.657,1.741,0.494,176,9.4,8.5,0.00801,0.516,97.16,23.425,0.97843
8556,JOURNAL OF VIROLOGY,J VIROL,0022-538X,"87,109",4.501,4,4.288,1.286,782,10.8,8.7,0.08983,1.429,99.23,79.73,10.95972
8557,Journal of Virus Eradication,J VIRUS ERAD,2055-6640,483,2.824,2.718,Not Available,0.742,31,2.8,5.1,0.00247,Not Available,90.32,46.244,0.30249
8558,Journal of Visceral Surgery,J VISC SURG,1878-7886,832,2.012,1.744,2.271,0.717,46,4.8,6.8,0.00163,0.588,52.17,55.476,0.20001
8559,JOURNAL OF VISION,J VISION,1534-7362,"8,941",2.145,1.734,2.416,0.326,221,8.3,12.5,0.01433,0.912,99.1,55.833,1.74857
8560,JOURNAL OF VISUAL COMMUNICATION AND IMAGE REPRESENTATION,J VIS COMMUN IMAGE R,1047-3203,"4,299",2.479,2.037,2.652,0.828,337,4.1,5.2,0.00725,0.54,99.41,60.897,0.88546
8561,JOURNAL OF VISUAL CULTURE,J VIS CULT,1470-4129,248,0.171,0.171,0.417,0.125,16,10.8,8.7,0.00026,0.15,100,7.778,0.03206
8562,JOURNAL OF VISUAL IMPAIRMENT & BLINDNESS,J VISUAL IMPAIR BLIN,0145-482X,928,0.485,0.386,0.759,0.089,45,11.8,10.4,0.00032,0.116,93.33,3.521,0.03989
8563,JOURNAL OF VISUAL LANGUAGES AND COMPUTING,J VISUAL LANG COMPUT,1045-926X,708,1.25,1.25,1.305,Not Available,0,6.6,Not Available,0.0009,0.276,Not Available,31.944,0.11029
8564,JOURNAL OF VISUALIZATION,J VISUAL-JAPAN,1343-8875,667,0.926,0.779,0.947,0.273,88,6.2,8.5,0.00103,0.258,100,11.298,0.12655
