Journal	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020
TRAIT SIGNAL	0.033	0.033	0.033	0.033	0.033	0.033	0.033	0.033	0.033	0.033	0.033	0.033	0.033	0.033	0.033	0.033	0.023	0.036	0.015	0.008	0.016	0.016	0.046	0.189
CHINA COMMUN	0.009	0.009	0.009	0.009	0.009	0.009	0.009	0.009	0.009	0.009	0.009	0.009	0.009	0.009	0.009	0.009	0.029	0.048	0.069	0.129	0.224	0.24	0.256	0.325
THAI J VET MED	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.031	0.042	0.055	0.052	0.068	0.066	0.067	0.082
HEM IND	0.044	0.044	0.044	0.044	0.044	0.044	0.044	0.044	0.044	0.044	0.044	0.044	0.044	0.044	0.044	0.044	0.066	0.058	0.089	0.098	0.101	0.113	0.105	0.115
J OIL PALM RES	0.059	0.059	0.059	0.059	0.059	0.059	0.059	0.059	0.059	0.059	0.059	0.059	0.059	0.059	0.059	0.059	0.058	0.079	0.117	0.082	0.109	0.111	0.154	0.205
POSTEP MIKROBIOL	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.017	0.033	0.042	0.049	0.046	0.041	0.041	0.07
TURK J MATH	0.281	0.281	0.281	0.281	0.281	0.281	0.281	0.281	0.281	0.281	0.281	0.281	0.281	0.281	0.281	0.281	0.193	0.267	0.256	0.173	0.216	0.158	0.22	0.333
J DENT SCI	0.058	0.058	0.058	0.058	0.058	0.058	0.058	0.058	0.058	0.058	0.058	0.058	0.058	0.058	0.058	0.058	0.117	0.12	0.142	0.152	0.128	0.142	0.149	0.304
REV CONSTR	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.04	0.045	0.038	0.047	0.06	0.053	0.094
ROM J LEG MED	0.039	0.039	0.039	0.039	0.039	0.039	0.039	0.039	0.039	0.039	0.039	0.039	0.039	0.039	0.039	0.039	0.052	0.066	0.039	0.042	0.05	0.06	0.062	0.058
SOLDAGEM INSP	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.024	0.052	0.052	0.053	0.061	0.05	0.061	0.092
GOSPOD SUROWCAMI MIN	0.014	0.014	0.014	0.014	0.014	0.014	0.014	0.014	0.014	0.014	0.014	0.014	0.014	0.014	0.014	0.014	0.055	0.134	0.103	0.119	0.098	0.16	0.072	0.144
PHILIPP J CROP SCI	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.042	0.039	0.054	0.063	0.043	0.039	0.032	0.065
ACTA MONTAN SLOVACA	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.057	0.065	0.072	0.063	0.062	0.065	0.086	0.14
ADV CLIN EXP MED	0.029	0.029	0.029	0.029	0.029	0.029	0.029	0.029	0.029	0.029	0.029	0.029	0.029	0.029	0.029	0.029	0.044	0.12	0.202	0.228	0.296	0.301	0.308	0.394
S AFR J IND ENG	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.021	0.022	0.037	0.076	0.069	0.076	0.099	0.129
J ASIAN ARCHIT BUILD	0.033	0.033	0.033	0.033	0.033	0.033	0.033	0.033	0.033	0.033	0.033	0.033	0.033	0.033	0.033	0.033	0.065	0.04	0.052	0.051	0.049	0.051	0.069	0.132
HEAT TRANSF RES	0.033	0.033	0.033	0.033	0.033	0.033	0.033	0.033	0.033	0.033	0.033	0.033	0.033	0.033	0.033	0.059	0.073	0.134	0.224	0.167	0.155	0.118	0.137	0.173
P ROMANIAN ACAD A	0.104	0.104	0.104	0.104	0.104	0.104	0.104	0.104	0.104	0.104	0.104	0.104	0.104	0.104	0.104	0.104	0.114	0.198	0.233	0.216	0.248	0.24	0.18	0.22
INDIAN J TRADIT KNOW	0.115	0.115	0.115	0.115	0.115	0.115	0.115	0.115	0.115	0.115	0.115	0.115	0.115	0.115	0.115	0.115	0.115	0.102	0.093	0.097	0.1	0.106	0.134	0.111
STUD U BABES-BOL CHE	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.033	0.023	0.017	0.013	0.019	0.029	0.036	0.051
AVIAN BIOL RES	0.042	0.042	0.042	0.042	0.042	0.042	0.042	0.042	0.042	0.042	0.042	0.042	0.042	0.112	0.105	0.125	0.201	0.175	0.27	0.377	0.366	0.277	0.232	0.269
EARTH SCI RES J	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.11	0.084	0.098	0.143	0.157	0.166	0.194	0.219
BALK J MED GENET	0.028	0.028	0.028	0.028	0.028	0.028	0.028	0.028	0.028	0.028	0.028	0.028	0.028	0.028	0.028	0.028	0.023	0.069	0.065	0.116	0.122	0.161	0.148	0.198
CLIN EXP OTORHINOLAR	0.014	0.014	0.014	0.014	0.014	0.014	0.014	0.014	0.014	0.014	0.014	0.014	0.014	0.174	0.328	0.358	0.306	0.336	0.32	0.293	0.335	0.367	0.413	0.642
NOTARZT	0.012	0.012	0.012	0.012	0.012	0.012	0.012	0.012	0.012	0.012	0.012	0.012	0.012	0.012	0.012	0.012	0.031	0.028	0.014	0.032	0.027	0.047	0.037	0.06
ROM J INF SCI TECH	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.079	0.079	0.095	0.099	0.119	0.116	0.082	0.057	0.101	0.123
TOP COMPANION ANIM M	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.12	0.25	0.26	0.397	0.435	0.461	0.368	0.386	0.308	0.261	0.317
WATER RESOUR+	0.114	0.114	0.114	0.114	0.114	0.114	0.114	0.114	0.114	0.114	0.114	0.114	0.114	0.114	0.114	0.114	0.11	0.095	0.112	0.101	0.107	0.107	0.113	0.131
PROMET-ZAGREB	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.037	0.057	0.083	0.105	0.095	0.111	0.14	0.178
IRAN RED CRESCENT ME	0.057	0.057	0.057	0.057	0.057	0.057	0.057	0.057	0.057	0.057	0.057	0.057	0.057	0.057	0.057	0.057	0.077	0.117	0.141	0.204	0.213	0.198	0.198	0.238
CHINA PET PROCESS PE	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.028	0.042	0.028	0.074	0.058	0.076	0.074	0.084
PSYCHIAT ENFANT	0.089	0.089	0.089	0.089	0.089	0.089	0.089	0.089	0.089	0.089	0.089	0.089	0.089	0.089	0.089	0.089	0.016	0.009	0.008	0.033	0.017	0.062	0.008	0.032
ITEA-INF TEC ECON AG	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.069	0.096	0.118	0.115	0.055	0.061	0.05	0.066
J AGROMETEOROL	0.066	0.066	0.066	0.066	0.066	0.066	0.066	0.066	0.066	0.066	0.066	0.066	0.066	0.066	0.066	0.066	0.037	0.064	0.066	0.076	0.105	0.072	0.073	0.073
NEUROCHEM J+	0.014	0.014	0.014	0.014	0.014	0.014	0.014	0.014	0.014	0.014	0.014	0.014	0.014	0.045	0.061	0.057	0.032	0.038	0.06	0.046	0.07	0.049	0.066	0.06
DYNA-BILBAO	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.028	0.032	0.038	0.054	0.04	0.041	0.062	0.138
INDIAN J HORTIC	0.035	0.035	0.035	0.035	0.035	0.035	0.035	0.035	0.035	0.035	0.035	0.035	0.035	0.035	0.035	0.035	0.024	0.05	0.06	0.045	0.048	0.043	0.034	0.04
RIV PSICHIATR	0.031	0.031	0.031	0.031	0.031	0.031	0.031	0.031	0.031	0.031	0.031	0.031	0.031	0.031	0.031	0.031	0.09	0.076	0.103	0.121	0.145	0.125	0.179	0.269
POL MARIT RES	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.043	0.04	0.061	0.076	0.08	0.166	0.171	0.142
ELECTR COMMUN JPN	0.102	0.102	0.102	0.102	0.102	0.102	0.102	0.102	0.102	0.102	0.102	0.102	0.102	0.189	0.12	0.089	0.045	0.04	0.04	0.055	0.05	0.051	0.052	0.079
PACHYDERM	0.065	0.065	0.065	0.065	0.065	0.065	0.065	0.065	0.065	0.065	0.065	0.065	0.065	0.065	0.065	0.065	0.24	0.134	0.134	0.341	0.0	0.365	0.146	0.113
REV MVZ CORDOBA	0.038	0.038	0.038	0.038	0.038	0.038	0.038	0.038	0.038	0.038	0.038	0.038	0.038	0.038	0.038	0.038	0.061	0.074	0.055	0.086	0.062	0.067	0.093	0.141
REV NEFROL DIAL TRAS	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.006	0.006	0.006	0.0	0.003	0.0	0.012	0.012
POSTEP DERM ALERGOL	0.004	0.004	0.004	0.004	0.004	0.004	0.004	0.004	0.004	0.004	0.004	0.004	0.004	0.004	0.017	0.017	0.039	0.039	0.135	0.175	0.275	0.358	0.323	0.432
J MAR SCI TECH-TAIW	0.192	0.192	0.192	0.192	0.192	0.192	0.192	0.192	0.192	0.192	0.192	0.192	0.192	0.192	0.192	0.192	0.227	0.162	0.132	0.116	0.102	0.12	0.09	0.114
EGYPT J BIOL PEST CO	0.012	0.012	0.012	0.012	0.012	0.012	0.012	0.012	0.012	0.012	0.012	0.012	0.012	0.012	0.012	0.012	0.025	0.058	0.039	0.039	0.039	0.063	0.078	0.159
AMA-AGR MECH ASIA AF	0.013	0.013	0.013	0.013	0.013	0.013	0.013	0.013	0.013	0.013	0.013	0.013	0.013	0.013	0.013	0.013	0.011	0.009	0.005	0.019	0.014	0.028	0.025	0.023
TEK DERGI	0.058	0.058	0.058	0.058	0.058	0.058	0.058	0.058	0.058	0.058	0.058	0.058	0.058	0.058	0.058	0.058	0.044	0.027	0.022	0.023	0.028	0.05	0.028	0.05
ACTA BIOETH	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.012	0.012	0.017	0.035	0.059	0.03	0.011	0.028	0.03	0.095
IRAN J VET RES	0.075	0.075	0.075	0.075	0.075	0.075	0.075	0.075	0.075	0.075	0.075	0.075	0.075	0.075	0.075	0.075	0.067	0.086	0.074	0.062	0.109	0.133	0.186	0.248
ACTA ENDOCRINOL-BUCH	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.014	0.025	0.017	0.02	0.036	0.035	0.077	0.144
REV ROUM SCI TECH-EL	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.008	0.02	0.013	0.036	0.032	0.026	0.026	0.053
ACTA MEDICA MEDITERR	0.009	0.009	0.009	0.009	0.009	0.009	0.009	0.009	0.009	0.009	0.009	0.009	0.009	0.009	0.009	0.009	0.006	0.011	0.021	0.035	0.033	0.046	0.045	0.054
ACS APPL MATER INTER	0.881	0.881	0.881	0.881	0.881	0.881	0.881	0.881	0.881	0.881	0.881	0.881	0.881	0.881	1.277	1.321	1.279	1.373	1.462	1.58	1.634	1.649	1.686	1.703
ANDEAN GEOL	0.359	0.359	0.359	0.359	0.359	0.359	0.359	0.359	0.359	0.359	0.359	0.359	0.359	0.359	0.264	0.547	0.425	0.522	0.589	0.673	0.612	0.567	0.547	0.621
ANNU REV MAR SCI	8.248	8.248	8.248	8.248	8.248	8.248	8.248	8.248	8.248	8.248	8.248	8.248	8.248	8.248	8.194	8.492	7.914	6.964	7.788	6.383	6.442	5.978	7.06	6.725
ATTEN PERCEPT PSYCHO	0.489	0.489	0.489	0.489	0.489	0.489	0.489	0.489	0.489	0.489	0.489	0.489	0.489	0.489	0.818	0.915	1.059	0.931	0.862	0.809	0.631	0.867	0.842	0.872
BUS INFORM SYST ENG+	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.069	0.192	0.213	0.438	0.443	0.594	0.731	0.853	1.052	1.655
CANCER EPIDEMIOL	0.411	0.411	0.411	0.411	0.411	0.411	0.411	0.411	0.411	0.411	0.411	0.411	0.411	0.411	0.696	0.778	0.729	0.721	0.857	0.768	0.894	0.881	0.862	0.989
CHEMCATCHEM	1.133	1.133	1.133	1.133	1.133	1.133	1.133	1.133	1.133	1.133	1.133	1.133	1.133	1.133	1.354	1.493	1.386	1.277	1.212	1.114	1.056	0.991	0.984	1.056
CYTA-J FOOD	0.049	0.049	0.049	0.049	0.049	0.049	0.049	0.049	0.049	0.049	0.049	0.049	0.049	0.049	0.133	0.107	0.096	0.185	0.157	0.232	0.243	0.315	0.299	0.33
DESALIN WATER TREAT	0.112	0.112	0.112	0.112	0.112	0.112	0.112	0.112	0.112	0.112	0.112	0.112	0.112	0.112	0.115	0.129	0.16	0.193	0.223	0.215	0.194	0.169	0.166	0.177
EMBO MOL MED	3.913	3.913	3.913	3.913	3.913	3.913	3.913	3.913	3.913	3.913	3.913	3.913	3.913	3.913	4.818	4.014	3.85	3.675	3.723	3.545	3.672	3.684	3.572	4.11
ENVIRON EARTH SCI	0.162	0.162	0.162	0.162	0.162	0.162	0.162	0.162	0.162	0.162	0.162	0.162	0.162	0.162	0.281	0.359	0.355	0.349	0.349	0.345	0.343	0.384	0.389	0.484
ENVIRON PROG SUSTAIN	0.192	0.192	0.192	0.192	0.192	0.192	0.192	0.192	0.192	0.192	0.192	0.192	0.192	0.192	0.456	0.401	0.448	0.396	0.359	0.332	0.286	0.267	0.285	0.321
EUR J WOOD WOOD PROD	0.043	0.043	0.043	0.043	0.043	0.043	0.043	0.043	0.043	0.043	0.043	0.043	0.043	0.043	0.225	0.283	0.28	0.337	0.321	0.325	0.328	0.371	0.338	0.383
GENET TEST MOL BIOMA	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.324	0.305	0.313	0.335	0.33	0.284	0.286	0.278	0.3	0.32
IMMUNOTHERAPY-UK	0.242	0.242	0.242	0.242	0.242	0.242	0.242	0.242	0.242	0.242	0.242	0.242	0.242	0.242	0.484	0.7	0.703	0.608	0.595	0.648	0.714	0.79	0.833	1.045
INTEGR BIOL-UK	1.867	1.867	1.867	1.867	1.867	1.867	1.867	1.867	1.867	1.867	1.867	1.867	1.867	1.867	1.674	1.548	1.438	1.503	1.194	1.141	1.113	1.112	0.995	0.985
INT J MIN MET MATER	0.085	0.085	0.085	0.085	0.085	0.085	0.085	0.085	0.085	0.085	0.085	0.085	0.085	0.085	0.188	0.161	0.158	0.195	0.214	0.228	0.266	0.245	0.257	0.287
J EARTH SCI-CHINA	0.094	0.094	0.094	0.094	0.094	0.094	0.094	0.094	0.094	0.094	0.094	0.094	0.094	0.094	0.099	0.136	0.162	0.247	0.229	0.243	0.339	0.369	0.399	0.486
J INFRARED MILLIM TE	0.234	0.234	0.234	0.234	0.234	0.234	0.234	0.234	0.234	0.234	0.234	0.234	0.234	0.234	0.227	0.382	0.453	0.445	0.503	0.644	0.605	0.548	0.497	0.44
J INNATE IMMUN	0.972	0.972	0.972	0.972	0.972	0.972	0.972	0.972	0.972	0.972	0.972	0.972	0.972	0.972	1.526	1.582	1.706	1.523	1.414	1.386	1.291	1.195	1.175	1.414
J NEURODEV DISORD	0.519	0.519	0.519	0.519	0.519	0.519	0.519	0.519	0.519	0.519	0.519	0.519	0.519	0.519	1.346	1.456	1.379	1.35	1.243	1.233	1.391	1.381	1.323	1.429
J OPT COMMUN NETW	0.343	0.343	0.343	0.343	0.343	0.343	0.343	0.343	0.343	0.343	0.343	0.343	0.343	0.343	0.786	0.684	0.601	0.641	0.583	0.599	0.55	0.47	0.623	0.679
J TAIWAN INST CHEM E	0.223	0.223	0.223	0.223	0.223	0.223	0.223	0.223	0.223	0.223	0.223	0.223	0.223	0.223	0.386	0.399	0.449	0.489	0.482	0.559	0.576	0.562	0.639	0.714
MAT SCI ENG C-MATER	0.61	0.61	0.61	0.61	0.61	0.61	0.61	0.61	0.61	0.61	0.61	0.61	0.61	0.61	0.607	0.612	0.596	0.624	0.625	0.681	0.695	0.751	0.795	0.902
METALLOMICS	0.825	0.825	0.825	0.825	0.825	0.825	0.825	0.825	0.825	0.825	0.825	0.825	0.825	0.825	0.943	1.145	0.967	1.005	0.943	0.97	0.917	0.893	0.945	0.951
NAT CHEM	8.167	8.167	8.167	8.167	8.167	8.167	8.167	8.167	8.167	8.167	8.167	8.167	8.167	8.167	7.957	8.969	9.182	9.938	10.482	11.207	11.407	10.113	9.154	9.536
NAT REV CARDIOL	2.689	2.689	2.689	2.689	2.689	2.689	2.689	2.689	2.689	2.689	2.689	2.689	2.689	2.689	3.826	3.926	3.816	3.846	4.392	4.874	5.064	5.481	6.513	9.003
NAT REV CLIN ONCOL	4.251	4.251	4.251	4.251	4.251	4.251	4.251	4.251	4.251	4.251	4.251	4.251	4.251	4.251	4.995	6.01	5.861	5.569	6.416	6.709	7.258	9.773	11.973	16.582
NAT REV ENDOCRINOL	3.582	3.582	3.582	3.582	3.582	3.582	3.582	3.582	3.582	3.582	3.582	3.582	3.582	3.582	4.012	4.267	4.33	4.433	5.211	6.271	6.745	7.6	7.978	10.595
NAT REV GASTRO HEPAT	1.54	1.54	1.54	1.54	1.54	1.54	1.54	1.54	1.54	1.54	1.54	1.54	1.54	1.54	2.982	3.431	3.896	3.948	4.577	5.601	6.069	6.941	7.371	11.385
NAT REV NEPHROL	1.63	1.63	1.63	1.63	1.63	1.63	1.63	1.63	1.63	1.63	1.63	1.63	1.63	1.63	2.666	2.613	2.978	2.764	3.353	3.638	4.595	5.11	6.413	8.342
NAT REV NEUROL	2.605	2.605	2.605	2.605	2.605	2.605	2.605	2.605	2.605	2.605	2.605	2.605	2.605	2.605	4.928	5.374	5.438	5.751	6.66	6.97	7.633	8.873	8.901	11.493
NAT REV RHEUMATOL	2.315	2.315	2.315	2.315	2.315	2.315	2.315	2.315	2.315	2.315	2.315	2.315	2.315	2.315	3.351	3.513	3.598	3.277	3.979	4.417	5.174	5.391	5.72	6.749
NAT REV UROL	1.124	1.124	1.124	1.124	1.124	1.124	1.124	1.124	1.124	1.124	1.124	1.124	1.124	1.124	1.692	1.625	1.772	1.666	1.892	1.929	2.287	2.73	2.803	3.471
ORTHOP TRAUMATOL-SUR	0.146	0.146	0.146	0.146	0.146	0.146	0.146	0.146	0.146	0.146	0.146	0.146	0.146	0.146	0.266	0.418	0.438	0.444	0.521	0.578	0.547	0.537	0.545	0.689
PROT MET PHYS CHEM+	0.078	0.078	0.078	0.078	0.078	0.078	0.078	0.078	0.078	0.078	0.078	0.078	0.078	0.078	0.064	0.127	0.079	0.101	0.083	0.088	0.09	0.084	0.099	0.119
RES ASTRON ASTROPHYS	0.436	0.436	0.436	0.436	0.436	0.436	0.436	0.436	0.436	0.436	0.436	0.436	0.436	0.436	0.538	0.483	0.582	0.617	0.587	0.546	0.565	0.493	0.513	0.407
STEM CELL REV REP	0.651	0.651	0.651	0.651	0.651	0.651	0.651	0.651	0.651	0.651	0.651	0.651	0.651	0.651	1.18	1.239	0.863	0.935	0.945	0.827	0.828	0.998	0.921	0.918
ZOOLOGIA-CURITIBA	0.128	0.128	0.128	0.128	0.128	0.128	0.128	0.128	0.128	0.128	0.128	0.128	0.128	0.128	0.187	0.197	0.266	0.263	0.294	0.303	0.304	0.277	0.293	0.298
MABS-AUSTIN	0.762	0.762	0.762	0.762	0.762	0.762	0.762	0.762	0.762	0.762	0.762	0.762	0.762	0.762	0.963	1.525	1.463	1.343	1.419	1.442	1.485	1.407	1.427	1.697
J MOL CELL BIOL	4.586	4.586	4.586	4.586	4.586	4.586	4.586	4.586	4.586	4.586	4.586	4.586	4.586	4.586	2.803	2.799	3.214	2.598	2.283	2.47	2.217	1.844	1.585	1.805
ANNU REV ANAL CHEM	3.976	3.976	3.976	3.976	3.976	3.976	3.976	3.976	3.976	3.976	3.976	3.976	3.976	3.976	3.939	4.433	7.575	2.89	2.914	3.213	3.006	2.632	2.65	3.217
PAIN PHYSICIAN	1.046	1.046	1.046	1.046	1.046	1.046	1.046	1.046	1.046	1.046	1.046	1.046	1.046	1.046	1.046	1.046	1.046	0.917	0.931	0.913	0.769	0.757	0.763	0.916
SCI SIGNAL	3.172	3.172	3.172	3.172	3.172	3.172	3.172	3.172	3.172	3.172	3.172	3.172	3.172	3.172	3.809	3.624	3.425	3.309	3.319	3.164	3.238	3.134	2.581	2.985
ANGIOGENESIS	1.683	1.683	1.683	1.683	1.683	1.683	1.683	1.683	1.683	1.683	1.683	1.683	1.683	1.683	1.683	1.683	1.683	1.379	1.396	1.342	1.322	1.295	1.832	1.814
JACC-CARDIOVASC INTE	1.962	1.962	1.962	1.962	1.962	1.962	1.962	1.962	1.962	1.962	1.962	1.962	1.962	1.962	3.118	2.92	2.913	3.054	3.075	3.531	3.637	3.164	3.462	3.808
JACC-CARDIOVASC IMAG	1.936	1.936	1.936	1.936	1.936	1.936	1.936	1.936	1.936	1.936	1.936	1.936	1.936	1.936	2.272	2.509	2.622	2.777	2.997	3.726	3.865	4.108	4.365	5.486
CSH PERSPECT BIOL	2.174	2.174	2.174	2.174	2.174	2.174	2.174	2.174	2.174	2.174	2.174	2.174	2.174	2.174	5.548	5.446	5.228	5.406	5.45	5.677	5.631	5.565	4.924	5.478
J MOL MED	1.767	1.767	1.767	1.767	1.767	1.767	1.767	1.767	1.767	1.767	1.767	1.767	1.767	1.767	1.754	1.723	1.549	1.552	1.4	1.455	1.433	1.442	1.3	1.42
ASTROPHYS J LETT	2.771	2.771	2.771	2.771	2.771	2.771	2.771	2.771	2.771	2.771	2.771	2.771	2.771	2.771	2.771	2.771	2.771	3.008	2.624	2.457	2.551	2.779	2.431	2.62
INT REV CEL MOL BIO	2.39	2.39	2.39	2.39	2.39	2.39	2.39	2.39	2.39	2.39	2.39	2.39	2.39	2.39	2.057	1.898	1.808	1.438	1.492	0.0	1.427	1.404	1.408	1.765
PART FIBRE TOXICOL	2.082	2.082	2.082	2.082	2.082	2.082	2.082	2.082	2.082	2.082	2.082	2.082	2.082	2.082	2.082	2.082	2.082	2.225	2.41	2.249	2.113	1.875	1.549	1.709
CIRC-CARDIOVASC QUAL	2.291	2.291	2.291	2.291	2.291	2.291	2.291	2.291	2.291	2.291	2.291	2.291	2.291	2.291	2.799	2.974	3.044	2.962	3.036	2.836	2.714	2.346	2.434	2.806
EPIGENET CHROMATIN	3.125	3.125	3.125	3.125	3.125	3.125	3.125	3.125	3.125	3.125	3.125	3.125	3.125	3.125	2.543	2.232	2.282	2.35	2.128	2.557	2.612	2.256	2.084	2.145
CONSERV LETT	2.297	2.297	2.297	2.297	2.297	2.297	2.297	2.297	2.297	2.297	2.297	2.297	2.297	2.297	2.485	1.874	2.157	2.69	2.808	2.655	2.942	2.845	2.849	2.705
EPIGENETICS-US	1.853	1.853	1.853	1.853	1.853	1.853	1.853	1.853	1.853	1.853	1.853	1.853	1.853	1.853	1.565	1.811	1.903	1.752	1.643	1.589	1.565	1.686	1.398	1.345
SIAM J IMAGING SCI	2.661	2.661	2.661	2.661	2.661	2.661	2.661	2.661	2.661	2.661	2.661	2.661	2.661	2.661	3.537	3.995	4.493	3.168	2.193	2.091	2.037	1.931	1.851	1.705
ALTEX-ALTERN ANIM EX	0.229	0.229	0.229	0.229	0.229	0.229	0.229	0.229	0.229	0.229	0.229	0.229	0.229	0.229	0.378	0.326	0.54	0.82	1.066	0.842	1.097	1.04	1.204	1.189
CIRC-CARDIOVASC INTE	1.75	1.75	1.75	1.75	1.75	1.75	1.75	1.75	1.75	1.75	1.75	1.75	1.75	1.75	2.862	2.601	2.932	2.93	2.906	3.173	2.888	2.519	2.775	2.553
CLIN LIVER DIS	0.929	0.929	0.929	0.929	0.929	0.929	0.929	0.929	0.929	0.929	0.929	0.929	0.929	0.929	0.929	0.929	0.929	0.902	1.03	0.98	1.358	1.301	1.391	1.731
NANOSCALE	1.24	1.24	1.24	1.24	1.24	1.24	1.24	1.24	1.24	1.24	1.24	1.24	1.24	1.24	1.566	1.643	1.621	1.74	1.783	1.719	1.704	1.59	1.522	1.475
CELL DIV	1.974	1.974	1.974	1.974	1.974	1.974	1.974	1.974	1.974	1.974	1.974	1.974	1.974	1.974	1.882	1.65	1.493	1.069	1.183	0.736	1.202	1.157	1.667	1.639
CRYSTALLOGR REV	1.086	1.086	1.086	1.086	1.086	1.086	1.086	1.086	1.086	1.086	1.086	1.086	1.086	1.086	1.086	1.086	1.086	1.092	0.664	0.692	0.711	0.966	1.144	1.267
FRONT BIOSCI-LANDMRK	1.142	1.142	1.142	1.142	1.142	1.142	1.142	1.142	1.142	1.142	1.142	1.142	1.142	1.142	1.152	1.056	1.111	1.014	0.899	0.794	0.7	0.601	0.671	0.798
BIOENERG RES	0.982	0.982	0.982	0.982	0.982	0.982	0.982	0.982	0.982	0.982	0.982	0.982	0.982	0.982	1.328	1.548	1.151	1.112	0.965	0.74	0.84	0.665	0.609	0.518
FRONT NEURAL CIRCUIT	2.862	2.862	2.862	2.862	2.862	2.862	2.862	2.862	2.862	2.862	2.862	2.862	2.862	2.862	3.381	2.747	1.931	1.543	1.727	1.535	1.555	1.645	1.598	1.63
ASN NEURO	1.429	1.429	1.429	1.429	1.429	1.429	1.429	1.429	1.429	1.429	1.429	1.429	1.429	1.429	1.395	1.222	1.398	1.391	1.412	1.145	1.225	1.053	0.994	0.915
J CIV ENG MANAG	0.251	0.251	0.251	0.251	0.251	0.251	0.251	0.251	0.251	0.251	0.251	0.251	0.251	0.251	0.251	0.251	0.251	0.26	0.342	0.278	0.29	0.278	0.293	0.431
IEEE COMMUN SURV TUT	3.081	3.081	3.081	3.081	3.081	3.081	3.081	3.081	3.081	3.081	3.081	3.081	3.081	3.081	2.301	2.496	3.232	3.916	4.125	5.17	5.532	5.784	5.951	6.344
CRYOSPHERE	1.587	1.587	1.587	1.587	1.587	1.587	1.587	1.587	1.587	1.587	1.587	1.587	1.587	1.587	1.662	2.316	2.143	2.366	2.349	2.24	2.211	2.199	1.736	1.911
FRONT CELL NEUROSCI	1.44	1.44	1.44	1.44	1.44	1.44	1.44	1.44	1.44	1.44	1.44	1.44	1.44	1.44	1.877	2.045	1.402	1.35	1.413	1.569	1.542	1.478	1.293	1.464
REV AQUACULT	0.842	0.842	0.842	0.842	0.842	0.842	0.842	0.842	0.842	0.842	0.842	0.842	0.842	0.842	1.13	1.392	1.056	1.4	1.203	1.597	1.552	1.787	1.533	1.773
EPIGENOMICS-UK	2.06	2.06	2.06	2.06	2.06	2.06	2.06	2.06	2.06	2.06	2.06	2.06	2.06	2.06	0.882	1.158	1.875	1.497	1.481	1.431	1.349	1.501	1.367	1.326
