Full Journal Title,JCR Abbreviated Title,ISSN,Total Cites,Journal Impact Factor,Impact Factor without Journal Self Cites,5-Year Impact Factor,Immediacy Index,Citable Items,Cited Half-Life,Citing Half-life,Eigenfactor Score,Article Influence Score,% Articles in Citable Items,Average Journal Impact Factor Percentile,Normalized Eigenfactor
JOURNAL OF OCCUPATIONAL AND ENVIRONMENTAL HYGIENE,J OCCUP ENVIRON HYG,1545-9624,"3,086",2.155,2.025,2.528,0.540,63,6.8,9.2,0.003420,0.657,96.83,31.808,0.71733
JOURNAL OF OCCUPATIONAL AND ENVIRONMENTAL MEDICINE,J OCCUP ENVIRON MED,1076-2752,"8,499",2.162,1.918,2.309,0.510,239,9.5,8.5,0.007360,0.663,99.58,34.729,1.54246
JOURNAL OF OCCUPATIONAL AND ORGANIZATIONAL PSYCHOLOGY,J OCCUP ORGAN PSYCH,0963-1798,"6,747",4.561,4.451,6.341,0.978,44,11.2,12.3,0.003840,2.054,100.00,67.346,0.80645
JOURNAL OF OCCUPATIONAL HEALTH,J OCCUP HEALTH,1341-9145,"4,284",2.708,2.504,2.674,0.558,95,15.8,8.6,0.002040,0.633,91.58,51.478,0.42767
Journal of Occupational Health Psychology,J OCCUP HEALTH PSYCH,1076-8998,"7,085",7.250,7.023,10.796,1.440,25,9.2,10.6,0.007150,3.375,96.00,93.351,1.49991
Journal of Occupational Medicine and Toxicology,J OCCUP MED TOXICOL,1745-6673,"1,179",2.646,2.554,2.460,0.297,37,7.0,9.3,0.001050,0.518,89.19,49.507,0.22120
JOURNAL OF OCCUPATIONAL REHABILITATION,J OCCUP REHABIL,1053-0487,"3,112",3.489,2.782,3.399,1.111,90,7.9,8.2,0.002620,0.841,84.44,89.327,0.54990
Journal of Ocean Engineering and Science,J OCEAN ENG SCI,2468-0133,519,3.408,2.974,3.319,1.906,32,2.4,7.4,0.000730,0.519,96.88,81.250,0.15451
Journal of Ocean University of China,J OCEAN U CHINA,1672-5182,"1,552",0.913,0.873,1.012,0.225,151,6.0,11.3,0.001440,0.190,98.68,19.231,0.30366
JOURNAL OF OCEANOGRAPHY,J OCEANOGR,0916-8370,"2,773",1.840,1.753,2.083,0.240,50,13.4,12.7,0.001570,0.608,96.00,37.692,0.33064
Journal of Oceanology and Limnology,J OCEANOL LIMNOL,2096-5508,606,1.265,1.178,1.276,0.439,228,1.9,10.9,0.001000,0.251,97.81,21.795,0.20976
JOURNAL OF OCULAR PHARMACOLOGY AND THERAPEUTICS,J OCUL PHARMACOL TH,1080-7683,"3,056",2.671,2.443,2.397,0.758,91,7.7,8.0,0.002360,0.543,97.80,42.221,0.49514
Journal of Official Statistics,J OFF STAT,0282-423X,"1,326",0.920,0.800,1.168,0.211,38,16.8,10.7,0.001210,0.601,100.00,14.850,0.25397
Journal of Official Statistics,J OFF STAT,0282-423X,"1,326",0.920,0.800,1.168,0.211,38,16.8,10.7,0.001210,0.601,100.00,14.850,0.25397
JOURNAL OF OFFSHORE MECHANICS AND ARCTIC ENGINEERING-TRANSACTIONS OF THE ASME,J OFFSHORE MECH ARCT,0892-7219,"1,813",1.355,1.249,1.377,0.516,95,8.9,9.6,0.001270,0.304,98.95,24.988,0.26718
Journal of Oil Palm Research,J OIL PALM RES,****-****,906,2.057,1.610,1.652,0.121,66,5.5,10.3,0.000590,0.205,93.94,34.375,0.12472
Journal of Oleo Science,J OLEO SCI,1345-8957,"2,814",1.601,1.474,1.768,0.233,172,6.4,9.7,0.001990,0.271,97.67,26.121,0.41790
Journal of Oncology,J ONCOL,1687-8450,"3,020",4.375,4.313,4.499,0.576,205,4.5,6.3,0.003470,0.950,80.49,53.099,0.72767
JOURNAL OF ONCOLOGY PHARMACY PRACTICE,J ONCOL PHARM PRACT,1078-1552,"1,993",1.809,1.531,1.877,0.407,506,3.5,6.8,0.002950,0.445,86.36,12.277,0.61875
Journal of Oncology Practice,J ONCOL PRACT,1554-7477,"5,368",3.840,3.840,4.347,Not Available,0,4.5,Not Available,0.013910,1.632,Not Available,43.182,2.91537
Journal of Operational Oceanography,J OPER OCEANOGR,1755-876X,585,3.471,2.941,4.159,0.654,26,5.1,9.4,0.001320,1.206,100.00,70.143,0.27840
Journal of Operational Risk,J OPER RISK,1744-6740,113,0.344,0.281,0.346,0.267,15,9.4,7.2,0.000060,0.074,100.00,0.463,0.01292
JOURNAL OF OPERATIONS MANAGEMENT,J OPER MANAG,0272-6963,"13,770",6.970,5.866,13.023,1.917,60,11.6,11.4,0.005400,3.032,98.33,86.507,1.13166
JOURNAL OF OPERATIONS MANAGEMENT,J OPER MANAG,0272-6963,"13,770",6.970,5.866,13.023,1.917,60,11.6,11.4,0.005400,3.032,98.33,86.507,1.13166
JOURNAL OF OPERATOR THEORY,J OPERAT THEOR,0379-4024,"1,123",1.013,1.000,0.755,0.237,38,17.2,19.6,0.001640,0.755,100.00,53.485,0.34516
Journal of Ophthalmology,J OPHTHALMOL,2090-004X,"4,302",1.909,1.803,2.271,0.300,370,4.3,7.8,0.008280,0.578,87.84,28.226,1.73595
Journal of Optical Communications and Networking,J OPT COMMUN NETW,1943-0620,"3,407",3.984,3.584,3.180,1.651,86,3.9,4.1,0.005130,0.679,98.84,74.325,1.07509
JOURNAL OF OPTICAL TECHNOLOGY,J OPT TECHNOL+,1070-9762,752,0.422,0.307,0.402,0.073,123,7.3,9.9,0.000500,0.066,98.37,2.525,0.10661
Journal of Optics,J OPTICS-UK,2040-8978,"6,723",2.516,2.372,2.402,0.535,288,4.5,8.0,0.012630,0.649,97.57,58.081,2.64762
JOURNAL OF OPTIMIZATION THEORY AND APPLICATIONS,J OPTIMIZ THEORY APP,0022-3239,"8,914",2.249,1.959,2.310,0.500,208,11.7,12.0,0.010630,1.015,100.00,61.850,2.22862
JOURNAL OF OPTOELECTRONICS AND ADVANCED MATERIALS,J OPTOELECTRON ADV M,1454-4164,"2,096",0.587,0.437,0.466,0.066,91,12.3,7.9,0.000490,0.063,100.00,4.152,0.10449
Journal of Oral & Facial Pain and Headache,J ORAL FACIAL PAIN H,2333-0384,899,1.871,1.723,2.123,0.682,44,5.4,10.3,0.001010,0.434,79.55,24.725,0.21324
JOURNAL OF ORAL AND MAXILLOFACIAL SURGERY,J ORAL MAXIL SURG,0278-2391,"17,785",1.895,1.629,2.256,0.617,345,10.8,8.8,0.011190,0.576,90.43,28.022,2.34486
Journal of Oral Implantology,J ORAL IMPLANTOL,0160-6972,"1,970",1.779,1.672,1.766,0.533,60,7.5,8.9,0.001520,0.382,95.00,19.231,0.32042
Journal of Oral Microbiology,J ORAL MICROBIOL,****-****,"1,469",5.474,5.132,5.660,1.373,51,4.2,8.0,0.001980,1.189,88.24,77.737,0.41563
JOURNAL OF ORAL PATHOLOGY & MEDICINE,J ORAL PATHOL MED,0904-2512,"6,375",4.253,4.051,3.413,0.789,171,9.5,7.0,0.004060,0.617,80.12,78.072,0.85099
JOURNAL OF ORAL REHABILITATION,J ORAL REHABIL,0305-182X,"7,769",3.837,3.211,3.786,0.895,228,10.1,8.7,0.004710,0.802,84.65,79.670,0.98753
Journal of Oral Science,J ORAL SCI,1343-4934,"1,802",1.556,1.533,1.756,0.455,101,8.2,11.4,0.001540,0.385,86.14,10.144,0.32276
JOURNAL OF ORGANIC CHEMISTRY,J ORG CHEM,0022-3263,"101,397",4.354,3.940,4.082,1.205,"1,501",11.2,7.6,0.060200,0.793,100.00,79.825,12.61267
Journal of Organizational and End User Computing,J ORGAN END USER COM,1546-2234,476,4.349,4.163,2.808,0.739,23,4.2,9.9,0.000390,0.387,100.00,67.029,0.08265
Journal of Organizational and End User Computing,J ORGAN END USER COM,1546-2234,476,4.349,4.163,2.808,0.739,23,4.2,9.9,0.000390,0.387,100.00,67.029,0.08265
JOURNAL OF ORGANIZATIONAL BEHAVIOR,J ORGAN BEHAV,0894-3796,"19,048",8.174,7.854,10.952,1.250,72,12.7,11.8,0.012670,3.488,79.17,89.205,2.65599
JOURNAL OF ORGANIZATIONAL BEHAVIOR MANAGEMENT,J ORGAN BEHAV MANAGE,0160-8061,712,1.677,0.806,2.138,0.154,26,12.0,11.5,0.000240,0.297,92.31,18.274,0.05127
JOURNAL OF ORGANIZATIONAL CHANGE MANAGEMENT,J ORGAN CHANGE MANAG,0953-4814,"2,642",2.293,1.951,2.420,0.255,98,10.5,12.0,0.001330,0.405,97.96,21.903,0.27871
JOURNAL OF ORGANIZATIONAL COMPUTING AND ELECTRONIC COMMERCE,J ORG COMP ELECT COM,1091-9392,593,2.571,2.029,2.777,0.696,23,6.6,10.4,0.000500,0.522,95.65,44.166,0.10584
JOURNAL OF ORGANOMETALLIC CHEMISTRY,J ORGANOMET CHEM,0022-328X,"18,676",2.369,2.179,2.018,0.714,322,14.0,8.8,0.006940,0.308,96.58,48.480,1.45482
JOURNAL OF ORNITHOLOGY,J ORNITHOL,2193-7192,"3,598",1.745,1.648,1.882,0.544,147,8.6,12.9,0.003390,0.565,99.32,69.643,0.71216
Journal of Orofacial Orthopedics-Fortschritte der Kieferorthopadie,J OROFAC ORTHOP,1434-5293,"1,073",1.938,1.769,1.824,0.431,58,9.2,11.7,0.000940,0.461,96.55,30.220,0.19791
JOURNAL OF ORTHOPAEDIC & SPORTS PHYSICAL THERAPY,J ORTHOP SPORT PHYS,0190-6011,"9,650",4.751,4.469,5.084,1.271,70,10.3,6.9,0.007160,1.490,71.43,90.178,1.50153
JOURNAL OF ORTHOPAEDIC RESEARCH,J ORTHOP RES,0736-0266,"18,355",3.494,3.121,3.755,0.867,481,9.8,8.3,0.012800,0.875,93.56,77.439,2.68368
JOURNAL OF ORTHOPAEDIC SCIENCE,J ORTHOP SCI,0949-2658,"4,472",1.601,1.542,1.801,0.652,181,7.7,10.0,0.004610,0.502,96.13,27.439,0.96663
Journal of Orthopaedic Surgery,J ORTHOP SURG-HONG K,1022-5536,"2,058",1.118,1.055,1.474,0.321,209,5.5,9.0,0.003050,0.426,87.56,14.344,0.64037
Journal of Orthopaedic Surgery and Research,J ORTHOP SURG RES,1749-799X,"5,000",2.359,2.193,2.690,0.352,571,3.7,7.2,0.009200,0.679,90.19,49.390,1.92858
Journal of Orthopaedic Translation,J ORTHOP TRANSL,2214-031X,"1,309",5.191,4.734,5.907,1.389,113,3.0,8.0,0.002000,1.064,82.30,93.293,0.41988
JOURNAL OF ORTHOPAEDIC TRAUMA,J ORTHOP TRAUMA,0890-5339,"10,850",2.512,2.219,3.024,0.722,223,9.2,8.3,0.011110,0.902,95.96,50.104,2.32904
Journal of Orthopaedics and Traumatology,J ORTHOP TRAUMATOL,1590-9921,"1,255",2.907,2.884,3.451,0.227,22,5.7,8.6,0.001890,0.952,77.27,64.024,0.39622
Journal of Otolaryngology-Head & Neck Surgery,J OTOLARYNGOL-HEAD N,1916-0216,"2,765",2.441,2.372,2.927,2.299,77,8.0,6.6,0.002780,0.828,79.22,60.227,0.58385
Journal of Outdoor Recreation and Tourism-Research Planning and Management,J OUTDOOR REC TOUR,2213-0780,818,2.803,2.487,3.473,1.098,51,3.9,9.5,0.001120,0.594,100.00,33.621,0.23583
Journal of Ovarian Research,J OVARIAN RES,****-****,"2,826",4.234,4.099,3.972,0.641,142,4.1,6.2,0.003810,0.810,87.32,81.667,0.79882
Journal of Ovonic Research,J OVONIC RES,1842-2403,314,1.165,0.969,0.941,0.227,44,4.4,8.9,0.000250,0.122,100.00,14.284,0.05397
Journal of Pacific Rim Psychology,J PAC RIM PSYCHOL,1834-4909,269,1.557,1.525,1.732,0.714,21,4.3,10.7,0.000470,0.474,90.48,36.071,0.09925
JOURNAL OF PAEDIATRICS AND CHILD HEALTH,J PAEDIATR CHILD H,1034-4810,"5,724",1.954,1.722,2.137,0.588,403,7.9,7.0,0.005860,0.639,91.81,38.372,1.22913
JOURNAL OF PAIN,J PAIN,1526-5900,"13,655",5.820,5.656,7.061,1.270,100,7.9,9.4,0.014690,2.159,87.00,81.599,3.07927
JOURNAL OF PAIN AND SYMPTOM MANAGEMENT,J PAIN SYMPTOM MANAG,0885-3924,"15,063",3.612,3.301,4.556,2.947,282,7.8,7.3,0.015920,1.376,87.23,67.256,3.33737
Journal of Pain Research,J PAIN RES,1178-7090,"5,058",3.133,2.929,3.507,0.469,335,3.4,7.6,0.010270,0.874,88.66,45.433,2.15252
Journal of Palaeogeography-English,J PALAEOGEOG-ENGLISH,2095-3836,492,2.519,2.519,3.060,2.286,7,4.5,19.5,0.000860,0.723,100.00,67.646,0.18093
JOURNAL OF PALEOLIMNOLOGY,J PALEOLIMNOL,0921-2728,"4,292",1.930,1.748,2.244,0.467,60,13.0,12.7,0.001540,0.547,98.33,33.563,0.32428
JOURNAL OF PALEONTOLOGY,J PALEONTOL,0022-3360,"5,886",1.471,1.312,1.766,0.560,91,23.5,26.6,0.002040,0.499,98.90,36.111,0.42876
JOURNAL OF PALESTINE STUDIES,J PALESTINE STUD,0377-919X,557,1.267,1.222,0.943,0.200,25,17.5,7.1,0.000830,0.763,100.00,58.125,0.17438
JOURNAL OF PALLIATIVE CARE,J PALLIAT CARE,0825-8597,"1,241",2.250,2.156,2.033,0.451,71,13.9,7.5,0.000730,0.592,84.51,36.521,0.15315
JOURNAL OF PALLIATIVE CARE,J PALLIAT CARE,0825-8597,"1,241",2.250,2.156,2.033,0.451,71,13.9,7.5,0.000730,0.592,84.51,36.521,0.15315
JOURNAL OF PALLIATIVE MEDICINE,J PALLIAT MED,1096-6218,"8,370",2.947,2.547,3.470,0.870,307,7.1,6.5,0.010440,1.099,93.49,56.019,2.18818
JOURNAL OF PARALLEL AND DISTRIBUTED COMPUTING,J PARALLEL DISTR COM,0743-7315,"4,371",3.734,3.600,2.976,1.778,162,4.1,6.3,0.004770,0.621,100.00,83.182,0.99983
JOURNAL OF PARASITOLOGY,J PARASITOL,0022-3395,"9,807",1.276,1.181,1.486,0.362,94,19.9,11.9,0.001910,0.374,95.74,14.474,0.40192
JOURNAL OF PARENTERAL AND ENTERAL NUTRITION,JPEN-PARENTER ENTER,0148-6071,"8,052",4.016,3.359,4.851,1.179,308,6.9,7.3,0.006850,1.067,87.34,56.742,1.43583
Journal of Parkinsons Disease,J PARKINSON DIS,1877-7171,"3,562",5.568,5.206,5.732,1.789,166,4.0,7.2,0.006390,1.514,79.52,77.473,1.33890
JOURNAL OF PATHOLOGY,J PATHOL,0022-3417,"22,441",7.996,7.875,8.151,2.862,152,10.4,6.4,0.017610,2.366,82.24,89.330,3.68998
Journal of Pathology Clinical Research,J PATHOL CLIN RES,****-****,685,5.638,5.574,5.373,1.111,45,3.3,5.9,0.001970,1.629,97.78,85.065,0.41472
Journal of Patient Safety,J PATIENT SAF,1549-8417,"1,525",2.844,2.785,3.616,1.422,116,3.8,10.0,0.002620,1.077,85.34,55.882,0.55087
Journal of Patient Safety,J PATIENT SAF,1549-8417,"1,525",2.844,2.785,3.616,1.422,116,3.8,10.0,0.002620,1.077,85.34,55.882,0.55087
JOURNAL OF PEACE RESEARCH,J PEACE RES,0022-3433,"6,610",4.054,3.604,5.035,1.587,104,10.3,9.7,0.008860,3.053,100.00,87.392,1.85718
JOURNAL OF PEASANT STUDIES,J PEASANT STUD,0306-6150,"5,620",6.461,5.500,7.208,1.707,92,7.2,7.5,0.007430,2.497,100.00,96.667,1.55671
Journal of Pediatric and Adolescent Gynecology,J PEDIATR ADOL GYNEC,1083-3188,"2,830",1.814,1.571,2.345,1.025,121,5.7,7.9,0.004090,0.676,89.26,24.433,0.85740
JOURNAL OF PEDIATRIC ENDOCRINOLOGY & METABOLISM,J PEDIATR ENDOCR MET,0334-018X,"3,827",1.634,1.466,1.608,0.321,212,7.5,9.1,0.003540,0.353,89.15,17.682,0.74238
JOURNAL OF PEDIATRIC GASTROENTEROLOGY AND NUTRITION,J PEDIATR GASTR NUTR,0277-2116,"15,311",2.839,2.534,3.397,1.308,305,8.0,7.1,0.014850,0.923,93.77,40.441,3.11330
Journal of Pediatric Health Care,J PEDIATR HEALTH CAR,0891-5245,"1,715",1.812,1.688,2.037,0.836,55,7.0,5.9,0.001860,0.554,90.91,36.164,0.38972
Journal of Pediatric Health Care,J PEDIATR HEALTH CAR,0891-5245,"1,715",1.812,1.688,2.037,0.836,55,7.0,5.9,0.001860,0.554,90.91,36.164,0.38972
JOURNAL OF PEDIATRIC HEMATOLOGY ONCOLOGY,J PEDIAT HEMATOL ONC,1077-4114,"4,840",1.289,1.237,1.337,0.457,276,8.7,9.2,0.004320,0.357,90.22,8.914,0.90610
Journal of Pediatric Infectious Diseases,J PEDIAT INF DIS-GER,1305-7707,103,0.293,0.273,0.262,0.118,68,4.4,8.3,0.000130,0.068,89.71,1.397,0.02729
Journal of Pediatric Nursing-Nursing Care of Children & Families,J PEDIATR NURS,0882-5963,"3,524",2.145,1.981,2.681,0.899,198,5.4,6.8,0.004700,0.670,90.91,57.631,0.98483
Journal of Pediatric Nursing-Nursing Care of Children & Families,J PEDIATR NURS,0882-5963,"3,524",2.145,1.981,2.681,0.899,198,5.4,6.8,0.004700,0.670,90.91,57.631,0.98483
Journal of Pediatric Oncology Nursing,J PEDIATR ONCOL NURS,1043-4542,"1,338",1.636,1.468,2.043,0.226,53,9.2,7.6,0.001090,0.509,75.47,26.660,0.22855
Journal of Pediatric Oncology Nursing,J PEDIATR ONCOL NURS,1043-4542,"1,338",1.636,1.468,2.043,0.226,53,9.2,7.6,0.001090,0.509,75.47,26.660,0.22855
JOURNAL OF PEDIATRIC OPHTHALMOLOGY & STRABISMUS,J PEDIAT OPHTH STRAB,0191-3913,"1,775",1.402,1.366,1.404,0.140,50,16.0,10.5,0.001120,0.435,96.00,15.157,0.23467
JOURNAL OF PEDIATRIC ORTHOPAEDICS,J PEDIATR ORTHOPED,0271-6798,"9,519",2.324,1.964,2.371,0.591,276,11.7,10.4,0.007230,0.674,95.29,51.799,1.51588
JOURNAL OF PEDIATRIC ORTHOPAEDICS-PART B,J PEDIATR ORTHOP B,1060-152X,"1,930",1.041,0.974,1.072,0.424,92,10.2,13.2,0.001650,0.322,92.39,9.087,0.34692
JOURNAL OF PEDIATRIC PSYCHOLOGY,J PEDIATR PSYCHOL,0146-8693,"8,627",3.191,2.844,3.779,0.907,107,10.6,9.0,0.005710,1.104,82.24,66.026,1.19798
JOURNAL OF PEDIATRIC SURGERY,J PEDIATR SURG,0022-3468,"20,364",2.545,2.195,2.606,0.627,496,10.7,8.5,0.014870,0.666,93.95,56.875,3.11715
Journal of Pediatric Urology,J PEDIATR UROL,1477-5131,"4,089",1.830,1.493,2.190,0.424,264,5.2,9.1,0.005410,0.504,90.15,28.805,1.13404
JOURNAL OF PEDIATRICS,J PEDIATR-US,0022-3476,"39,713",4.406,4.193,5.042,1.972,392,10.0,7.2,0.040550,1.706,96.68,91.860,8.49569
Journal of Pension Economics & Finance,J PENSION ECON FINAN,1474-7472,672,0.840,0.660,1.895,1.000,27,9.1,10.3,0.000950,0.816,100.00,10.500,0.20074
JOURNAL OF PEPTIDE SCIENCE,J PEPT SCI,1075-2617,"2,651",1.905,1.832,2.244,0.436,55,8.0,10.9,0.001920,0.435,92.73,17.673,0.40327
JOURNAL OF PERFORMANCE OF CONSTRUCTED FACILITIES,J PERFORM CONSTR FAC,0887-3828,"3,557",2.372,2.161,2.255,0.619,176,5.7,8.8,0.003680,0.454,98.30,44.179,0.77203
Journal of PeriAnesthesia Nursing,J PERIANESTH NURS,1089-9472,990,1.084,0.920,1.274,0.390,100,5.4,6.8,0.001060,0.257,94.00,15.855,0.22224
Journal of PeriAnesthesia Nursing,J PERIANESTH NURS,1089-9472,990,1.084,0.920,1.274,0.390,100,5.4,6.8,0.001060,0.257,94.00,15.855,0.22224
JOURNAL OF PERINATAL & NEONATAL NURSING,J PERINAT NEONAT NUR,0893-2190,944,1.638,1.588,1.619,0.351,37,8.5,5.9,0.000890,0.449,89.19,28.839,0.18809
JOURNAL OF PERINATAL & NEONATAL NURSING,J PERINAT NEONAT NUR,0893-2190,944,1.638,1.588,1.619,0.351,37,8.5,5.9,0.000890,0.449,89.19,28.839,0.18809
JOURNAL OF PERINATAL MEDICINE,J PERINAT MED,0300-5577,"3,378",1.901,1.737,1.896,0.762,122,8.2,7.4,0.003300,0.521,90.16,29.168,0.69327
Journal of Perinatology,J PERINATOL,0743-8346,"8,794",2.521,2.214,3.021,0.824,340,7.4,7.3,0.010300,0.921,88.82,51.812,2.15854
Journal of Periodontal and Implant Science,J PERIODONTAL IMPLAN,2093-2278,718,2.614,2.543,2.240,0.333,36,5.2,9.0,0.000810,0.450,94.44,54.396,0.16996
JOURNAL OF PERIODONTAL RESEARCH,J PERIODONTAL RES,0022-3484,"5,801",4.419,4.190,4.282,1.272,136,8.4,8.8,0.004260,0.880,88.24,86.264,0.89384
JOURNAL OF PERIODONTOLOGY,J PERIODONTOL,0022-3492,"20,398",6.993,6.082,5.808,1.457,282,12.3,8.2,0.010000,1.204,96.45,97.253,2.09564
JOURNAL OF PERSONALITY,J PERS,0022-3506,"12,089",5.117,4.760,5.550,1.256,129,15.6,10.9,0.007210,2.048,99.22,91.538,1.51095
JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,J PERS SOC PSYCHOL,0022-3514,"97,124",7.673,7.350,10.400,3.648,128,22.2,12.5,0.024740,4.517,100.00,96.154,5.18405
JOURNAL OF PERSONALITY ASSESSMENT,J PERS ASSESS,0022-3891,"11,645",3.777,3.397,3.932,1.817,131,20.8,11.1,0.004000,1.266,98.47,70.317,0.83819
JOURNAL OF PERSONALITY DISORDERS,J PERS DISORD,0885-579X,"4,261",3.132,2.943,3.767,1.452,73,10.6,10.9,0.003180,1.200,98.63,55.594,0.66777
Journal of Personalized Medicine,J PERS MED,****-****,"1,071",4.945,4.560,4.994,0.519,283,2.7,6.0,0.002290,1.395,73.50,84.263,0.48141
Journal of Personnel Psychology,J PERS PSYCHOL,1866-5888,734,1.375,1.275,2.480,0.200,20,7.5,11.6,0.000810,0.790,100.00,13.855,0.17035
JOURNAL OF PEST SCIENCE,J PEST SCI,1612-4758,"4,770",5.918,5.280,5.955,1.529,172,4.1,9.3,0.006030,1.140,94.77,98.529,1.26438
JOURNAL OF PESTICIDE SCIENCE,J PESTIC SCI,1348-589X,"1,070",1.519,1.519,1.596,Not Available,0,11.2,Not Available,0.000520,0.307,Not Available,49.510,0.10981
Journal of Petroleum Exploration and Production Technology,J PET EXPLOR PROD TE,2190-0558,"1,783",2.077,1.679,2.116,0.781,301,2.6,9.7,0.001880,0.312,91.36,42.387,0.39486
JOURNAL OF PETROLEUM GEOLOGY,J PETROL GEOL,0141-6421,"1,505",2.372,2.233,2.680,0.450,20,15.7,15.7,0.000700,0.688,100.00,41.457,0.14851
JOURNAL OF PETROLEUM SCIENCE AND ENGINEERING,J PETROL SCI ENG,0920-4105,"25,616",4.346,3.498,4.376,1.223,"1,170",3.8,8.4,0.026510,0.723,97.26,77.917,5.55440
JOURNAL OF PETROLOGY,J PETROL,0022-3530,"18,667",4.515,4.353,5.070,0.983,60,16.8,13.9,0.007950,1.860,100.00,86.932,1.66560
Journal of Pharmaceutical Analysis,J PHARM ANAL,2095-1779,"2,862",4.769,4.685,Not Available,10.762,63,3.9,7.2,0.002530,Not Available,73.02,74.000,0.53083
JOURNAL OF PHARMACEUTICAL AND BIOMEDICAL ANALYSIS,J PHARMACEUT BIOMED,0731-7085,"25,684",3.935,3.681,3.563,1.139,683,6.6,6.8,0.019050,0.597,94.00,65.571,3.99191
Journal of Pharmaceutical Innovation,J PHARM INNOV,1872-5120,789,2.750,2.547,2.722,0.582,141,5.0,8.2,0.000670,0.415,90.07,36.545,0.14148
JOURNAL OF PHARMACEUTICAL SCIENCES,J PHARM SCI-US,0022-3549,"29,179",3.534,3.158,3.990,1.144,368,10.8,8.5,0.013450,0.672,92.93,53.798,2.81968
JOURNAL OF PHARMACOKINETICS AND PHARMACODYNAMICS,J PHARMACOKINET PHAR,1567-567X,"1,807",2.745,2.598,2.751,0.796,54,8.1,9.7,0.002000,0.807,88.89,35.818,0.41935
JOURNAL OF PHARMACOLOGICAL AND TOXICOLOGICAL METHODS,J PHARMACOL TOX MET,1056-8719,"2,757",1.950,1.714,2.521,0.731,67,8.2,8.7,0.002140,0.542,94.03,15.372,0.44941
JOURNAL OF PHARMACOLOGICAL SCIENCES,J PHARMACOL SCI,1347-8613,"5,202",3.337,3.199,3.432,0.630,100,7.3,8.0,0.004180,0.662,94.00,47.455,0.87629
JOURNAL OF PHARMACOLOGY AND EXPERIMENTAL THERAPEUTICS,J PHARMACOL EXP THER,0022-3565,"30,999",4.030,3.937,4.422,1.316,177,14.8,9.0,0.012820,1.141,96.61,60.909,2.68693
JOURNAL OF PHARMACY AND PHARMACEUTICAL SCIENCES,J PHARM PHARM SCI,1482-1826,"2,702",2.327,2.288,2.899,1.574,47,10.1,6.5,0.001260,0.539,82.98,26.000,0.26508
JOURNAL OF PHARMACY AND PHARMACOLOGY,J PHARM PHARMACOL,0022-3573,"11,874",3.765,3.705,3.546,0.982,167,11.7,7.9,0.004710,0.565,88.62,56.182,0.98860
JOURNAL OF PHASE EQUILIBRIA AND DIFFUSION,J PHASE EQUILIB DIFF,1547-7037,"3,360",1.468,1.312,1.626,0.301,73,16.7,18.8,0.001490,0.396,97.26,24.115,0.31230
JOURNAL OF PHILOSOPHY OF EDUCATION,J PHILOS EDUC,0309-8249,"1,073",0.949,0.684,1.258,0.397,126,11.2,12.6,0.000890,0.416,100.00,34.598,0.18774
JOURNAL OF PHONETICS,J PHONETICS,0095-4470,"3,233",2.670,2.400,2.649,0.375,24,12.5,13.8,0.003290,1.221,100.00,86.788,0.69005
JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY A-CHEMISTRY,J PHOTOCH PHOTOBIO A,1010-6030,"19,489",4.291,3.936,3.854,1.522,602,6.1,6.3,0.012170,0.520,100.00,60.185,2.55097
JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY B-BIOLOGY,J PHOTOCH PHOTOBIO B,1011-1344,"17,015",6.252,6.035,5.375,1.817,306,4.9,7.1,0.012740,0.712,98.37,84.641,2.67006
JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY C-PHOTOCHEMISTRY REVIEWS,J PHOTOCH PHOTOBIO C,1389-5567,"4,551",12.927,12.902,14.913,2.917,12,8.3,7.3,0.002960,2.764,0.00,89.815,0.62015
Journal of Photonics for Energy,J PHOTON ENERGY,1947-7988,813,1.836,1.721,2.080,0.297,37,4.4,6.5,0.001310,0.447,100.00,30.672,0.27606
JOURNAL OF PHOTOPOLYMER SCIENCE AND TECHNOLOGY,J PHOTOPOLYM SCI TEC,0914-9244,881,0.518,0.518,0.566,Not Available,0,7.3,Not Available,0.000620,0.094,Not Available,6.250,0.13105
JOURNAL OF PHYCOLOGY,J PHYCOL,0022-3646,"11,073",2.923,2.582,3.091,0.847,170,15.9,11.3,0.003690,0.727,96.47,74.163,0.77336
Journal of Physical Activity & Health,J PHYS ACT HEALTH,1543-3080,"6,124",2.592,2.439,2.752,1.034,149,6.7,7.1,0.006740,0.725,88.59,55.966,1.41299
JOURNAL OF PHYSICAL AND CHEMICAL REFERENCE DATA,J PHYS CHEM REF DATA,0047-2689,"8,106",2.828,2.517,3.727,1.600,10,28.6,14.0,0.001110,1.096,100.00,49.409,0.23398
JOURNAL OF PHYSICAL CHEMISTRY A,J PHYS CHEM A,1089-5639,"63,916",2.781,2.469,2.725,0.872,"1,061",11.1,11.3,0.036600,0.650,99.91,50.738,7.66873
JOURNAL OF PHYSICAL CHEMISTRY B,J PHYS CHEM B,1520-6106,"111,523",2.991,2.680,3.051,0.935,"1,135",13.8,10.4,0.047980,0.732,99.56,42.901,10.05331
