JournalFullName,Journal,ISSN,2021IF,2021AI
JOURNAL OF NEUROVIROLOGY,J NEUROVIROL,1355-0284,3.739,0.753
JOURNAL OF NEW MATERIALS FOR ELECTROCHEMICAL SYSTEMS,J NEW MAT ELECTR SYS,1480-2422,1.316,0.048
JOURNAL OF NEW MUSIC RESEARCH,J NEW MUSIC RES,0929-8215,1.113,0.345
JOURNAL OF NIPPON MEDICAL SCHOOL,J NIPPON MED SCH,1345-4676,1.115,0.211
JOURNAL OF NON-CRYSTALLINE SOLIDS,J NON-CRYST SOLIDS,0022-3093,4.458,0.508
JOURNAL OF NON-EQUILIBRIUM THERMODYNAMICS,J NON-EQUIL THERMODY,0340-0204,4.29,0.411
JOURNAL OF NON-NEWTONIAN FLUID MECHANICS,J NON-NEWTON FLUID,0377-0257,3.112,0.632
Journal of Noncommutative Geometry,J NONCOMMUT GEOM,1661-6952,0.768,0.875
JOURNAL OF NONDESTRUCTIVE EVALUATION,J NONDESTRUCT EVAL,0195-9298,2.588,0.435
Journal of Nonlinear and Convex Analysis,J NONLINEAR CONVEX A,1345-4773,1.016,0.234
Journal of Nonlinear and Variational Analysis,J NONLINEAR VAR ANAL,2560-6921,2.175,0.442
JOURNAL OF NONLINEAR MATHEMATICAL PHYSICS,J NONLINEAR MATH PHY,1402-9251,1.163,0.306
JOURNAL OF NONLINEAR OPTICAL PHYSICS & MATERIALS,J NONLINEAR OPT PHYS,0218-8635,0.981,0.129
JOURNAL OF NONLINEAR SCIENCE,J NONLINEAR SCI,0938-8974,3.443,1.375
JOURNAL OF NONPARAMETRIC STATISTICS,J NONPARAMETR STAT,1048-5252,1.012,0.643
JOURNAL OF NONVERBAL BEHAVIOR,J NONVERBAL BEHAV,0191-5886,4.019,1.244
JOURNAL OF NUCLEAR CARDIOLOGY,J NUCL CARDIOL,1071-3581,3.872,0.818
JOURNAL OF NUCLEAR MATERIALS,J NUCL MATER,0022-3115,3.555,0.601
JOURNAL OF NUCLEAR MEDICINE,J NUCL MED,0161-5505,11.082,2.195
JOURNAL OF NUCLEAR SCIENCE AND TECHNOLOGY,J NUCL SCI TECHNOL,0022-3131,1.126,0.343
JOURNAL OF NUMBER THEORY,J NUMBER THEORY,0022-314X,0.679,0.594
Journal of Numerical Mathematics,J NUMER MATH,1570-2820,4.036,1.21
JOURNAL OF NURSING ADMINISTRATION,J NURS ADMIN,0002-0443,1.806,0.402
JOURNAL OF NURSING CARE QUALITY,J NURS CARE QUAL,1057-3631,1.728,0.42
JOURNAL OF NURSING EDUCATION,J NURS EDUC,0148-4834,2.381,0.484
Journal of Nursing Management,J NURS MANAGE,0966-0429,4.68,0.791
Journal of Nursing Research,J NURS RES,1682-3141,2.517,0.494
JOURNAL OF NURSING SCHOLARSHIP,J NURS SCHOLARSHIP,1527-6546,3.928,0.971
JOURNAL OF NUTRITION,J NUTR,0022-3166,4.687,1.255
JOURNAL OF NUTRITION EDUCATION AND BEHAVIOR,J NUTR EDUC BEHAV,1499-4046,2.822,0.665
Journal of Nutrition Health & Aging,J NUTR HEALTH AGING,1279-7707,5.285,0.975
JOURNAL OF NUTRITIONAL BIOCHEMISTRY,J NUTR BIOCHEM,0955-2863,6.117,0.921
JOURNAL OF NUTRITIONAL SCIENCE AND VITAMINOLOGY,J NUTR SCI VITAMINOL,0301-4800,2.032,0.34
Journal of Obsessive-Compulsive and Related Disorders,J OBSESS-COMPULS REL,2211-3649,2.236,0.495
JOURNAL OF OBSTETRICS AND GYNAECOLOGY,J OBSTET GYNAECOL,0144-3615,1.226,0.276
JOURNAL OF OBSTETRICS AND GYNAECOLOGY RESEARCH,J OBSTET GYNAECOL RE,1341-8076,1.697,0.413
JOURNAL OF OCCUPATIONAL AND ENVIRONMENTAL HYGIENE,J OCCUP ENVIRON HYG,1545-9624,3.359,0.648
JOURNAL OF OCCUPATIONAL AND ENVIRONMENTAL MEDICINE,J OCCUP ENVIRON MED,1076-2752,2.306,0.635
JOURNAL OF OCCUPATIONAL AND ORGANIZATIONAL PSYCHOLOGY,J OCCUP ORGAN PSYCH,0963-1798,5.119,1.781
JOURNAL OF OCCUPATIONAL HEALTH,J OCCUP HEALTH,1341-9145,2.57,0.552
Journal of Occupational Health Psychology,J OCCUP HEALTH PSYCH,1076-8998,7.707,3.586
Journal of Occupational Medicine and Toxicology,J OCCUP MED TOXICOL,1745-6673,2.862,0.564
JOURNAL OF OCCUPATIONAL REHABILITATION,J OCCUP REHABIL,1053-0487,3.134,0.78
Journal of Ocean Engineering and Science,J OCEAN ENG SCI,2468-0133,4.803,0.525
Journal of Ocean University of China,J OCEAN U CHINA,1672-5182,1.179,0.21
JOURNAL OF OCEANOGRAPHY,J OCEANOGR,0916-8370,2,0.679
Journal of Oceanology and Limnology,J OCEANOL LIMNOL,2096-5508,1.554,0.261
JOURNAL OF OCULAR PHARMACOLOGY AND THERAPEUTICS,J OCUL PHARMACOL TH,1080-7683,2.85,0.509
Journal of Official Statistics,J OFF STAT,0282-423X,1.139,0.545
JOURNAL OF OFFSHORE MECHANICS AND ARCTIC ENGINEERING-TRANSACTIONS OF THE ASME,J OFFSHORE MECH ARCT,0892-7219,1.76,0.284
Journal of Oil Palm Research,J OIL PALM RES,1511-2780,1.594,0.18
Journal of Oleo Science,J OLEO SCI,1345-8957,1.628,0.24
Journal of Oncology,J ONCOL,1687-8450,4.501,0.839
JOURNAL OF ONCOLOGY PHARMACY PRACTICE,J ONCOL PHARM PRACT,1078-1552,1.416,0.295
Journal of Oncology Practice,J ONCOL PRACT,1554-7477,3.714,1.554
Journal of Operational Oceanography,J OPER OCEANOGR,1755-876X,4.208,0.748
Journal of Operational Risk,J OPER RISK,1744-6740,0.645,0.1
JOURNAL OF OPERATIONS MANAGEMENT,J OPER MANAG,0272-6963,6.72,2.52
JOURNAL OF OPERATOR THEORY,J OPERAT THEOR,0379-4024,0.905,0.683
Journal of Ophthalmology,J OPHTHALMOL,2090-004X,1.974,0.552
Journal of Optical Communications and Networking,J OPT COMMUN NETW,1943-0620,4.508,0.643
JOURNAL OF OPTICAL TECHNOLOGY,J OPT TECHNOL+,1070-9762,0.412,0.056
Journal of Optics,J OPTICS-UK,2040-8978,2.077,0.593
JOURNAL OF OPTIMIZATION THEORY AND APPLICATIONS,J OPTIMIZ THEORY APP,0022-3239,2.189,0.896
JOURNAL OF OPTOELECTRONICS AND ADVANCED MATERIALS,J OPTOELECTRON ADV M,1454-4164,0.5,0.066
Journal of Oral & Facial Pain and Headache,J ORAL FACIAL PAIN H,2333-0384,2.457,0.608
JOURNAL OF ORAL AND MAXILLOFACIAL SURGERY,J ORAL MAXIL SURG,0278-2391,2.136,0.569
Journal of Oral Implantology,J ORAL IMPLANTOL,0160-6972,1.546,0.413
Journal of Oral Microbiology,J ORAL MICROBIOL,2000-2297,5.833,1.145
JOURNAL OF ORAL PATHOLOGY & MEDICINE,J ORAL PATHOL MED,0904-2512,3.539,0.592
JOURNAL OF ORAL REHABILITATION,J ORAL REHABIL,0305-182X,3.558,0.826
Journal of Oral Science,J ORAL SCI,1343-4934,1.63,0.333
JOURNAL OF ORGANIC CHEMISTRY,J ORG CHEM,0022-3263,4.198,0.743
Journal of Organizational and End User Computing,J ORGAN END USER COM,1546-2234,7.4,0.513
JOURNAL OF ORGANIZATIONAL BEHAVIOR,J ORGAN BEHAV,0894-3796,10.079,3.6
JOURNAL OF ORGANIZATIONAL BEHAVIOR MANAGEMENT,J ORGAN BEHAV MANAGE,0160-8061,1.634,0.297
JOURNAL OF ORGANIZATIONAL CHANGE MANAGEMENT,J ORGAN CHANGE MANAG,0953-4814,2.096,0.397
JOURNAL OF ORGANIZATIONAL COMPUTING AND ELECTRONIC COMMERCE,J ORG COMP ELECT COM,1091-9392,2.237,0.469
JOURNAL OF ORGANOMETALLIC CHEMISTRY,J ORGANOMET CHEM,0022-328X,2.345,0.281
JOURNAL OF ORNITHOLOGY,J ORNITHOL,2193-7192,1.816,0.404
Journal of Orofacial Orthopedics-Fortschritte der Kieferorthopadie,J OROFAC ORTHOP,1434-5293,2.341,0.477
JOURNAL OF ORTHOPAEDIC & SPORTS PHYSICAL THERAPY,J ORTHOP SPORT PHYS,0190-6011,6.276,1.697
JOURNAL OF ORTHOPAEDIC RESEARCH,J ORTHOP RES,0736-0266,3.102,0.812
JOURNAL OF ORTHOPAEDIC SCIENCE,J ORTHOP SCI,0949-2658,1.805,0.524
Journal of Orthopaedic Surgery,J ORTHOP SURG-HONG K,1022-5536,1.482,0.471
Journal of Orthopaedic Surgery and Research,J ORTHOP SURG RES,1749-799X,2.677,0.695
Journal of Orthopaedic Translation,J ORTHOP TRANSL,2214-031X,4.889,0.946
JOURNAL OF ORTHOPAEDIC TRAUMA,J ORTHOP TRAUMA,0890-5339,2.884,0.867
Journal of Orthopaedics and Traumatology,J ORTHOP TRAUMATOL,1590-9921,4.239,1.079
Journal of Otolaryngology-Head & Neck Surgery,J OTOLARYNGOL-HEAD N,1916-0216,4.856,1.151
Journal of Outdoor Recreation and Tourism-Research Planning and Management,J OUTDOOR REC TOUR,2213-0780,3.462,0.538
Journal of Ovarian Research,J OVARIAN RES,1757-2215,5.506,0.879
Journal of Ovonic Research,J OVONIC RES,1842-2403,0.892,0.113
Journal of Pacific Rim Psychology,J PAC RIM PSYCHOL,1834-4909,1.878,0.537
JOURNAL OF PAEDIATRICS AND CHILD HEALTH,J PAEDIATR CHILD H,1034-4810,1.929,0.58
JOURNAL OF PAIN,J PAIN,1526-5900,5.383,2.123
JOURNAL OF PAIN AND SYMPTOM MANAGEMENT,J PAIN SYMPTOM MANAG,0885-3924,5.576,1.503
Journal of Pain Research,J PAIN RES,1178-7090,2.832,0.794
Journal of Palaeogeography-English,J PALAEOGEOG-ENGLISH,2095-3836,2.789,0.675
JOURNAL OF PALEOLIMNOLOGY,J PALEOLIMNOL,0921-2728,2.265,0.56
JOURNAL OF PALEONTOLOGY,J PALEONTOL,0022-3360,1.628,0.444
JOURNAL OF PALESTINE STUDIES,J PALESTINE STUD,0377-919X,0.721,0.465
JOURNAL OF PALLIATIVE CARE,J PALLIAT CARE,0825-8597,1.98,0.523
JOURNAL OF PALLIATIVE MEDICINE,J PALLIAT MED,1096-6218,2.947,0.96
JOURNAL OF PARALLEL AND DISTRIBUTED COMPUTING,J PARALLEL DISTR COM,0743-7315,4.542,0.667
JOURNAL OF PARASITOLOGY,J PARASITOL,0022-3395,1.343,0.344
JOURNAL OF PARENTERAL AND ENTERAL NUTRITION,JPEN-PARENTER ENTER,0148-6071,3.896,0.916
Journal of Parkinsons Disease,J PARKINSON DIS,1877-7171,5.52,1.555
JOURNAL OF PATHOLOGY,J PATHOL,0022-3417,9.883,2.173
Journal of Pathology Clinical Research,J PATHOL CLIN RES,2056-4538,4.373,1.292
Journal of Patient Safety,J PATIENT SAF,1549-8417,2.243,0.543
JOURNAL OF PEACE RESEARCH,J PEACE RES,0022-3433,3.713,2.921
JOURNAL OF PEASANT STUDIES,J PEASANT STUD,0306-6150,5.333,2.107
Journal of Pediatric and Adolescent Gynecology,J PEDIATR ADOL GYNEC,1083-3188,2.046,0.577
JOURNAL OF PEDIATRIC ENDOCRINOLOGY & METABOLISM,J PEDIATR ENDOCR MET,0334-018X,1.52,0.355
JOURNAL OF PEDIATRIC GASTROENTEROLOGY AND NUTRITION,J PEDIATR GASTR NUTR,0277-2116,3.288,0.851
Journal of Pediatric Health Care,J PEDIATR HEALTH CAR,0891-5245,1.838,0.533
JOURNAL OF PEDIATRIC HEMATOLOGY ONCOLOGY,J PEDIAT HEMATOL ONC,1077-4114,1.17,0.352
Journal of Pediatric Infectious Diseases,J PEDIAT INF DIS-GER,1305-7707,0.374,0.085
Journal of Pediatric Nursing-Nursing Care of Children & Families,J PEDIATR NURS,0882-5963,2.523,0.64
Journal of Pediatric Oncology Nursing,J PEDIATR ONCOL NURS,1043-4542,1.966,0.532
JOURNAL OF PEDIATRIC OPHTHALMOLOGY & STRABISMUS,J PEDIAT OPHTH STRAB,0191-3913,1.33,0.449
JOURNAL OF PEDIATRIC ORTHOPAEDICS,J PEDIATR ORTHOPED,0271-6798,2.537,0.729
JOURNAL OF PEDIATRIC ORTHOPAEDICS-PART B,J PEDIATR ORTHOP B,1060-152X,1.473,0.365
JOURNAL OF PEDIATRIC PSYCHOLOGY,J PEDIATR PSYCHOL,0146-8693,3.624,1.102
JOURNAL OF PEDIATRIC SURGERY,J PEDIATR SURG,0022-3468,2.549,0.647
Journal of Pediatric Urology,J PEDIATR UROL,1477-5131,1.921,0.465
JOURNAL OF PEDIATRICS,J PEDIATR-US,0022-3476,6.314,1.777
Journal of Pension Economics & Finance,J PENSION ECON FINAN,1474-7472,2.259,0.67
JOURNAL OF PEPTIDE SCIENCE,J PEPT SCI,1075-2617,2.408,0.433
JOURNAL OF PERFORMANCE OF CONSTRUCTED FACILITIES,J PERFORM CONSTR FAC,0887-3828,2.317,0.453
Journal of PeriAnesthesia Nursing,J PERIANESTH NURS,1089-9472,1.295,0.257
JOURNAL OF PERINATAL & NEONATAL NURSING,J PERINAT NEONAT NUR,0893-2190,2.522,0.5
JOURNAL OF PERINATAL MEDICINE,J PERINAT MED,0300-5577,2.716,0.55
Journal of Perinatology,J PERINATOL,0743-8346,3.225,0.917
Journal of Periodontal and Implant Science,J PERIODONTAL IMPLAN,2093-2278,2.086,0.501
JOURNAL OF PERIODONTAL RESEARCH,J PERIODONTAL RES,0022-3484,3.946,0.769
JOURNAL OF PERIODONTOLOGY,J PERIODONTOL,0022-3492,4.494,1.079
JOURNAL OF PERSONALITY,J PERS,0022-3506,5.429,2.044
JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,J PERS SOC PSYCHOL,0022-3514,8.46,4.395
JOURNAL OF PERSONALITY ASSESSMENT,J PERS ASSESS,0022-3891,3.72,1.344
JOURNAL OF PERSONALITY DISORDERS,J PERS DISORD,0885-579X,3.367,1.004
Journal of Personalized Medicine,J PERS MED,2075-4426,3.508,0.851
Journal of Personnel Psychology,J PERS PSYCHOL,1866-5888,1.625,0.667
JOURNAL OF PEST SCIENCE,J PEST SCI,1612-4758,5.742,0.996
JOURNAL OF PESTICIDE SCIENCE,J PESTIC SCI,1348-589X,2.529,0.465
Journal of Petroleum Exploration and Production Technology,J PET EXPLOR PROD TE,2190-0558,2.508,0.338
JOURNAL OF PETROLEUM GEOLOGY,J PETROL GEOL,0141-6421,2.325,0.637
JOURNAL OF PETROLEUM SCIENCE AND ENGINEERING,J PETROL SCI ENG,0920-4105,5.168,0.701
JOURNAL OF PETROLOGY,J PETROL,0022-3530,4.371,1.716
Journal of Pharmaceutical Analysis,J PHARM ANAL,2095-1779,14.026,1.48
JOURNAL OF PHARMACEUTICAL AND BIOMEDICAL ANALYSIS,J PHARMACEUT BIOMED,0731-7085,3.571,0.515
Journal of Pharmaceutical Innovation,J PHARM INNOV,1872-5120,2.538,0.369
JOURNAL OF PHARMACEUTICAL SCIENCES,J PHARM SCI-US,0022-3549,3.784,0.617
JOURNAL OF PHARMACOKINETICS AND PHARMACODYNAMICS,J PHARMACOKINET PHAR,1567-567X,2.41,0.703
JOURNAL OF PHARMACOLOGICAL AND TOXICOLOGICAL METHODS,J PHARMACOL TOX MET,1056-8719,2.285,0.493
JOURNAL OF PHARMACOLOGICAL SCIENCES,J PHARMACOL SCI,1347-8613,3.578,0.541
JOURNAL OF PHARMACOLOGY AND EXPERIMENTAL THERAPEUTICS,J PHARMACOL EXP THER,0022-3565,4.402,0.935
JOURNAL OF PHARMACY AND PHARMACEUTICAL SCIENCES,J PHARM PHARM SCI,1482-1826,3.337,0.535
JOURNAL OF PHARMACY AND PHARMACOLOGY,J PHARM PHARMACOL,0022-3573,4.81,0.572
JOURNAL OF PHASE EQUILIBRIA AND DIFFUSION,J PHASE EQUILIB DIFF,1547-7037,1.284,0.333
JOURNAL OF PHONETICS,J PHONETICS,0095-4470,2.44,1.138
JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY A-CHEMISTRY,J PHOTOCH PHOTOBIO A,1010-6030,5.141,0.477
JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY B-BIOLOGY,J PHOTOCH PHOTOBIO B,1011-1344,6.814,0.749
JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY C-PHOTOCHEMISTRY REVIEWS,J PHOTOCH PHOTOBIO C,1389-5567,17.176,2.373
Journal of Photonics for Energy,J PHOTON ENERGY,1947-7988,1.729,0.371
JOURNAL OF PHOTOPOLYMER SCIENCE AND TECHNOLOGY,J PHOTOPOLYM SCI TEC,0914-9244,0.738,0.094
JOURNAL OF PHYCOLOGY,J PHYCOL,0022-3646,3.173,0.66
Journal of Physical Activity & Health,J PHYS ACT HEALTH,1543-3080,3,0.739
JOURNAL OF PHYSICAL AND CHEMICAL REFERENCE DATA,J PHYS CHEM REF DATA,0047-2689,5.048,1.201
JOURNAL OF PHYSICAL CHEMISTRY A,J PHYS CHEM A,1089-5639,2.944,0.595
JOURNAL OF PHYSICAL CHEMISTRY B,J PHYS CHEM B,1520-6106,3.466,0.694
Journal of Physical Chemistry C,J PHYS CHEM C,1932-7447,4.177,0.857
Journal of Physical Chemistry Letters,J PHYS CHEM LETT,1948-7185,6.888,1.737
JOURNAL OF PHYSICAL OCEANOGRAPHY,J PHYS OCEANOGR,0022-3670,3.806,1.299
JOURNAL OF PHYSICAL ORGANIC CHEMISTRY,J PHYS ORG CHEM,0894-3230,2.155,0.263
Journal of Physics A-Mathematical and Theoretical,J PHYS A-MATH THEOR,1751-8113,2.331,0.762
JOURNAL OF PHYSICS AND CHEMISTRY OF SOLIDS,J PHYS CHEM SOLIDS,0022-3697,4.383,0.511
JOURNAL OF PHYSICS B-ATOMIC MOLECULAR AND OPTICAL PHYSICS,J PHYS B-AT MOL OPT,0953-4075,1.655,0.549
JOURNAL OF PHYSICS D-APPLIED PHYSICS,J PHYS D APPL PHYS,0022-3727,3.409,0.67
JOURNAL OF PHYSICS G-NUCLEAR AND PARTICLE PHYSICS,J PHYS G NUCL PARTIC,0954-3899,3.519,1.115
JOURNAL OF PHYSICS-CONDENSED MATTER,J PHYS-CONDENS MAT,0953-8984,2.745,0.764
Journal of Physics-Energy,J PHYS-ENERGY,2515-7655,7.528,1.505
Journal of Physiological Anthropology,J PHYSIOL ANTHROPOL,1880-6805,2.509,0.61
Journal of Physiological Sciences,J PHYSIOL SCI,1880-6546,2.257,0.598
JOURNAL OF PHYSIOLOGY AND BIOCHEMISTRY,J PHYSIOL BIOCHEM,1138-7548,5.08,0.66
JOURNAL OF PHYSIOLOGY AND PHARMACOLOGY,J PHYSIOL PHARMACOL,0867-5910,2.589,0.382
JOURNAL OF PHYSIOLOGY-LONDON,J PHYSIOL-LONDON,0022-3751,6.228,1.707
Journal of Physiotherapy,J PHYSIOTHER,1836-9553,10.714,2.71
JOURNAL OF PHYTOPATHOLOGY,J PHYTOPATHOL,0931-1785,1.826,0.315
JOURNAL OF PIDGIN AND CREOLE LANGUAGES,J PIDGIN CREOLE LANG,0920-9034,0.737,0.568
JOURNAL OF PINEAL RESEARCH,J PINEAL RES,0742-3098,12.081,2.06
Journal of Pipeline Systems Engineering and Practice,J PIPELINE SYST ENG,1949-1190,1.916,0.346
JOURNAL OF PLANKTON RESEARCH,J PLANKTON RES,0142-7873,2.473,0.66
JOURNAL OF PLANNING EDUCATION AND RESEARCH,J PLAN EDUC RES,0739-456X,4.244,1.229
JOURNAL OF PLANNING LITERATURE,J PLAN LIT,0885-4122,5.361,1.784
JOURNAL OF PLANT BIOCHEMISTRY AND BIOTECHNOLOGY,J PLANT BIOCHEM BIOT,0971-7811,1.525,0.189
JOURNAL OF PLANT BIOLOGY,J PLANT BIOL,1226-9239,3.15,0.407
Journal of Plant Diseases and Protection,J PLANT DIS PROTECT,1861-3829,1.847,0.306
Journal of Plant Ecology,J PLANT ECOL,1752-9921,1.78,0.563
JOURNAL OF PLANT GROWTH REGULATION,J PLANT GROWTH REGUL,0721-7595,4.64,0.571
Journal of Plant Interactions,J PLANT INTERACT,1742-9145,4.029,0.654
JOURNAL OF PLANT NUTRITION,J PLANT NUTR,0190-4167,2.277,0.286
JOURNAL OF PLANT NUTRITION AND SOIL SCIENCE,J PLANT NUTR SOIL SC,1436-8730,2.566,0.57
JOURNAL OF PLANT PATHOLOGY,J PLANT PATHOL,1125-4653,2.643,0.427
JOURNAL OF PLANT PHYSIOLOGY,J PLANT PHYSIOL,0176-1617,3.686,0.692
Journal of Plant Registrations,J PLANT REGIST,1936-5209,0.902,0.133
JOURNAL OF PLANT RESEARCH,J PLANT RES,0918-9440,3,0.666
JOURNAL OF PLASMA PHYSICS,J PLASMA PHYS,0022-3778,2.691,0.973
JOURNAL OF PLASTIC FILM & SHEETING,J PLAST FILM SHEET,8756-0879,2.694,0.248
Journal of Plastic Reconstructive and Aesthetic Surgery,J PLAST RECONSTR AES,1748-6815,3.022,0.751
Journal of Plastic Surgery and Hand Surgery,J PLAST SURG HAND SU,2000-656X,1.295,0.396
JOURNAL OF POLICY ANALYSIS AND MANAGEMENT,J POLICY ANAL MANAG,0276-8739,3.917,3.598
Journal of Policy and Practice in Intellectual Disabilities,J POLICY PRACT INTEL,1741-1122,2.084,0.532
Journal of Policy History,J POLICY HIST,0898-0306,0.222,0.389
JOURNAL OF POLICY MODELING,J POLICY MODEL,0161-8938,2.727,0.488
Journal of Politeness Research-Language Behaviour Culture,J POLITENESS RES-LAN,1612-5681,1.3,0.492
JOURNAL OF POLITICAL ECONOMY,J POLIT ECON,0022-3808,9.637,14.742
JOURNAL OF POLITICAL IDEOLOGIES,J POLIT IDEOL,1356-9317,1.354,1.172
JOURNAL OF POLITICAL PHILOSOPHY,J POLIT PHILOS,0963-8016,1.881,1.97
JOURNAL OF POLITICS,J POLIT,0022-3816,3.277,3.65
JOURNAL OF POLYMER ENGINEERING,J POLYM ENG,0334-6447,1.624,0.189
JOURNAL OF POLYMER RESEARCH,J POLYM RES,1022-9760,3.061,0.3
JOURNAL OF POLYMER SCIENCE,J POLYM SCI,2642-4150,3.046,0.495
JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,J POLYM SCI POL CHEM,0887-624X,2.869,0.428
JOURNAL OF POLYMERS AND THE ENVIRONMENT,J POLYM ENVIRON,1566-2543,4.705,0.471
JOURNAL OF POPULAR CULTURE,J POP CULT,0022-3840,0.275,0.216
JOURNAL OF POPULATION ECONOMICS,J POPUL ECON,0933-1433,4.7,1.784
JOURNAL OF POROUS MATERIALS,J POROUS MAT,1380-2224,2.523,0.289
JOURNAL OF POROUS MEDIA,J POROUS MEDIA,1091-028X,1.782,0.209
JOURNAL OF PORPHYRINS AND PHTHALOCYANINES,J PORPHYR PHTHALOCYA,1088-4246,1.914,0.207
JOURNAL OF POSITIVE BEHAVIOR INTERVENTIONS,J POSIT BEHAV INTERV,1098-3007,2.597,1.009
Journal of Positive Psychology,J POSIT PSYCHOL,1743-9760,4.29,1.711
JOURNAL OF POST KEYNESIAN ECONOMICS,J POST KEYNESIAN EC,0160-3477,0.753,0.327
Journal of Postgraduate Medicine,J POSTGRAD MED,0022-3859,1.566,0.458
JOURNAL OF POULTRY SCIENCE,J POULT SCI,1346-7395,1.768,0.253
Journal of Poverty and Social Justice,J POVERTY SOC JUSTIC,1759-8273,0.884,0.478
Journal of Power Electronics,J POWER ELECTRON,1598-2092,0.913,0.148
JOURNAL OF POWER SOURCES,J POWER SOURCES,0378-7753,9.794,1.422
JOURNAL OF PRAGMATICS,J PRAGMATICS,0378-2166,1.86,0.853
JOURNAL OF PRESSURE VESSEL TECHNOLOGY-TRANSACTIONS OF THE ASME,J PRESS VESS-T ASME,0094-9930,1.046,0.195
Journal of Primary Prevention,J PRIM PREV,0278-095X,1.963,0.749
JOURNAL OF PROCESS CONTROL,J PROCESS CONTR,0959-1524,3.951,0.805
Journal of Product and Brand Management,J PROD BRAND MANAG,1061-0421,5.248,0.738
JOURNAL OF PRODUCT INNOVATION MANAGEMENT,J PROD INNOVAT MANAG,0737-6782,9.885,2.073
JOURNAL OF PRODUCTIVITY ANALYSIS,J PROD ANAL,0895-562X,2.5,0.641
Journal of Professional Capital and Community,J PROF CAP COMMUNITY,2056-9548,3.921,0.878
JOURNAL OF PROFESSIONAL ISSUES IN ENGINEERING EDUCATION AND PRACTICE,J PROF ISS ENG ED PR,1052-3928,1.667,0.301
JOURNAL OF PROFESSIONAL NURSING,J PROF NURS,8755-7223,2.272,0.532
JOURNAL OF PROPULSION AND POWER,J PROPUL POWER,0748-4658,2.005,0.555
JOURNAL OF PROSTHETIC DENTISTRY,J PROSTHET DENT,0022-3913,4.148,0.782
Journal of Prosthodontic Research,J PROSTHODONT RES,1883-1958,4.338,1.061
Journal of Prosthodontics-Implant Esthetic and Reconstructive Dentistry,J PROSTHODONT,1059-941X,3.485,0.639
JOURNAL OF PROTEOME RESEARCH,J PROTEOME RES,1535-3893,5.37,1.213
Journal of Proteomics,J PROTEOMICS,1874-3919,3.855,0.791
Journal of Pseudo-Differential Operators and Applications,J PSEUDO-DIFFER OPER,1662-9981,1.26,0.381
Journal of Psychiatric and Mental Health Nursing,J PSYCHIATR MENT HLT,1351-0126,2.72,0.7
Journal of Psychiatric Practice,J PSYCHIATR PRACT,1527-4160,1.841,0.41
JOURNAL OF PSYCHIATRIC RESEARCH,J PSYCHIATR RES,0022-3956,5.25,1.553
JOURNAL OF PSYCHIATRY & NEUROSCIENCE,J PSYCHIATR NEUROSCI,1180-4882,5.699,1.881
JOURNAL OF PSYCHOACTIVE DRUGS,J PSYCHOACTIVE DRUGS,0279-1072,3.289,0.662
JOURNAL OF PSYCHOEDUCATIONAL ASSESSMENT,J PSYCHOEDUC ASSESS,0734-2829,1.452,0.507
JOURNAL OF PSYCHOLINGUISTIC RESEARCH,J PSYCHOLINGUIST RES,0090-6905,1.315,0.425
Journal of Psychologists and Counsellors in Schools,J PSYCHOL COUNS SCH,2055-6365,1,0.357
JOURNAL OF PSYCHOLOGY,J PSYCHOL,0022-3980,4.013,1.039
JOURNAL OF PSYCHOLOGY AND THEOLOGY,J PSYCHOL THEOL,0091-6471,0.82,0.273
Journal of Psychology in Africa,J PSYCHOL AFR,1433-0237,0.917,0.172
JOURNAL OF PSYCHOPATHOLOGY AND BEHAVIORAL ASSESSMENT,J PSYCHOPATHOL BEHAV,0882-2689,2.118,0.975
JOURNAL OF PSYCHOPHARMACOLOGY,J PSYCHOPHARMACOL,0269-8811,4.562,1.457
JOURNAL OF PSYCHOPHYSIOLOGY,J PSYCHOPHYSIOL,0269-8803,1.229,0.417
JOURNAL OF PSYCHOSOCIAL NURSING AND MENTAL HEALTH SERVICES,J PSYCHOSOC NURS MEN,0279-3695,1.392,0.292
JOURNAL OF PSYCHOSOCIAL ONCOLOGY,J PSYCHOSOC ONCOL,0734-7332,2.526,0.675
Journal of Psychosomatic Obstetrics & Gynecology,J PSYCHOSOM OBST GYN,0167-482X,3.228,0.773
JOURNAL OF PSYCHOSOMATIC RESEARCH,J PSYCHOSOM RES,0022-3999,4.62,1.149
JOURNAL OF PUBLIC ADMINISTRATION RESEARCH AND THEORY,J PUBL ADM RES THEOR,1053-1858,6.16,2.85
Journal of Public Child Welfare,J PUBLIC CHILD WELF,1554-8732,1.307,0.375
Journal of Public Economic Theory,J PUBLIC ECON THEORY,1097-3923,1.336,0.447
JOURNAL OF PUBLIC ECONOMICS,J PUBLIC ECON,0047-2727,8.262,5.141
JOURNAL OF PUBLIC HEALTH,J PUBLIC HEALTH-UK,1741-3842,5.058,1.076
JOURNAL OF PUBLIC HEALTH DENTISTRY,J PUBLIC HEALTH DENT,0022-4006,2.258,0.528
